10	N05CA06	SECOBARBITAL	28:24.0	BARBITURATES
42458	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42459	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
4246	A12AX	"CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS"	88:29.00*	MINERALS
42460	R02AA06	CETYLPYRIDINIUM	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42461	R02AA06	CETYLPYRIDINIUM	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42462	R02AA06	CETYLPYRIDINIUM	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42464	D04AB04	BENZOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42467	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42468	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42469	R05X	Other cold preparations	48:01.00*	OTHER COLD AND COUGH PREPARATIONS
4247	A12AX	"CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS"	88:29.00*	MINERALS
42470	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42471	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42472	A02AC01	CALCIUM CARBONATE	56:04.0	ANTACIDS AND ADSORBENTS
42474	A02AA04	MAGNESIUM HYDROXIDE	56:04.0	ANTACIDS AND ADSORBENTS
42475	D04AX	OTHER ANTIPRURITICS	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42476	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42478	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.0	DENTAL AGENTS
42478	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	52:28.0	MOUTHWASHES AND GARGLES
42479	R02AA06	CETYLPYRIDINIUM	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42479	R02AA06	CETYLPYRIDINIUM	52:28.0	MOUTHWASHES AND GARGLES
42480	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.0	DENTAL AGENTS
42480	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	52:28.0	MOUTHWASHES AND GARGLES
42482	D02AC	SOFT PARAFFIN AND FAT PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42483	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.0	DENTAL AGENTS
42483	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	52:28.0	MOUTHWASHES AND GARGLES
42485	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42487	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.0	CONTACT LENS SOLUTIONS
42488	A01AA52	"SODIUM MONOFLUOROPHOSPHATE, COMBINATIONS"	34:00.0	DENTAL AGENTS
42489	A01AA02	SODIUM MONOFLUOROPHOSPHATE	34:00.0	DENTAL AGENTS
42490	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42491	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42492	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42493	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42494	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42495	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42496	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42499	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
4250	A16AX	VARIOUS ALIMENTARY TRACT AND METABOLISM PRODUCTS	88:30.00*	OTHER NUTRITIONAL AGENTS
42503	D06AX05	BACITRACIN	24:04.0	ANTIBIOTICS
42506	D04AB04	BENZOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42507	R05X	Other cold preparations	48:01.00*	OTHER COLD AND COUGH PREPARATIONS
4251	R03DA04	THEOPHYLLINE	26:16.0	RESPIRATORY SMOOTH MUSCLE RELAXANTS
42511	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42512	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42513	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42514	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42515	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42516	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42517	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42518	A02AF02	ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS	56:04.0	ANTACIDS AND ADSORBENTS
42519	A02AF02	ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS	56:04.0	ANTACIDS AND ADSORBENTS
42520	A02AD01	ORDINARY SALT COMBINATIONS	56:04.0	ANTACIDS AND ADSORBENTS
42522	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42524	D08AX08	ETHANOL	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42525	M02AX10	VARIOUS	24:24.0	BASIC LOTIONS AND LINIMENTS
42529	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
4253	R06AA02	DIPHENHYDRAMINE	04:04.0	ETHANOLAMINE DERIVATIVES
42536	R05X	Other cold preparations	48:01.00*	OTHER COLD AND COUGH PREPARATIONS
42537	R05X	Other cold preparations	48:01.00*	OTHER COLD AND COUGH PREPARATIONS
42539	A01AA01	SODIUM FLUORIDE	34:00.0	DENTAL AGENTS
42541	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42542	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
42543	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
42544	A07BB	BISMUTH PREPARATIONS	56:04.0	ANTACIDS AND ADSORBENTS
42545	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42546	D04AX	OTHER ANTIPRURITICS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42547	D02AC	SOFT PARAFFIN AND FAT PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42548	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42549	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42551	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42552	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
42553	D08AX05	ISOPROPANOL	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42555	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42563	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42564	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42565	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42566	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42567	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42568	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
4257	N02CA52	"ERGOTAMINE, COMBINATIONS EXCL. PSYCHOLEPTICS"	12:16.0	SYMPATHOLYTIC (ADRENERGIC BLOCKING) AGENTS
42570	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42571	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42572	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42573	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42574	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42575	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42576	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42579	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42584	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42585	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42586	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS
42588	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42589	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
4259	R03DA02	CHOLINE THEOPHYLLINATE	26:16.0	RESPIRATORY SMOOTH MUSCLE RELAXANTS
42592	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42595	A06AC01	ISPAGHULA (PSYLLA SEEDS)	56:12.0	CATHARTICS AND LAXATIVES
42596	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42598	D04AX	OTHER ANTIPRURITICS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42599	D04AX	OTHER ANTIPRURITICS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
426	D06AX04	NEOMYCIN	24:04.0	ANTIBIOTICS
42600	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42601	D04AB07	PRAMOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42602	D04AB07	PRAMOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42603	D02AC	SOFT PARAFFIN AND FAT PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42604	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42606	R05CA03	GUAIFENESIN	48:16.0	EXPECTORANTS
42614	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42617	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42624	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42625	D04AB07	PRAMOCAINE	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42625	D04AB07	PRAMOCAINE	24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42627	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42628	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42629	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.0	CONTACT LENS SOLUTIONS
4263	B02AB01	APROTININ	20:28.2	HEMOSTATICS
42630	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42631	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42632	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42635	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42636	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42637	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42638	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42639	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
4264	D07AB08	DESONIDE	24:06.0	ANTI-INFLAMMATORY AGENTS
42640	D11AX11	HYDROQUINONE	24:50.0	DEPIGMENTING AGENTS
42641	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
42642	S01GA52	"TETRYZOLINE, COMBINATIONS"	52:32.0	VASOCONSTRICTORS
42643	S01GA04	OXYMETAZOLINE	52:32.0	VASOCONSTRICTORS
42644	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42645	R05X	Other cold preparations	48:01.00*	OTHER COLD AND COUGH PREPARATIONS
4265			88:30.00*	OTHER NUTRITIONAL AGENTS
42653	N02BA51	"ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS"	28:08.04.24	SALICYLATES
42656	D08AE04	TRICLOSAN	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42657	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42658	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42659	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
4266	N03AA02	PHENOBARBITAL	28:12.0	BARBITURATES
4266	N03AA02	PHENOBARBITAL	28:24.0	BARBITURATES
42661	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42662	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42663	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42664	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42665	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42666	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42667	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42668	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42669	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42670	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42671	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42672	S01AX07	SODIUM BORATE	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42674	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.0	CONTACT LENS SOLUTIONS
42675	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.0	CONTACT LENS SOLUTIONS
42676	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.0	CONTACT LENS SOLUTIONS
42678	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42679	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42680	S01AX07	SODIUM BORATE	52:04.9	MISCELLANEOUS ANTI-INFECTIVES
42681	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42683	A02AC01	CALCIUM CARBONATE	56:04.0	ANTACIDS AND ADSORBENTS
42686	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	53:32.0	"EENT DRUGS, MISCELLANEOUS"
42687	A01AA52	"SODIUM MONOFLUOROPHOSPHATE, COMBINATIONS"	34:00.0	DENTAL AGENTS
42688	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42689	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42692	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42693	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42694	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
427	S03CA04	HYDROCORTISONE AND ANTIINFECTIVES	52:04.0	ANTIBACTERIALS
427	S03CA04	HYDROCORTISONE AND ANTIINFECTIVES	52:08.0	ANTI-INFLAMMATORY AGENTS
42700	M02AX10	VARIOUS	24:24.0	BASIC LOTIONS AND LINIMENTS
42701	N02BA01	ACETYLSALICYLIC ACID	28:08.04.24	SALICYLATES
42703	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42704	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42705	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42706	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42711	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42712	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42713	D02AB	ZINC PRODUCTS	24:24.2	BASIC POWDERS AND DEMULCENTS
42714	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42715	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42716	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42717	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42718	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42719	D02BA	PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE	84:80.00	SUNSCREEN AGENTS
42720	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42721	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42722	D08AJ58	"BENZETHONIUM CHLORIDE, COMBINATIONS"	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42723	S01GA51	"NAPHAZOLINE, COMBINATIONS"	52:32.0	VASOCONSTRICTORS
42725	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42726	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42727			24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
42728			24:08.0	ANTIPRURITICS AND LOCAL ANESTHETICS
4273	J01CF05	FLUCLOXACILLIN	08:12.16.12	PENICILLINASE-RESISTANT PENICILLINS
42730	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42731	D11AA	ANTIHIDROTICS	24:12.0	ASTRINGENTS AND DEODORANTS
42732	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42733	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42734	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42735	A02AX	"ANTACIDS, OTHER COMBINATIONS"	56:04.0	ANTACIDS AND ADSORBENTS
42737	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42738	A01AA	CARIES PROPHYLACTIC AGENTS	34:00.0	DENTAL AGENTS
42739	A01AA	CARIES PROPHYLACTIC AGENTS	34:00.0	DENTAL AGENTS
4274	J01CF05	FLUCLOXACILLIN	08:12.16.12	PENICILLINASE-RESISTANT PENICILLINS
42745	D11AC03	SELENIUM COMPOUNDS	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42746	A02AD01	ORDINARY SALT COMBINATIONS	56:04.0	ANTACIDS AND ADSORBENTS
42747	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42749	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
4275	J01CF05	FLUCLOXACILLIN	08:12.16.12	PENICILLINASE-RESISTANT PENICILLINS
42750	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42752	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42754	A01AD11	VARIOUS	52:28.0	MOUTHWASHES AND GARGLES
42755	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42756	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42757	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42758	D11AX12	PYRITHIONE ZINC	24:04.9	MISCELLANEOUS LOCAL ANTI-INFECTIVES
42760	D02AX	OTHER EMOLLIENTS AND PROTECTIVES	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42761	D02AX	OTHER EMOLLIENTS AND PROTECTIVES	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42762	D02AA	SILICONE PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42763	D02AB	ZINC PRODUCTS	24:24.1	BASIC OINTMENTS AND PROTECTANTS
42764			56:04.0	ANTACIDS AND ADSORBENTS
42765	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42766	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.9	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS
42767	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42768	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42769	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS
42771	A02BX13	ALGINIC ACID	56:04.0	ANTACIDS AND ADSORBENTS
42772	A01AA01	SODIUM FLUORIDE	34:00.0	DENTAL AGENTS
42773	A01AA02	SODIUM MONOFLUOROPHOSPHATE	34:00.0	DENTAL AGENTS
42774	D02AF	SALICYLIC ACID PREPARATIONS	24:28.0	KERATOLYTIC AGENTS
428	D07CA01	HYDROCORTISONE AND ANTIBIOTICS	24:04.0	ANTIBIOTICS
428	D07CA01	HYDROCORTISONE AND ANTIBIOTICS	24:06.0	ANTI-INFLAMMATORY AGENTS
4282	S01EA02	DIPIVEFRINE	52:24.0	MYDRIATICS
4283	D01AC01	CLOTRIMAZOLE	84:04.08.08	AZOLES
4284	G01AF02	CLOTRIMAZOLE	84:04.08.08	AZOLES
4285	D01AC01	CLOTRIMAZOLE	84:04.08.08	AZOLES
4286	G01AF02	CLOTRIMAZOLE	84:04.08.08	AZOLES
42867	C10AB04	GEMFIBROZIL	24:06.1	FRIBIC ACID DERIVATIVES
4287	A12CC	MAGNESIUM	88:29.00*	MINERALS
42872	J01DC04	CEFACLOR	08:12.06.08	SECOND GENERATION CEPHALOSPORINS
42873	J01DC04	CEFACLOR	08:12.06.08	SECOND GENERATION CEPHALOSPORINS
42874	J01DC04	CEFACLOR	08:12.06.08	SECOND GENERATION CEPHALOSPORINS
42875	J01DC04	CEFACLOR	08:12.06.08	SECOND GENERATION CEPHALOSPORINS
42876	J01DC04	CEFACLOR	08:12.06.08	SECOND GENERATION CEPHALOSPORINS
42878	A02BA03	FAMOTIDINE	56:28.1	HISTAMINE H2-ANTAGONISTS
42884	N02BA06	SALICYLOYLSALICYLIC ACID	28:08.04.24	SALICYLATES
42885	N02BA06	SALICYLOYLSALICYLIC ACID	28:08.04.24	SALICYLATES
4289	L01AX04	DACARBAZINE	10:00.0	ANTINEOPLASTIC AGENTS
42894	B02BD02	COAGULATION FACTOR VIII	20:28.2	HEMOSTATICS
42896	G03AA05	NORETHISTERONE AND ESTROGEN	08:12.0	CONTRACEPTIVES
42897	G03AA05	NORETHISTERONE AND ESTROGEN	08:12.0	CONTRACEPTIVES
429	D07CA01	HYDROCORTISONE AND ANTIBIOTICS	24:04.0	ANTIBIOTICS
429	D07CA01	HYDROCORTISONE AND ANTIBIOTICS	24:06.0	ANTI-INFLAMMATORY AGENTS
4290	A12AX	"CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS"	88:29.00*	MINERALS
42907	V04CX	OTHER DIAGNOSTIC AGENTS	36:56.0	MYASTHENIA GRAVIS
42908	C07AB09	ESMOLOL	24:24.0	BETA-ADRENERGIC BLOCKING AGENTS
4291	A03BA01	ATROPINE	12:08.1	ANTIMUSCARINICS ANTISPASMODICS
42911	N01AB04	ENFLURANE	28:04.2	INHALATION ANESTHETICS
42914	C09AA01	CAPTOPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
42915	C09AA01	CAPTOPRIL	24:32.0	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS
42917	N06AA04	CLOMIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS
42918	N06AA04	CLOMIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS
42919	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
42920	C08DB01	DILTIAZEM	24:28.9	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS
