"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"8070/3"	"Squamous cell carcinoma, NOS"	"Maps to"	"4098947"	"252988009"	"Malignant squamous tumor"	
"8140/0"	"Adenoma, NOS"	"Maps to"	"4266171"	"399908004"	"Benign adenomatous neoplasm - category"	
"9801/3"	"Acute leukemia, NOS"	"Maps to"	"4030290"	"128932005"	"Acute leukemia"	
"9061/3"	"Seminoma, NOS"	"Maps to"	"40482782"	"443677002"	"Seminoma - category"	
"8580/1"	"Thymoma, NOS"	"Maps to"	"40483233"	"443771009"	"Thymoma - category"	
"9751/3"	"Langerhans cell histiocytosis, NOS"	"Maps to"	"4249698"	"409707002"	"Langerhans cell histiocytosis - category"	
"9440/1"	"Glioblastoma, borderline   (C71._)"	"Is a"	"40483278"	"443811009"	"Glioblastoma - category"	
"9732/3"	"Multiple myeloma"	"Maps to"	"4190641"	"415109007"	"Plasma cell myeloma - category"	
"9751/1"	"Langerhans cell granulomatosis"	"Maps to"	"4249698"	"409707002"	"Langerhans cell histiocytosis - category"	
"8070/3"	"Squamous cell carcinoma, NOS"	"Maps to"	"4271027"	"400155002"	"Squamous cell carcinoma - category"	
"9440/3"	"Glioblastoma, NOS"	"Maps to"	"40483278"	"443811009"	"Glioblastoma - category"	
"9061/2"	"Seminoma, in situ (C62._)"	"Is a"	"40482782"	"443677002"	"Seminoma - category"	
"8890/0"	"Leiomyoma, NOS"	"Maps to"	"4266337"	"400169002"	"Benign leiomyomatous neoplasm - category"	
"8090/3"	"Basal cell carcinoma, NOS"	"Maps to"	"4266329"	"400137006"	"Basal cell carcinoma - category"	
"8850/0"	"Lipoma, NOS"	"Maps to"	"4046874"	"134328007"	"Lipoma morphology"	
"9863/3"	"Chronic myeloid leukemia, NOS"	"Maps to"	"4188972"	"413841000"	"Chronic myeloid leukemia - category"	
"9080/2"	"Teratoma, in situ"	"Is a"	"4220766"	"417197004"	"Teratoma - category"	
"8240/3"	"Carcinoid tumor, NOS"	"Maps to"	"4099063"	"189607006"	"Carcinoid tumor - morphology"	
"8070/9"	"Squamous cell carcinoma,uncertain whether primary or metastatic site"	"Maps to"	"4271027"	"400155002"	"Squamous cell carcinoma - category"	
"9470/3"	"Medulloblastoma, NOS"	"Maps to"	"40481032"	"443334005"	"Medulloblastoma - category"	
"8727/3"	"Dysplastic nevus, malignant (C44._)"	"Is a"	"4162258"	"372156000"	"Malignant melanoma - category"	
"9040/3"	"Synovial sarcoma, NOS"	"Maps to"	"4143111"	"425535000"	"Synovial sarcoma - category"	
"8760/3"	"Malignant melanoma in compound nevus (C44._)"	"Is a"	"4162258"	"372156000"	"Malignant melanoma - category"	
"9080/1"	"Teratoma, NOS"	"Maps to"	"4220766"	"417197004"	"Teratoma - category"	
"8890/3"	"Leiomyosarcoma, NOS"	"Maps to"	"4290845"	"400011005"	"Leiomyosarcoma - category"	
"8580/2"	"Thymoma, in situ, NOS "	"Is a"	"40483233"	"443771009"	"Thymoma - category"	
"9440/0"	"Glioblastoma, benign  (C71._)"	"Is a"	"40483278"	"443811009"	"Glioblastoma - category"	
"8720/3"	"Malignant melanoma, NOS"	"Maps to"	"4162258"	"372156000"	"Malignant melanoma - category"	
"9391/1"	"Ependymoma,uncertain behaviour"	"Maps to"	"40481054"	"443354006"	"Ependymoma - category"	
"9999/9"	"Unknown histology"	"Maps to"	"4030314"	"108369006"	"Neoplasm"	
"9533/1"	"Psammomatous meningioma,uncertain behaviour"	"Maps to"	"4243303"	"38431002"	"Psammomatous meningioma"	
"9734/1"	"Plasmacytoma, extramedullary,uncertain behaviour"	"Maps to"	"4028858"	"128921005"	"Plasmacytoma, extramedullary"	
"9950/1"	"Polycythemia vera,uncertain behaviour"	"Maps to"	"4030270"	"128841001"	"Polycythemia vera"	
"9986/1"	"Myelodysplastic syndrome with 5q deletion (5q-) syndrome,uncertain behaviour"	"Maps to"	"4030266"	"128837000"	"Myelodysplastic syndrome with 5q- syndrome"	
"9989/1"	"Myelodysplastic syndrome, uncertain behaviour"	"Maps to"	"4028877"	"128623006"	"Myelodysplastic syndrome"	
