concept_code	concept_name
S12.25	Fracture of the 7th cervical vertebra
S13.10	Dislocation of a cervical vertebra: height unspecified
S13.11	Dislocation of cervical vertebrae: C1 / C2
S13.12	Dislocation of cervical vertebrae: C2 / C3
S13.13	Dislocation of cervical vertebrae: C3 / C4
S13.14	Dislocation of cervical vertebrae: C4 / C5
S13.15	Dislocation of cervical vertebrae: C5 / C6
S13.16	Dislocation of cervical vertebrae: C6 / C7
S13.17	Dislocation of cervical vertebrae: C7 / T1
S13.18	Dislocation of the cervical vertebrae: other
S14.10	Injuries to the cervical spinal cord, unspecified
S14.11	Complete transverse injury to the cervical spinal cord
S14.12	Central cervical cord injury (incomplete paraplegic injury)
S14.13	Other incomplete cross-sectional injuries to the cervical spinal cord
S14.7	Functional level of an injury to the cervical spinal cord
S14.70	Injury to the cervical spinal cord: height unspecified
S14.71	Injury to the spinal cord: C1
S14.72	Injury to the spinal cord: C2
S14.73	Injury to the spinal cord: C3
S14.74	Injury to the spinal cord: C4
S14.75	Injury to the spinal cord: C5
S14.76	Injury to the spinal cord: C6
S14.77	Injury to the spinal cord: C7
S14.78	Injury to the spinal cord: C8
S15.00	Injury: carotid artery, part unspecified
S15.01	Injury: common carotid artery
S15.02	Injury: external carotid artery
S15.03	Injury: internal carotid artery
S15.80	Injury to epidural blood vessels at the level of the neck
S15.81	Injury to subdural blood vessels at the level of the neck
S15.82	Injury to subarachnoid blood vessels at the level of the neck
S15.88	Injury to other blood vessels at neck level
S19.80	Injury to the cervical membranes of the spinal cord
S19.88	Other specified injuries to the neck
S20.10	Other and unspecified superficial injuries to the breast [mammary gland]: Type of injury unspecified
S20.11	Other and unspecified superficial injuries to the breast [mammary gland]: abrasion
S20.12	Other and unspecified superficial injuries to the breast [mammary gland]: blistering (non-thermal)
S20.13	Other and unspecified superficial injuries to the breast [mammary gland]: insect bite or sting (non-toxic)
S20.14	Other and unspecified superficial injuries to the breast [mammary gland]: Superficial foreign body (splinters)
S20.18	Other and unspecified superficial injuries to the breast [mammary gland]: Other
S20.30	Other superficial injuries to the anterior chest wall: type of injury unspecified
S20.31	Other superficial injuries to the anterior chest wall: abrasion
S20.32	Other superficial injuries to the anterior chest wall: blistering (non-thermal)
S20.33	Other superficial injuries to the anterior chest wall: insect bite or sting (non-toxic)
S20.34	Other superficial injuries to the anterior chest wall: Superficial foreign body (splinters)
S20.38	Other superficial injuries to the anterior chest wall: Other
S20.40	Other superficial injuries to the posterior chest wall: type of injury unspecified
S20.41	Other superficial injuries to the posterior chest wall: abrasion
S20.42	Other superficial injuries to the posterior chest wall: blistering (non-thermal)
S20.43	Other superficial injuries to the posterior chest wall: insect bite or sting (non-toxic)
S20.44	Other superficial injuries to the posterior chest wall: Superficial foreign body (splinters)
S20.48	Other superficial injuries to the posterior chest wall: Other
S20.80	Superficial injury to other and unspecified parts of the thorax: type of injury unspecified
S20.81	Superficial injury to other and unspecified parts of the thorax: abrasion
S20.82	Superficial injury to other and unspecified parts of the thorax: blistering (non-thermal)
S20.83	Superficial injury to other and unspecified parts of the thorax: insect bite or sting (non-toxic)
S20.84	Superficial injury to other and unspecified parts of the thorax: Superficial foreign body (splinters)
S20.85	Superficial injury to other and unspecified parts of the thorax: bruise
S20.88	Superficial injury to other and unspecified parts of the thorax: other
S21.80	Unspecified open wound in other parts of the thorax
S21.81	Open wound (any part of the thorax) associated with a fracture
S21.82	Open wound (any part of the thorax) associated with a dislocation
S21.83	Open wound (any part of the thorax) associated with an intrathoracic injury
S21.84	Grade I soft tissue damage with a closed fracture or dislocation of the thorax
S21.85	Grade II soft tissue damage with a closed fracture or dislocation of the thorax
S21.86	Soft tissue damage III. Degree with a closed fracture or dislocation of the thorax
S21.87	Grade I soft tissue damage with an open fracture or dislocation of the thorax
S21.88	Grade II soft tissue damage with an open fracture or dislocation of the thorax
S21.89	Soft tissue damage III. 1st degree with an open fracture or dislocation of the thorax
S22.02	Thoracic vertebra fracture: T3 and T4
S22.03	Thoracic vertebra fracture: T5 and T6
S22.04	Thoracic vertebra fracture: T7 and T8
S22.05	Thoracic vertebra fracture: T9 and T10
S22.06	Thoracic vertebra fracture: T11 and T12
S22.22	Fracture of the sternum: corpus sterni
S22.23	Fracture of the sternum: xiphoid process
S22.32	Other rib fracture
S22.42	Series of ribs fracture: Involving two ribs
S22.43	Series of ribs fracture: Involving three ribs
S22.44	Series of ribs fracture: Involving four or more ribs
S23.10	Dislocation of a thoracic vertebra: height unspecified
S23.11	Dislocation of a thoracic vertebra: T1 / T2 and T2 / T3
S23.12	Dislocation of a thoracic vertebra: T3 / T4 and T4 / T5
S23.13	Dislocation of a thoracic vertebra: T5 / T6 and T6 / T7
S23.14	Dislocation of a thoracic vertebra: T7 / T8 and T8 / T9
S23.15	Dislocation of a thoracic vertebra: T9 / T10 and T10 / T11
S23.16	Dislocation of a thoracic vertebra: T11 / T12
S23.17	Dislocation of a thoracic vertebra: T12 / L1
S24.10	Injury to the thoracic spinal cord, unspecified
S24.11	Complete transverse injury to the thoracic spinal cord
S24.12	Incomplete transverse injury to the thoracic spinal cord
S24.7	Functional height of an injury to the thoracic spinal cord
S24.70	Injury to the thoracic spinal cord: height unspecified
S24.71	Injury to the spinal cord: T1
S24.72	Injury to the spinal cord: T2 / T3
S24.73	Injury to the spinal cord: T4 / T5
S24.74	Injury to the spinal cord: T6 / T7
S24.75	Injury to the spinal cord: T8 / T9
S24.76	Injury to the spinal cord: T10 / T11
S24.77	Injury to the spinal cord: T12
S25.80	Injury to epidural blood vessels at the level of the thorax
S25.81	Injury to subdural blood vessels at the level of the thorax
S25.82	Injury to subarachnoid blood vessels at the level of the thorax
S25.88	Injury to other blood vessels in the thorax
S26.00	Injury to the heart with hemopericardium: Without an open wound in the chest cavity or onA
S26.01	Injury to the heart with hemopericardium: With an open wound into the chest cavity
S26.82	Rupture of the heart without opening a heart cavity
S26.83	Rupture of the heart with opening of a heart cavity
S26.88	Other injuries to the heart
S27.32	Lung laceration
S27.38	Other and unspecified injuries to the lungs
S27.82	Injury: thoracic duct
S27.83	Injury: esophagus, thoracic pars
S27.84	Injury: thymus
S27.88	Injury: Other specified intrathoracic organs and structures
S29.80	Injury to the thoracic spinal cord membranes
S29.88	Other specified injuries to the thorax
S30.80	Other superficial injuries to the abdomen, lower back and pelvis: type of injury unspecified
S30.81	Other superficial injuries of the abdomen, lower back and pelvis: abrasion
S30.82	Other superficial injuries to the abdomen, sacrum and pelvis: blistering (non-thermal)
S30.83	Other superficial injuries to the abdomen, lower back and pelvis: insect bite or sting (non-toxic)
S30.84	Other superficial injuries to the abdomen, sacrum and pelvis: Superficial foreign body (splinters)
S30.85	Other superficial injuries of the abdomen, lower back and pelvis: contusion
S30.88	Other superficial injuries to the abdomen, lower back and pelvis: Other
S30.90	Superficial injury to the abdomen, lower back and pelvis, part unspecified: type of injury unspecified
S30.91	Superficial injury to the abdomen, lower back and pelvis, part unspecified: abrasion
S30.92	Superficial injury to the abdomen, the lumbosacral region and the pelvis, part unspecified: blistering (non-thermal)
S30.93	Superficial injury to the abdomen, lower back and pelvis, part unspecified: insect bite or sting (non-toxic)
S30.94	Superficial injury to the abdomen, the lumbosacral region and the pelvis, part unspecified: Superficial foreign body (splinters)
S30.95	Superficial injury to the abdomen, lower back and pelvis, part unspecified: bruise
S30.98	Superficial injury to the abdomen, lower back and pelvis, part unspecified: other
S31.80	Open wound in other and unspecified parts of the abdomen
S31.81	Open wound (any part of the abdomen, lower back and pelvis) associated with a fracture
S31.82	Open wound (any part of the abdomen, lumbosacral region, and pelvis) associated with a dislocation
S31.83	Open wound (any part of the abdomen, lumbosacral region, and pelvis) associated with an intra-abdominal injury
S31.84	Grade I soft tissue damage with a closed fracture or dislocation of the lumbar spine and pelvis
S31.85	Grade II soft tissue damage with a closed fracture or dislocation of the lumbar spine and pelvis
S31.86	Soft tissue damage III. Degree with a closed fracture or dislocation of the lumbar spine and pelvis
S31.87	Grade I soft tissue damage with an open fracture or dislocation of the lumbar spine and pelvis
S31.88	Grade II soft tissue damage with an open fracture or dislocation of the lumbar spine and pelvis
S31.89	Soft tissue damage III. Grade with open fracture or dislocation of the lumbar spine and pelvis
S32.02	Lumbar vertebra fracture: L2
S32.03	Lumbar vertebra fracture: L3
S32.04	Lumbar vertebra fracture: L4
S32.05	Lumbar vertebra fracture: L5
S32.82	Fracture: lumbar spine and sacrum, part unspecified
S32.83	Fracture: pelvis, part unspecified
S32.89	Fracture: other and unspecified parts of the pelvis
S33.10	Dislocation of a lumbar vertebra: height unspecified
S33.11	Dislocation of a lumbar vertebra: L1 / L2
S33.12	Dislocation of a lumbar vertebra: L2 / L3
S33.13	Dislocation of a lumbar vertebra: L3 / L4
S33.14	Dislocation of a lumbar vertebra: L4 / L5
S33.15	Dislocation of a lumbar vertebra: L5 / S1
S33.50	Lumbar spine sprain and strain, unspecified
S33.51	Sprain and strain of the lumbosacral juncture and its ligaments
S34.10	Complete transverse injury to the lumbar spinal cord
S34.11	Incomplete transverse injury to the lumbar spinal cord
S34.18	Other injury to the lumbar spinal cord
S34.30	Complete traumatic cauda equina syndrome
S34.31	Incomplete traumatic cauda equina syndrome
S34.38	Other and unspecified injuries to the cauda equina
S34.7	Functional level of a lumbosacral spinal cord injury
S34.70	Injury to the lumbosacral spinal cord: height unspecified
S34.71	Injury to the spinal cord: L1
S34.72	Injury to the spinal cord: L2
S34.73	Injury to the spinal cord: L3
S34.74	Injury to the spinal cord: L4
S34.75	Injury to the spinal cord: L5
S34.76	Injury to the spinal cord: S1
S34.77	Injury to the spinal cord: S2-S5
S35.80	Injury to epidural blood vessels at the level of the abdomen, lumbosacral region and pelvis
S35.81	Injury to subdural blood vessels at the level of the abdomen, lumbosacral region and pelvis
S35.82	Injury to subarachnoid blood vessels at the level of the abdomen, lumbosacral region and pelvis
S35.88	Injury to other blood vessels at the level of the abdomen, the lumbosacral region and the pelvis
S36.00	Injury to the spleen, unspecified
