"ICDO3.2"	"Level"	"Term"	"Code reference"	"obs"	"See also"	"See note"	"Includes"	"Excludes"	"Other text"
"9131/0"	"Related"	"Congenital hemangioma, NOS"							
"9131/0"	"Related"	"Congenital hemangioma, rapidly involuting"							
"9131/0"	"Related"	"Congenital hemangioma, non-involuting"							
"9132/0"	"Preferred"	"Intramuscular hemangioma"							
"9132/0"	"Synonym"	"Intramuscular angioma"							
"9133/3"	"Preferred"	"Epithelioid hemangioendothelioma, NOS"							
"9133/3"	"Synonym"	"Epithelioid hemangioendothelioma, malignant"							
"9133/3"	"Related"	"Intravascular bronchial alveolar tumor"	"(C34._)"	"[obs]"					
"9135/1"	"Preferred"	"Papillary intralymphatic angioendothelioma"							
"9135/1"	"Synonym"	"Endovascular papillary angioendothelioma"							
"9135/1"	"Synonym"	"Dabska tumor"							
"9136/1"	"Preferred"	"Spindle cell hemangioendothelioma"							
"9136/1"	"Synonym"	"Spindle cell angioendothelioma"		"[obs]"					
"9136/1"	"Related"	"Retiform hemangioendothelioma"							
"9136/1"	"Related"	"Composite hemangioendothelioma"							
"9137/0"	"Preferred"	"Myointimoma"							
"9137/3"	"Preferred"	"Intimal sarcoma"							
"9138/1"	"Preferred"	"Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma"							
"9140/3"	"Preferred"	"Kaposi sarcoma"							
"9140/3"	"Synonym"	"Multiple hemorrhagic sarcoma"							
"9141/0"	"Preferred"	"Angiokeratoma"							
"9142/0"	"Preferred"	"Verrucous keratotic hemangioma"							
"9142/0"	"Synonym"	"Verrucous venous malformation"							
"9160/0"	"Preferred"	"Angiofibroma, NOS"							
"9160/0"	"Synonym"	"Fibrous papule of nose"	"(C44.3)"	"[obs]"					
"9160/0"	"Synonym"	"Involuting nevus"	"(C44._)"	"[obs]"					
"9160/0"	"Synonym"	"Juvenile angiofibroma"							
"9160/0"	"Related"	"Cellular angiofibroma"							
"9160/0"	"Related"	"Giant cell angiofibroma"							
"9161/0"	"Preferred"	"Acquired tufted hemangioma"							
"9161/0"	"Synonym"	"Tufted hemangioma"							
"9161/1"	"Preferred"	"Hemangioblastoma"							
"9161/1"	"Synonym"	"Angioblastoma"							
"917"	2	"Lymphatic vessel tumors"							
"9170/0"	"Preferred"	"Lymphangioma, NOS"							
"9170/0"	"Synonym"	"Lymphangioendothelioma, NOS"							
"9170/3"	"Preferred"	"Lymphangiosarcoma"							
"9170/3"	"Synonym"	"Lymphangioendothelial sarcoma"							
"9170/3"	"Synonym"	"Lymphangioendothelioma, malignant"							
"9171/0"	"Preferred"	"Capillary lymphangioma"							
"9172/0"	"Preferred"	"Cavernous lymphangioma"							
"9173/0"	"Preferred"	"Cystic lymphangioma"							
"9173/0"	"Synonym"	"Hygroma, NOS"							
"9173/0"	"Synonym"	"Cystic hygroma"							
"9174/0"	"Preferred"	"Lymphangiomyoma"							
"9174/1"	"Preferred"	"Lymphangioleiomyomatosis"							
"9174/1"	"Synonym"	"Lymphangiomyomatosis"							
"9175/0"	"Preferred"	"Hemolymphangioma"							
"918-924"	2	"Osseous and chondromatous neoplasms"							
"9180/0"	"Preferred"	"Osteoma, NOS"	"(C40._, C41._)"						
"9180/3"	"Preferred"	"Osteosarcoma, NOS"	"(C40._, C41._)"						
"9180/3"	"Synonym"	"Osteogenic sarcoma, NOS"	"(C40._, C41._)"						
"9180/3"	"Synonym"	"Osteoblastic sarcoma"	"(C40._, C41._)"						
"9180/3"	"Synonym"	"Osteochondrosarcoma"	"(C40._, C41._)"						
"9180/3"	"Related"	"Osteosarcoma, extraskeletal"							
"9181/3"	"Preferred"	"Chondroblastic osteosarcoma"	"(C40._, C41._)"						
"9182/3"	"Preferred"	"Fibroblastic osteosarcoma"	"(C40._, C41._)"						
"9182/3"	"Synonym"	"Osteofibrosarcoma"	"(C40._, C41._)"						
"9183/3"	"Preferred"	"Telangiectatic osteosarcoma"	"(C40._, C41._)"						
"9184/3"	"Preferred"	"Osteosarcoma in Paget disease of bone"	"(C40._, C41._)"						
"9184/3"	"Synonym"	"Secondary osteosarcoma"	"(C40._, C41._)"						
"9185/3"	"Preferred"	"Small cell osteosarcoma"	"(C40._, C41._)"						
"9185/3"	"Synonym"	"Round cell osteosarcoma"	"(C40._, C41._)"						
"9186/3"	"Preferred"	"Central osteosarcoma, NOS"	"(C40._, C41._)"						
"9186/3"	"Synonym"	"Conventional central osteosarcoma"	"(C40._, C41._)"						
"9186/3"	"Synonym"	"Medullary osteosarcoma"	"(C40._, C41._)"						
"9187/3"	"Preferred"	"Low grade central osteosarcoma"	"(C40._, C41._)"						
"9187/3"	"Synonym"	"Low grade intramedullary osteosarcoma"	"(C40._, C41._)"						
"9187/3"	"Related"	"Intraosseous well differentiated osteosarcoma"	"(C40._, C41._)"						
"9187/3"	"Synonym"	"Intraosseous low grade osteosarcoma"	"(C40._, C41._)"						
"9191/0"	"Preferred"	"Osteoid osteoma, NOS"	"(C40._, C41._)"						
"9192/3"	"Preferred"	"Parosteal osteosarcoma"	"(C40._, C41._)"						
"9192/3"	"Synonym"	"Juxtacortical osteosarcoma"	"(C40._, C41._)"						
"9193/3"	"Preferred"	"Periosteal osteosarcoma"	"(C40._, C41._)"						
"9194/3"	"Preferred"	"High grade surface osteosarcoma"	"(C40._, C41._)"						
"9195/3"	"Preferred"	"Intracortical osteosarcoma"	"(C40._, C41._)"						
"9200/0"	"Preferred"	"Osteoblastoma, NOS"	"(C40._, C41._)"						
"9200/0"	"Synonym"	"Giant osteoid osteoma"	"(C40._, C41._)"						
"9200/1"	"Preferred"	"Aggressive osteoblastoma"	"(C40._, C41._)"						
"9210/0"	"Preferred"	"Osteochondroma"	"(C40._, C41._)"						
"9210/0"	"Synonym"	"Cartilaginous exostosis"	"(C40._, C41._)"						
"9210/0"	"Synonym"	"Ecchondroma"	"(C40._, C41._)"						
"9210/0"	"Synonym"	"Osteocartilaginous exostosis"	"(C40._, C41._)"						
"9210/1"	"Preferred"	"Osteochondromatosis, NOS"	"(C40._, C41._)"						
"9210/1"	"Synonym"	"Ecchondrosis"	"(C40._, C41._)"						
"9211/0"	"Preferred"	"Osteochondromyxoma"							
"9212/0"	"Preferred"	"Bizarre parosteal osteochondromatous proliferation"							
"9213/0"	"Preferred"	"Subungual exostosis"							
"9220/0"	"Preferred"	"Chondroma, NOS"	"(C40._, C41._)"						
"9220/0"	"Related"	"Enchondroma"	"(C40._, C41._)"						
"9220/1"	"Preferred"	"Chondromatosis, NOS"							
"9220/3"	"Preferred"	"Chondrosarcoma, NOS"	"(C40._, C41._)"						
"9220/3"	"Related"	"Fibrochondrosarcoma"	"(C40._, C41._)"						
"9220/3"	"Related"	"Chondrosarcoma, grade 2"	"(C40._, C41._)"						
"9220/3"	"Related"	"Chondrosarcoma, grade 3"	"(C40._, C41._)"						
"9221/0"	"Preferred"	"Periosteal chondroma"	"(C40._, C41._)"						
"9221/0"	"Related"	"Juxtacortical chondroma"	"(C40._, C41._)"						
"9221/3"	"Preferred"	"Periosteal chondrosarcoma"	"(C40._, C41._)"						
"9221/3"	"Related"	"Juxtacortical chondrosarcoma"	"(C40._, C41._)"						
"9222/1"	"Preferred"	"Atypical cartilaginous tumor"							
"9222/1"	"Synonym"	"Chondrosarcoma, grade 1"	"(C40._, C41._)"						
"9230/1"	"Preferred"	"Chondroblastoma, NOS"	"(C40._, C41._)"						
"9230/1"	"Synonym"	"Chondromatous giant cell tumor"	"(C40._, C41._)"						
"9230/1"	"Synonym"	"Codman tumor"	"(C40._, C41._)"						
"9230/3"	"Preferred"	"Chondroblastoma, malignant"	"(C40._, C41._)"						
"9231/3"	"Preferred"	"Myxoid chondrosarcoma"							
"9240/3"	"Preferred"	"Mesenchymal chondrosarcoma"							
"9241/0"	"Preferred"	"Chondromyxoid fibroma"	"(C40._, C41._)"						
"9242/3"	"Preferred"	"Clear cell chondrosarcoma"	"(C40._, C41._)"						
"9243/3"	"Preferred"	"Dedifferentiated chondrosarcoma"	"(C40._, C41._)"						
"925"	2	"Giant cell tumors"							
"9250/1"	"Preferred"	"Giant cell tumor of bone, NOS"	"(C40._, C41._)"						
"9250/1"	"Synonym"	"Osteoclastoma, NOS"	"(C40._, C41._)"						
"9250/3"	"Preferred"	"Giant cell tumor of bone, malignant"	"(C40._, C41._)"						
"9250/3"	"Synonym"	"Giant cell sarcoma of bone"	"(C40._, C41._)"						
"9250/3"	"Synonym"	"Osteoclastoma, malignant"	"(C40._, C41._)"						
"9251/1"	"Preferred"	"Giant cell tumor of soft parts, NOS"							
"9251/3"	"Preferred"	"Malignant giant cell tumor of soft parts"							
"9252/0"	"Preferred"	"Tenosynovial giant cell tumor, NOS"	"(C49._)"						
"9252/0"	"Related"	"Tenosynovial giant cell tumor, localised"	"(C49._)"						
"9252/0"	"Synonym"	"Fibrous histiocytoma of tendon sheath"	"(C49._)"						
"9252/0"	"Synonym"	"Giant cell tumor of tendon sheath, NOS"	"(C49._)"						
"9252/1"	"Preferred"	"Tenosynovial giant cell tumor, diffuse"	"(C49._)"						
"9252/1"	"Synonym"	"Pigmented villonodular synovitis"							
"9252/3"	"Preferred"	"Malignant tenosynovial giant cell tumor"	"(C49._)"						
"9252/3"	"Synonym"	"Giant cell tumor of tendon sheath, malignant"	"(C49._)"						
"926"	2	"Miscellaneous bone tumors"							
"9260/0"	"Preferred"	"Aneurysmal bone cyst"							
"9261/3"	"Preferred"	"Adamantinoma of long bones"	"(C40._)"						
"9262/0"	"Preferred"	"Ossifying fibroma"							
"9262/0"	"Synonym"	"Fibro-osteoma"							
"9262/0"	"Synonym"	"Osteofibroma"							
"927-934"	2	"Odontogenic tumors"							
"9270/0"	"Preferred"	"Odontogenic tumor, benign"							
"9270/1"	"Preferred"	"Odontogenic tumor, NOS"							
"9270/3"	"Preferred"	"Odontogenic tumor, malignant"							
"9270/3"	"Synonym"	"Ameloblastic carcinoma"							
"9270/3"	"Synonym"	"Odontogenic carcinoma"							
"9270/3"	"Synonym"	"Odontogenic sarcoma"							
"9270/3"	"Synonym"	"Primary intraosseous carcinoma"							
"9271/0"	"Preferred"	"Ameloblastic fibrodentinoma"							
"9271/0"	"Synonym"	"Dentinoma"							
"9272/0"	"Preferred"	"Cementoma, NOS"							
"9272/0"	"Synonym"	"Periapical cemental dysplasia"							
"9272/0"	"Synonym"	"Periapical cemento-osseous dysplasia"							
"9273/0"	"Preferred"	"Cementoblastoma, benign"							
"9274/0"	"Preferred"	"Cemento-ossifying fibroma"							
"9274/0"	"Related"	"Cementifying fibroma"							
"9275/0"	"Preferred"	"Gigantiform cementoma"							
"9275/0"	"Synonym"	"Florid osseous dysplasia"							
"9280/0"	"Preferred"	"Odontoma, NOS"							
"9281/0"	"Preferred"	"Compound odontoma"							
"9282/0"	"Preferred"	"Complex odontoma"							
"9290/0"	"Preferred"	"Ameloblastic fibro-odontoma"							
"9290/0"	"Synonym"	"Fibroameloblastic odontoma"							
"9290/3"	"Preferred"	"Ameloblastic odontosarcoma"							
"9290/3"	"Synonym"	"Ameloblastic fibro-odontosarcoma"							
"9290/3"	"Synonym"	"Ameloblastic fibrodentinosarcoma"							
"9300/0"	"Preferred"	"Adenomatoid odontogenic tumor"							
"9300/0"	"Synonym"	"Adenoameloblastoma"							
"9301/0"	"Preferred"	"Calcifying odontogenic cyst"							
"9302/0"	"Preferred"	"Dentinogenic ghost cell tumor"							
"9302/0"	"Synonym"	"Odontogenic ghost cell tumor"							
"9302/3"	"Preferred"	"Ghost cell odontogenic carcinoma"							
"9310/0"	"Preferred"	"Ameloblastoma, NOS"							
"9310/0"	"Synonym"	"Adamantinoma, NOS"						"(except of long bones M-9261/3)"	
"9310/3"	"Preferred"	"Ameloblastoma, metastasizing"							
"9310/3"	"Synonym"	"Ameloblastoma, malignant"							
"9310/3"	"Synonym"	"Adamantinoma, malignant"						"(except of long bones M-9261/3)"	
"9311/0"	"Preferred"	"Odontoameloblastoma"							
"9312/0"	"Preferred"	"Squamous odontogenic tumor"							
"9320/0"	"Preferred"	"Odontogenic myxoma"							
"9320/0"	"Synonym"	"Odontogenic myxofibroma"							
"9321/0"	"Preferred"	"Odontogenic fibroma, NOS"							
"9321/0"	"Synonym"	"Central odontogenic fibroma"							
"9322/0"	"Preferred"	"Peripheral odontogenic fibroma"							
"9330/0"	"Preferred"	"Ameloblastic fibroma"							
"9330/3"	"Preferred"	"Ameloblastic fibrosarcoma"							
"9330/3"	"Synonym"	"Ameloblastic sarcoma"							
"9330/3"	"Synonym"	"Odontogenic fibrosarcoma"							
"9340/0"	"Preferred"	"Calcifying epithelial odontogenic tumor"							
"9340/0"	"Synonym"	"Pindborg tumor"							
"9341/3"	"Preferred"	"Clear cell odontogenic carcinoma"							
"9341/3"	"Synonym"	"Clear cell odontogenic tumor"							
"9342/3"	"Preferred"	"Odontogenic carcinosarcoma"							
"935-937"	2	"Miscellaneous tumors"							
"9350/1"	"Preferred"	"Craniopharyngioma, NOS"	"(C75.2)"						
"9350/1"	"Synonym"	"Rathke pouch tumor"	"(C75.1)"						
"9351/1"	"Preferred"	"Craniopharyngioma, adamantinomatous"	"(C75.2)"						
"9352/1"	"Preferred"	"Craniopharyngioma, papillary"	"(C75.2)"						
"9360/1"	"Preferred"	"Pinealoma"	"(C75.3)"	"[obs]"					
"9361/1"	"Preferred"	"Pineocytoma"	"(C75.3)"						
"9362/3"	"Preferred"	"Pineoblastoma"	"(C75.3)"						
"9362/3"	"Related"	"Mixed pineal tumor"	"(C75.3)"						
"9362/3"	"Synonym"	"Mixed pineocytoma-pineoblastoma"	"(C75.3)"						
"9362/3"	"Related"	"Pineal parenchymal tumor of intermediate differentiation"	"(C75.3)"						
"9362/3"	"Related"	"Transitional pineal tumor"	"(C75.3)"						
"9363/0"	"Preferred"	"Melanotic neuroectodermal tumor"							
"9363/0"	"Synonym"	"Melanoameloblastoma"							
"9363/0"	"Synonym"	"Melanotic progonoma"							
"9363/0"	"Synonym"	"Retinal anlage tumor"							
"9364/3"	"Preferred"	"Ewing sarcoma"							
"9364/3"	"Synonym"	"Ewing tumor"							
"9364/3"	"Synonym"	"Peripheral neuroectodermal tumor"							
"9364/3"	"Related"	"Neuroectodermal tumor, NOS"							
"9364/3"	"Related"	"Peripheral primitive neuroectodermal tumor"							
"9364/3"	"Synonym"	"PPNET"							
"9365/3"	"Preferred"	"Askin tumor"							
"9370/0"	"Preferred"	"Benign notochordal cell tumor"							
"9370/3"	"Preferred"	"Chordoma, NOS"							
"9371/3"	"Preferred"	"Chondroid chordoma"							
"9372/3"	"Preferred"	"Dedifferentiated chordoma"							
"9373/0"	"Preferred"	"Parachordoma"							
"938-948"	2	"Gliomas"							
"9380/3"	"Preferred"	"Glioma, malignant"	"(C71._)"						
"9380/3"	"Synonym"	"Glioma, NOS"	"(C71._)"					"(except nasal glioma: not neoplastic)"	
"9381/3"	"Preferred"	"Gliomatosis cerebri"	"(C71._)"						
"9382/3"	"Preferred"	"Oligoastrocytoma, NOS"	"(C71._)"						
"9382/3"	"Synonym"	"Mixed glioma"	"(C71._)"						
"9382/3"	"Synonym"	"Anaplastic oligoastrocytoma"	"(C71._)"						
"9383/1"	"Preferred"	"Subependymoma"	"(C71._)"						
"9383/1"	"Synonym"	"Subependymal astrocytoma, NOS"	"(C71._)"						
"9383/1"	"Synonym"	"Subependymal glioma"	"(C71._)"						
"9383/1"	"Related"	"Mixed subependymoma-ependymoma"	"(C71._)"						
"9384/1"	"Preferred"	"Subependymal giant cell astrocytoma"	"(C71._)"						
"9385/3"	"Preferred"	"Diffuse midline glioma, H3 K27M-mutant"	"(C71._)"						
"9385/3"	"Related"	"Diffuse intrinsic pontine glioma, H3 K27M-mutant"	"(C71.7)"						
"9390/0"	"Preferred"	"Choroid plexus papilloma, NOS"	"(C71.5)"						
"9390/1"	"Preferred"	"Atypical choroid plexus papilloma"	"(C71.5)"						
"9390/3"	"Preferred"	"Choroid plexus carcinoma"	"(C71.5)"						
"9390/3"	"Synonym"	"Choroid plexus papilloma, anaplastic"	"(C71.5)"						
"9390/3"	"Synonym"	"Choroid plexus papilloma, malignant"	"(C71.5)"						
"9391/1"	"Preferred"	"Sellar ependymoma"	"(C75.1)"						
"9391/3"	"Preferred"	"Ependymoma, NOS"	"(C71._)"						
"9391/3"	"Synonym"	"Epithelial ependymoma"	"(C71._)"						
"9391/3"	"Related"	"Cellular ependymoma"	"(C71._)"						
"9391/3"	"Related"	"Clear cell ependymoma"	"(C71._)"						
"9391/3"	"Related"	"Tanycytic ependymoma"	"(C71._)"						
"9392/3"	"Preferred"	"Ependymoma, anaplastic"	"(C71._)"						
"9392/3"	"Synonym"	"Ependymoblastoma"	"(C71._)"						
"9393/3"	"Preferred"	"Papillary ependymoma"	"(C71._)"						
"9394/1"	"Preferred"	"Myxopapillary ependymoma"	"(C72.0)"						
"9395/3"	"Preferred"	"Papillary tumor of pineal region"							
"9396/3"	"Preferred"	"Ependymoma, RELA fusion positive"	"(C71._)"						
"9400/3"	"Preferred"	"Astrocytoma, NOS"	"(C71._)"						
"9400/3"	"Synonym"	"Astrocytic glioma"	"(C71._)"						
"9400/3"	"Synonym"	"Astroglioma"	"(C71._)"	"[obs]"					
"9400/3"	"Related"	"Astrocytoma, low grade"	"(C71._)"						
"9400/3"	"Related"	"Cystic astrocytoma"	"(C71._)"	"[obs]"					
"9400/3"	"Related"	"Diffuse astrocytoma, NOS"	"(C71._)"						
"9400/3"	"Related"	"Diffuse astrocytoma, low grade"	"(C71._)"						
"9400/3"	"Related"	"Diffuse astrocytoma, IDH-mutant"	"(C71._)"						
"9400/3"	"Related"	"Diffuse astrocytoma, IDH-wildtype"	"(C71._)"						
"9401/3"	"Preferred"	"Astrocytoma, anaplastic, NOS"	"(C71._)"						
"9401/3"	"Related"	"Astrocytoma, anaplastic, IDH-mutant"	"(C71._)"						
"9401/3"	"Related"	"Astrocytoma, anaplastic, IDH-wildtype"	"(C71._)"						
"9410/3"	"Preferred"	"Protoplasmic astrocytoma"	"(C71._)"	"[obs]"					
"9411/3"	"Preferred"	"Gemistocytic astrocytoma, NOS"	"(C71._)"						
"9411/3"	"Synonym"	"Gemistocytic astrocytoma, IDH-mutant"	"(C71._)"						
"9411/3"	"Synonym"	"Gemistocytoma"	"(C71._)"						
"9412/1"	"Preferred"	"Desmoplastic infantile astrocytoma"	"(C71._)"						
"9412/1"	"Related"	"Desmoplastic infantile ganglioglioma"	"(C71._)"						
"9413/0"	"Preferred"	"Dysembryoplastic neuroepithelial tumor"							
"9420/3"	"Preferred"	"Fibrillary astrocytoma"	"(C71._)"						
"9420/3"	"Synonym"	"Fibrous astrocytoma"	"(C71._)"						
"9421/1"	"Preferred"	"Pilocytic astrocytoma"	"(C71._)"						
"9421/1"	"Synonym"	"Spongioblastoma, NOS"	"(C71._)"	"[obs]"					
"9421/1"	"Synonym"	"Juvenile astrocytoma"	"(C71._)"						
"9421/1"	"Synonym"	"Piloid astrocytoma"	"(C71._)"						
"9423/3"	"Preferred"	"Polar spongioblastoma"	"(C71._)"						
"9423/3"	"Synonym"	"Primitive polar spongioblastoma"	"(C71._)"	"[obs]"					
"9423/3"	"Synonym"	"Spongioblastoma polare"	"(C71._)"	"[obs]"					
"9424/3"	"Preferred"	"Pleomorphic xanthoastrocytoma, NOS"	"(C71._)"						
"9424/3"	"Related"	"Anaplastic pleomorphic xanthoastrocytoma"	"(C71._)"						
"9425/3"	"Preferred"	"Pilomyxoid astrocytoma"	"(C71._)"						
"9430/3"	"Preferred"	"Astroblastoma"	"(C71._)"	"[obs]"					
"9431/1"	"Preferred"	"Angiocentric glioma"							
"9432/1"	"Preferred"	"Pituicytoma"	"(C75.1)"						
"9440/3"	"Preferred"	"Glioblastoma, NOS"	"(C71._)"						
"9440/3"	"Related"	"Epithelioid glioblastoma"	"(C71._)"						
"9440/3"	"Related"	"Glioblastoma, IDH-wildtype"	"(C71._)"						
"9440/3"	"Related"	"Glioblastoma, primary, NOS"	"(C71._)"						
"9440/3"	"Synonym"	"Glioblastoma multiforme"	"(C71._)"						
"9440/3"	"Synonym"	"Spongioblastoma multiforme"	"(C71._)"						
"9440/3"	"Related"	"Diffuse midline glioma, NOS"	"(C71._)"		"(see also M-9385/3)"				
"9440/3"	"Related"	"Diffuse intrinsic pontine glioma"	"(C71._)"		"(see also M-9385/3)"				
"9441/3"	"Preferred"	"Giant cell glioblastoma"	"(C71._)"						
"9441/3"	"Synonym"	"Monstrocellular sarcoma"	"(C71._)"	"[obs]"					
"9442/1"	"Preferred"	"Gliofibroma"	"(C71._)"						
"9442/3"	"Preferred"	"Gliosarcoma"	"(C71._)"						
"9442/3"	"Synonym"	"Glioblastoma with sarcomatous component"	"(C71._)"						
"9444/1"	"Preferred"	"Chordoid glioma"	"(C71._)"						
"9444/1"	"Related"	"Chordoid glioma of third ventricle"	"(C71.5)"						
"9445/3"	"Preferred"	"Glioblastoma, IDH-mutant"	"(C71._)"						
"9445/3"	"Synonym"	"Glioblastoma, secondary, IDH-mutant"	"(C71._)"						
"9445/3"	"Related"	"Glioblastoma, secondary, NOS"	"(C71._)"						
"9450/3"	"Preferred"	"Oligodendroglioma, NOS"	"(C71._)"						
"9450/3"	"Related"	"Oligodendroglioma, IDH-mutant and 1p/19q-codeleted"	"(C71._)"						
"9451/3"	"Preferred"	"Oligodendroglioma, anaplastic, NOS"	"(C71._)"						
"9451/3"	"Related"	"Oligodendroglioma, anaplastic, IDH-mutant and 1p/19q codeleted"	"(C71._)"						
"9460/3"	"Preferred"	"Oligodendroblastoma"	"(C71._)"	"[obs]"					
"9470/3"	"Preferred"	"Medulloblastoma, NOS"	"(C71.6)"						
"9470/3"	"Related"	"Classic medulloblastoma"	"(C71.6)"						
"9470/3"	"Related"	"Melanotic medulloblastoma"	"(C71.6)"						
"9471/3"	"Preferred"	"Desmoplastic nodular medulloblastoma"	"(C71.6)"						
"9471/3"	"Synonym"	"Circumscribed arachnoidal cerebellar sarcoma"	"(C71.6)"	"[obs]"					
"9471/3"	"Synonym"	"Desmoplastic medulloblastoma, NOS"	"(C71.6)"						
"9471/3"	"Related"	"Medulloblastoma with extensive nodularity"	"(C71.6)"						
"9471/3"	"Related"	"Medulloblastoma, SHH-activated and TP53-wildtype"	"(C71.6)"						
"9471/3"	"Related"	"Medulloblastoma, SHH activated, NOS"	"(C71.6)"						
"9472/3"	"Preferred"	"Medullomyoblastoma"	"(C71.6)"	"[obs]"					
"9473/3"	"Preferred"	"CNS embryonal tumor, NOS"							
"9473/3"	"Synonym"	"Primitive neuroectodermal tumor, NOS"							
"9473/3"	"Synonym"	"PNET, NOS"							
"9473/3"	"Related"	"Central primitive neuroectodermal tumor"	"(C71._)"						
"9473/3"	"Synonym"	"CPNET"	"(C71._)"						
"9473/3"	"Related"	"Supratentorial PNET"	"(C71._)"						
"9474/3"	"Preferred"	"Large cell medulloblastoma"	"(C71.6)"						
"9474/3"	"Related"	"Anaplastic medulloblastoma"	"(C71.6)"						
"9475/3"	"Preferred"	"Medulloblastoma, WNT-activated, NOS"	"(C71.6)"						
"9475/3"	"Related"	"Medulloblastoma, WNT-activated, classic"	"(C71.6)"						
"9475/3"	"Related"	"Medulloblastoma, WNT-activated, large cell type"	"(C71.6)"						
"9475/3"	"Related"	"Medulloblastoma, WNT-activated, anaplastic type"	"(C71.6)"						
"9476/3"	"Preferred"	"Medulloblastoma, SHH-activated and TP53-mutant"	"(C71.6)"						
"9477/3"	"Preferred"	"Medulloblastoma, non-WNT/non-SHH"	"(C71.6)"						
"9477/3"	"Related"	"Medulloblastoma, group 3"	"(C71.6)"						
"9477/3"	"Related"	"Medulloblastoma, group 4"	"(C71.6)"						
"9478/3"	"Preferred"	"Embryonal tumor with multilayered rosettes with C19MC alteration"	"(C71._)"						
"9478/3"	"Related"	"Embryonal tumor with multilayered rosettes, NOS"	"(C71._)"						
"9480/3"	"Preferred"	"Cerebellar sarcoma, NOS"	"(C71.6)"	"[obs]"					
"949-952"	2	"Neuroepitheliomatous neoplasms"							
"9490/0"	"Preferred"	"Ganglioneuroma"							
"9490/3"	"Preferred"	"Ganglioneuroblastoma"							
"9490/3"	"Related"	"CNS ganglioneuroblastoma"							
"9491/0"	"Preferred"	"Ganglioneuromatosis"							
"9492/0"	"Preferred"	"Gangliocytoma, NOS"							
