"CONCEPT_CODE"	"concept_name_fr"	"concept_name_nl "	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"
"gal00772"	"susp. (pdr + solv.)"	"susp. (pdr. + solv.)"	"46234410"	"Topical Suspension"	"3"
"gal00174"	"susp. (pdr, sachet)"	"susp. (pdr., zakjes)"	"19082104"	"Injectable Suspension"	"1"
"gal00174"	"susp. (pdr, sachet)"	"susp. (pdr., zakjes)"	"19082191"	"Oral Suspension"	"2"
"gal00174"	"susp. (pdr, sachet)"	"susp. (pdr., zakjes)"	"46234410"	"Topical Suspension"	"3"
"gal00449"	"susp. (susp. + gran. efferv.)"	"susp. (susp. + bruisgran.)"	"19082191"	"Oral Suspension"	"1"
"gal00449"	"susp. (susp. + gran. efferv.)"	"susp. (susp. + bruisgran.)"	"19082651"	"Oral Granules"	"2"
"gal00370"	"susp. (sachet)"	"susp. (zakjes)"	"19082191"	"Oral Suspension"	
"gal00602"	"susp. (sachet) Antiacide-Antireflux Unidose"	"susp. (zakjes) Antizuur-Antireflux Unidose"	"19082191"	"Oral Suspension"	
"gal00047"	"compr."	"tabl."	"19082573"	"Oral Tablet"	"1"
"gal00047"	"compr."	"tabl."	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00047"	"compr."	"tabl."	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00207"	"compr. (séc. en 4)"	"tabl. (deelb. in 4)"	"19082573"	"Oral Tablet"	"1"
"gal00207"	"compr. (séc. en 4)"	"tabl. (deelb. in 4)"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00207"	"compr. (séc. en 4)"	"tabl. (deelb. in 4)"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00490"	"compr. (séc. en 4) PAK"	"tabl. (deelb. in 4) PAK"	"19082573"	"Oral Tablet"	"1"
"gal00490"	"compr. (séc. en 4) PAK"	"tabl. (deelb. in 4) PAK"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00490"	"compr. (séc. en 4) PAK"	"tabl. (deelb. in 4) PAK"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00056"	"compr. (séc.)"	"tabl. (deelb.)"	"19082573"	"Oral Tablet"	"1"
"gal00056"	"compr. (séc.)"	"tabl. (deelb.)"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00056"	"compr. (séc.)"	"tabl. (deelb.)"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00411"	"compr. (séc.) A"	"tabl. (deelb.) A"	"19082573"	"Oral Tablet"	"1"
"gal00411"	"compr. (séc.) A"	"tabl. (deelb.) A"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00411"	"compr. (séc.) A"	"tabl. (deelb.) A"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00258"	"compr. (séc.) Besilaat"	"tabl. (deelb.) Besilaat"	"19082573"	"Oral Tablet"	"1"
"gal00258"	"compr. (séc.) Besilaat"	"tabl. (deelb.) Besilaat"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00258"	"compr. (séc.) Besilaat"	"tabl. (deelb.) Besilaat"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00572"	"compr. (séc.) Besilate"	"tabl. (deelb.) Besilate"	"19082573"	"Oral Tablet"	"1"
"gal00572"	"compr. (séc.) Besilate"	"tabl. (deelb.) Besilate"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00572"	"compr. (séc.) Besilate"	"tabl. (deelb.) Besilate"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00670"	"compr. (séc.) Forte"	"tabl. (deelb.) Forte"	"19082573"	"Oral Tablet"	"1"
"gal00670"	"compr. (séc.) Forte"	"tabl. (deelb.) Forte"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00670"	"compr. (séc.) Forte"	"tabl. (deelb.) Forte"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00587"	"compr. (séc.) Tabs"	"tabl. (deelb.) Tabs"	"19082573"	"Oral Tablet"	"1"
"gal00587"	"compr. (séc.) Tabs"	"tabl. (deelb.) Tabs"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00587"	"compr. (séc.) Tabs"	"tabl. (deelb.) Tabs"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00727"	"compr. + compr. à croquer"	"tabl. + kauwtabl."	"19135866"	"Chewable Tablet"	
"gal00726"	"compr. + caps. molle"	"tabl. + zachte caps."	"19082573"	"Oral Tablet"	
"gal00480"	"compr. Besilate"	"tabl. Besilate"	"19082573"	"Oral Tablet"	
"gal00682"	"compr. D"	"tabl. D"	"19082573"	"Oral Tablet"	"1"
"gal00682"	"compr. D"	"tabl. D"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00682"	"compr. D"	"tabl. D"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00476"	"compr. Forte"	"tabl. Forte"	"19082573"	"Oral Tablet"	
"gal00407"	"compr. lib. modif."	"tabl. geregul. afgifte"	"19082255"	"Delayed Release Oral Capsule"	
"gal00472"	"compr. lib. modif. (séc.)"	"tabl. geregul. afgifte (deelb.)"	"19082255"	"Delayed Release Oral Capsule"	
"gal00488"	"compr. lib. modif. (séc.) CR"	"tabl. geregul. afgifte (deelb.) CR"	"19082255"	"Delayed Release Oral Capsule"	
"gal00473"	"compr. lib. modif. Retard"	"tabl. geregul. afgifte Retard"	"19082255"	"Delayed Release Oral Capsule"	
"gal00487"	"compr. lib. modif. Uno"	"tabl. geregul. afgifte Uno"	"19082255"	"Delayed Release Oral Capsule"	
"gal00829"	"compr. lib. modif. XR"	"tabl. geregul. afgifte XR"	"19082255"	"Delayed Release Oral Capsule"	
"gal00414"	"compr. Minor"	"tabl. Minor"	"19082573"	"Oral Tablet"	"1"
"gal00414"	"compr. Minor"	"tabl. Minor"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00414"	"compr. Minor"	"tabl. Minor"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00754"	"compr. Mitis"	"tabl. Mitis"	"19082573"	"Oral Tablet"	"1"
"gal00754"	"compr. Mitis"	"tabl. Mitis"	"19082079"	"Extended Release Oral Tablet"	"2"
"gal00754"	"compr. Mitis"	"tabl. Mitis"	"19001949"	"Delayed Release Oral Tablet"	"3"
"gal00164"	"compr. lib. prol."	"tabl. verl. afgifte"	"19082077"	"Extended Release Oral Capsule"	
"gal00426"	"compr. lib. prol. (séc.)"	"tabl. verl. afgifte (deelb.)"	"19082077"	"Extended Release Oral Capsule"	
"gal00459"	"compr. lib. prol. (séc.) 25"	"tabl. verl. afgifte (deelb.) 25"	"19082077"	"Extended Release Oral Capsule"	
"gal00458"	"compr. lib. prol. (séc.) 100"	"tabl. verl. afgifte (deelb.) 100"	"19082077"	"Extended Release Oral Capsule"	
"gal00461"	"compr. lib. prol. (séc.) 200"	"tabl. verl. afgifte (deelb.) 200"	"19082077"	"Extended Release Oral Capsule"	
"gal00435"	"compr. lib. prol. (séc.) 300"	"tabl. verl. afgifte (deelb.) 300"	"19082077"	"Extended Release Oral Capsule"	
"gal00798"	"compr. lib. prol. (séc.) 500"	"tabl. verl. afgifte (deelb.) 500"	"19082077"	"Extended Release Oral Capsule"	
"gal00432"	"compr. lib. prol. (séc.) Chrono 300"	"tabl. verl. afgifte (deelb.) Chrono 300"	"19082077"	"Extended Release Oral Capsule"	
"gal00795"	"compr. lib. prol. (séc.) Chrono 500"	"tabl. verl. afgifte (deelb.) Chrono 500"	"19082077"	"Extended Release Oral Capsule"	
"gal00478"	"compr. lib. prol. (séc.) L.A."	"tabl. verl. afgifte (deelb.) L.A."	"19082077"	"Extended Release Oral Capsule"	
"gal00100"	"compr. lib. prol. (séc.) Retard"	"tabl. verl. afgifte (deelb.) Retard"	"19082077"	"Extended Release Oral Capsule"	
"gal00433"	"compr. lib. prol. (séc.) Retard 300"	"tabl. verl. afgifte (deelb.) Retard 300"	"19082077"	"Extended Release Oral Capsule"	
"gal00059"	"compr. lib. prol. (séc.) Retard 500"	"tabl. verl. afgifte (deelb.) Retard 500"	"19082077"	"Extended Release Oral Capsule"	
"gal00486"	"compr. lib. prol. (séc.) Retard Divitabs"	"tabl. verl. afgifte (deelb.) Retard Divitabs"	"19082077"	"Extended Release Oral Capsule"	
"gal00460"	"compr. lib. prol. (séc.) Slow"	"tabl. verl. afgifte (deelb.) Slow"	"19082077"	"Extended Release Oral Capsule"	
"gal00475"	"compr. lib. prol. Exel"	"tabl. verl. afgifte Exel"	"19082077"	"Extended Release Oral Capsule"	
"gal00447"	"compr. lib. prol. Modutab"	"tabl. verl. afgifte Modutab"	"19082077"	"Extended Release Oral Capsule"	
"gal00828"	"compr. lib. prol. Ocas"	"tabl. verl. afgifte Ocas"	"19082077"	"Extended Release Oral Capsule"	
"gal00452"	"compr. lib. prol. Once Daily"	"tabl. verl. afgifte Once Daily"	"19082077"	"Extended Release Oral Capsule"	
"gal00071"	"compr. lib. prol. Oros"	"tabl. verl. afgifte Oros"	"19082077"	"Extended Release Oral Capsule"	
"gal00453"	"compr. lib. prol. Repetabs"	"tabl. verl. afgifte Repetabs"	"19082077"	"Extended Release Oral Capsule"	
"gal00090"	"compr. lib. prol. Retard"	"tabl. verl. afgifte Retard"	"19082077"	"Extended Release Oral Capsule"	
"gal00437"	"compr. lib. prol. Uno"	"tabl. verl. afgifte Uno"	"19082077"	"Extended Release Oral Capsule"	
"gal00451"	"compr. lib. prol. XR"	"tabl. verl. afgifte XR"	"19082077"	"Extended Release Oral Capsule"	
"gal00540"	"compr. Hebdomadaire"	"tabl. Wekelijks"	"19082077"	"Extended Release Oral Capsule"	
"gal00096"	"gel transderm."	"transderm. gel"	"19095973"	"Topical Gel"	
"gal00261"	"gel transderm. (pompe doseuse)"	"transderm. gel (doseerpomp)"	"19095973"	"Topical Gel"	
"gal00580"	"crème transderm. local"	"transderm. lok. crème"	"19082224"	"Topical Cream"	
"gal00092"	"gel transderm. local"	"transderm. lok. gel"	"19095973"	"Topical Gel"	
"gal00393"	"gel transderm. local (pompe doseuse)"	"transderm. lok. gel (doseerpomp)"	"19095973"	"Topical Gel"	
"gal00810"	"gel transderm. local Forte"	"transderm. lok. gel Forte"	"46234410"	"Topical Suspension"	
"gal00125"	"emplâtre médic. transderm. local"	"transderm. lok. medic. pleister"	"19082229"	"Transdermal System"	
"gal00343"	"sol. spray transderm. local"	"transderm. lok. spray oploss."	"19095912"	"Topical Spray"	
"gal00023"	"dispositif transderm."	"transderm. pleister"	"19082229"	"Transdermal System"	
"gal00609"	"dispositif transderm. Clear"	"transderm. pleister Clear"	"19082229"	"Transdermal System"	
"gal00590"	"dispositif transderm. Invisi Patch"	"transderm. pleister Invisi Patch"	"19082229"	"Transdermal System"	
"gal00282"	"dispositif transderm. Matrix"	"transderm. pleister Matrix"	"19082229"	"Transdermal System"	
"gal00515"	"dispositif transderm. Septem"	"transderm. pleister Septem"	"19082229"	"Transdermal System"	
"gal00268"	"dispositif transderm. TTS"	"transderm. pleister TTS"	"19082229"	"Transdermal System"	
"gal00629"	"dispositif transderm. Hebdomadaire"	"transderm. pleister Wekelijks"	"19082229"	"Transdermal System"	
"gal00570"	"sol. spray transderm. (pompe doseuse)"	"transderm. spray oploss. (doseerpomp)"	"19095912"	"Topical Spray"	
"gal00188"	"crème urétr. (unidose)"	"urethr. crème (unidose)"	"19095974"	"Urethral Gel"	
"gal00470"	"gel urétr."	"urethr. gel"	"19095974"	"Urethral Gel"	
"gal00192"	"gel (unidose) urétr."	"urethr. gel (unidose)"	"19095974"	"Urethral Gel"	
"gal00291"	"système de diffusion vag."	"vag. afgiftesysteem"	"21014179"	"Vaginal delivery system"	
"gal00058"	"crème vag."	"vag. crème"	"19010878"	"Vaginal Cream"	
"gal00577"	"gel vag."	"vag. gel"	"19010880"	"Vaginal Gel"	"1"
"gal00577"	"gel vag."	"vag. gel"	"19010878"	"Vaginal Cream"	"2"
"gal00827"	"gel vag. (unidose)"	"vag. gel (unidose)"	"19010880"	"Vaginal Gel"	
"gal00755"	"sol. vag. Gynécologie"	"vag. oploss. Gynecologie"	"19112649"	"Vaginal Spray"	
"gal00409"	"sol. vag. Unigyn"	"vag. oploss. Unigyn"	"19112649"	"Vaginal Spray"	
"gal00027"	"compr. vag."	"vag. tabl."	"19010962"	"Vaginal Tablet"	
"gal00524"	"caps. molle vag."	"vag. zachte caps."	"19093368"	"Vaginal Suppository"	
"gal00033"	"pansement"	"verband"	"46234410"	"Topical Suspension"	"1"
"gal00033"	"pansement"	"verband"	"19082228"	"Topical Solution"	"2"
"gal00001"	"pansement [imprégné]"	"verband [geïmpregneerd]"	"46234410"	"Topical Suspension"	"1"
"gal00001"	"pansement [imprégné]"	"verband [geïmpregneerd]"	"19082228"	"Topical Solution"	"2"
"gal00762"	"pansement [Ovale]"	"verband [Ovaal]"	"46234410"	"Topical Suspension"	"1"
"gal00762"	"pansement [Ovale]"	"verband [Ovaal]"	"19082228"	"Topical Solution"	"2"
"gal00039"	"pansement [Rond]"	"verband [Rond]"	"46234410"	"Topical Suspension"	"1"
"gal00039"	"pansement [Rond]"	"verband [Rond]"	"19082228"	"Topical Solution"	"2"
"gal00028"	"pansement Adhesive"	"verband Adhesive"	"46234410"	"Topical Suspension"	"1"
"gal00028"	"pansement Adhesive"	"verband Adhesive"	"19082228"	"Topical Solution"	"2"
"gal00072"	"pansement Adhesive [Ovale]"	"verband Adhesive [Ovaal]"	"46234410"	"Topical Suspension"	"1"
"gal00072"	"pansement Adhesive [Ovale]"	"verband Adhesive [Ovaal]"	"19082228"	"Topical Solution"	"2"
"gal00236"	"pansement Adhesive talon [Rond]"	"verband Adhesive hiel [Rond]"	"46234410"	"Topical Suspension"	"1"
"gal00236"	"pansement Adhesive talon [Rond]"	"verband Adhesive hiel [Rond]"	"19082228"	"Topical Solution"	"2"
"gal00034"	"pansement Border"	"verband Border"	"46234410"	"Topical Suspension"	"1"
"gal00034"	"pansement Border"	"verband Border"	"19082228"	"Topical Solution"	"2"
"gal00752"	"pansement Border [Triangle]"	"verband Border [Driehoekig]"	"46234410"	"Topical Suspension"	"1"
"gal00752"	"pansement Border [Triangle]"	"verband Border [Driehoekig]"	"19082228"	"Topical Solution"	"2"
"gal00035"	"pansement Border Lite"	"verband Border Lite"	"46234410"	"Topical Suspension"	"1"
"gal00035"	"pansement Border Lite"	"verband Border Lite"	"19082228"	"Topical Solution"	"2"
"gal00212"	"pansement Cavity"	"verband Cavity"	"46234410"	"Topical Suspension"	"1"
"gal00212"	"pansement Cavity"	"verband Cavity"	"19082228"	"Topical Solution"	"2"
"gal00213"	"pansement Comfort"	"verband Comfort"	"46234410"	"Topical Suspension"	"1"
"gal00213"	"pansement Comfort"	"verband Comfort"	"19082228"	"Topical Solution"	"2"
"gal00218"	"pansement Concave"	"verband Concave"	"46234410"	"Topical Suspension"	"1"
"gal00218"	"pansement Concave"	"verband Concave"	"19082228"	"Topical Solution"	"2"
"gal00015"	"pansement Conformable"	"verband Conformable"	"46234410"	"Topical Suspension"	"1"
"gal00015"	"pansement Conformable"	"verband Conformable"	"19082228"	"Topical Solution"	"2"
"gal00317"	"pansement Contour"	"verband Contour"	"46234410"	"Topical Suspension"	"1"
"gal00317"	"pansement Contour"	"verband Contour"	"19082228"	"Topical Solution"	"2"
"gal00382"	"pansement Extra mince"	"verband Extra dun"	"46234410"	"Topical Suspension"	"1"
"gal00382"	"pansement Extra mince"	"verband Extra dun"	"19082228"	"Topical Solution"	"2"
"gal00381"	"pansement Extra mince [Ovale]"	"verband Extra dun [Ovaal]"	"46234410"	"Topical Suspension"	"1"
"gal00381"	"pansement Extra mince [Ovale]"	"verband Extra dun [Ovaal]"	"19082228"	"Topical Solution"	"2"
"gal00761"	"pansement Fin"	"verband Fijn"	"46234410"	"Topical Suspension"	"1"
"gal00761"	"pansement Fin"	"verband Fijn"	"19082228"	"Topical Solution"	"2"
"gal00811"	"pansement Gentle"	"verband Gentle"	"46234410"	"Topical Suspension"	"1"
"gal00811"	"pansement Gentle"	"verband Gentle"	"19082228"	"Topical Solution"	"2"
"gal00812"	"pansement Gentle Border"	"verband Gentle Border"	"46234410"	"Topical Suspension"	"1"
"gal00812"	"pansement Gentle Border"	"verband Gentle Border"	"19082228"	"Topical Solution"	"2"
"gal00813"	"pansement Gentle Border Heel"	"verband Gentle Border Heel"	"46234410"	"Topical Suspension"	"1"
"gal00813"	"pansement Gentle Border Heel"	"verband Gentle Border Heel"	"19082228"	"Topical Solution"	"2"
"gal00120"	"pansement Gentle Border Lite"	"verband Gentle Border Lite"	"46234410"	"Topical Suspension"	"1"
"gal00120"	"pansement Gentle Border Lite"	"verband Gentle Border Lite"	"19082228"	"Topical Solution"	"2"
"gal00128"	"pansement Heel"	"verband Heel"	"46234410"	"Topical Suspension"	"1"
"gal00128"	"pansement Heel"	"verband Heel"	"19082228"	"Topical Solution"	"2"
"gal00185"	"pansement Talon"	"verband Hiel"	"46234410"	"Topical Suspension"	"1"
"gal00185"	"pansement Talon"	"verband Hiel"	"19082228"	"Topical Solution"	"2"
"gal00760"	"pansement Talon/Coude"	"verband Hiel/Elleboog"	"46234410"	"Topical Suspension"	"1"
"gal00760"	"pansement Talon/Coude"	"verband Hiel/Elleboog"	"19082228"	"Topical Solution"	"2"
"gal00653"	"pansement Hydro"	"verband Hydro"	"46234410"	"Topical Suspension"	"1"
"gal00653"	"pansement Hydro"	"verband Hydro"	"19082228"	"Topical Solution"	"2"
"gal00206"	"pansement Island"	"verband Island"	"46234410"	"Topical Suspension"	"1"
"gal00206"	"pansement Island"	"verband Island"	"19082228"	"Topical Solution"	"2"
"gal00029"	"pansement Adhésif"	"verband Klevend"	"46234410"	"Topical Suspension"	"1"
"gal00029"	"pansement Adhésif"	"verband Klevend"	"19082228"	"Topical Solution"	"2"
"gal00167"	"pansement Life"	"verband Life"	"46234410"	"Topical Suspension"	"1"
"gal00167"	"pansement Life"	"verband Life"	"19082228"	"Topical Solution"	"2"
"gal00817"	"pansement Life Heel"	"verband Life Heel"	"46234410"	"Topical Suspension"	"1"
"gal00817"	"pansement Life Heel"	"verband Life Heel"	"19082228"	"Topical Solution"	"2"
"gal00610"	"pansement Life Sacrum"	"verband Life Sacrum"	"46234410"	"Topical Suspension"	"1"
"gal00610"	"pansement Life Sacrum"	"verband Life Sacrum"	"19082228"	"Topical Solution"	"2"
"gal00051"	"pansement Lite"	"verband Lite"	"46234410"	"Topical Suspension"	"1"
"gal00051"	"pansement Lite"	"verband Lite"	"19082228"	"Topical Solution"	"2"
"gal00182"	"pansement Non adhésif"	"verband Niet-klevend"	"46234410"	"Topical Suspension"	"1"
"gal00182"	"pansement Non adhésif"	"verband Niet-klevend"	"19082228"	"Topical Solution"	"2"
"gal00101"	"pansement Non-adhesive"	"verband Non-adhesive"	"46234410"	"Topical Suspension"	"1"
"gal00101"	"pansement Non-adhesive"	"verband Non-adhesive"	"19082228"	"Topical Solution"	"2"
"gal00032"	"pansement Plus"	"verband Plus"	"46234410"	"Topical Suspension"	"1"
"gal00032"	"pansement Plus"	"verband Plus"	"19082228"	"Topical Solution"	"2"
"gal00237"	"pansement Rouleau"	"verband Rol"	"46234410"	"Topical Suspension"	"1"
"gal00237"	"pansement Rouleau"	"verband Rol"	"19082228"	"Topical Solution"	"2"
"gal00763"	"pansement Sacral"	"verband Sacraal"	"46234410"	"Topical Suspension"	"1"
"gal00763"	"pansement Sacral"	"verband Sacraal"	"19082228"	"Topical Solution"	"2"
"gal00220"	"pansement Sacral"	"verband Sacral"	"46234410"	"Topical Suspension"	"1"
"gal00220"	"pansement Sacral"	"verband Sacral"	"19082228"	"Topical Solution"	"2"
"gal00171"	"pansement Sacrum"	"verband Sacrum"	"46234410"	"Topical Suspension"	"1"
"gal00171"	"pansement Sacrum"	"verband Sacrum"	"19082228"	"Topical Solution"	"2"
"gal00341"	"pansement Sacrum Non adhésif"	"verband Sacrum Niet-klevend"	"46234410"	"Topical Suspension"	"1"
"gal00341"	"pansement Sacrum Non adhésif"	"verband Sacrum Niet-klevend"	"19082228"	"Topical Solution"	"2"
"gal00749"	"pansement Signal"	"verband Signal"	"46234410"	"Topical Suspension"	"1"
"gal00749"	"pansement Signal"	"verband Signal"	"19082228"	"Topical Solution"	"2"
"gal00750"	"pansement Signal Talon"	"verband Signal Hiel"	"46234410"	"Topical Suspension"	"1"
"gal00750"	"pansement Signal Talon"	"verband Signal Hiel"	"19082228"	"Topical Solution"	"2"
"gal00751"	"pansement Signal Sacrum"	"verband Signal Sacraal"	"46234410"	"Topical Suspension"	"1"
"gal00751"	"pansement Signal Sacrum"	"verband Signal Sacraal"	"19082228"	"Topical Solution"	"2"
"gal00186"	"pansement Soft Hold"	"verband Soft Hold"	"46234410"	"Topical Suspension"	"1"
"gal00186"	"pansement Soft Hold"	"verband Soft Hold"	"19082228"	"Topical Solution"	"2"
"gal00757"	"pansement Thin"	"verband Thin"	"46234410"	"Topical Suspension"	"1"
"gal00757"	"pansement Thin"	"verband Thin"	"19082228"	"Topical Solution"	"2"
"gal00764"	"pansement Thin [Ovale]"	"verband Thin [Ovaal]"	"46234410"	"Topical Suspension"	"1"
"gal00764"	"pansement Thin [Ovale]"	"verband Thin [Ovaal]"	"19082228"	"Topical Solution"	"2"
"gal00239"	"pansement Trachéo-fenestré"	"verband Tracheo"	"46234410"	"Topical Suspension"	"1"
"gal00239"	"pansement Trachéo-fenestré"	"verband Tracheo"	"19082228"	"Topical Solution"	"2"
"gal00222"	"pansement Tracheostomy"	"verband Tracheostomy"	"46234410"	"Topical Suspension"	"1"
"gal00222"	"pansement Tracheostomy"	"verband Tracheostomy"	"19082228"	"Topical Solution"	"2"
"gal00747"	"pansement Transparent"	"verband Transparent"	"46234410"	"Topical Suspension"	"1"
"gal00747"	"pansement Transparent"	"verband Transparent"	"19082228"	"Topical Solution"	"2"
"gal00321"	"pansement Transparent Post-opératoire"	"verband Transparent Postoperatief"	"46234410"	"Topical Suspension"	"1"
"gal00321"	"pansement Transparent Post-opératoire"	"verband Transparent Postoperatief"	"19082228"	"Topical Solution"	"2"
"gal00328"	"pansement Auto-adhésif"	"verband Zelfklevend"	"46234410"	"Topical Suspension"	"1"
"gal00328"	"pansement Auto-adhésif"	"verband Zelfklevend"	"19082228"	"Topical Solution"	"2"
"gal00741"	"pansement Zinc"	"verband Zink"	"46234410"	"Topical Suspension"	"1"
"gal00741"	"pansement Zinc"	"verband Zink"	"19082228"	"Topical Solution"	"2"
"gal00704"	"sol. inhal. nébul. (unidose)"	"verneveloploss. (unidose)"	"19095898"	"Inhalant Solution"	
"gal00249"	"sol. inhal. nébul. [amp.]"	"verneveloploss. [amp.]"	"19095898"	"Inhalant Solution"	
"gal00456"	"sol. inhal. nébul. [flac. compte-gouttes]"	"verneveloploss. [druppelfl.]"	"19095898"	"Inhalant Solution"	
"gal00018"	"susp. inhal. nébul. (unidose)"	"vernevelsusp. (unidose)"	"19095898"	"Inhalant Solution"	
"gal00724"	"susp. inhal. nébul. (unidose) Nebules"	"vernevelsusp. (unidose) Nebules"	"19095898"	"Inhalant Solution"	
"gal00302"	"colle (sol.) [flac.]"	"weefsellijm (oploss.) [flac.]"	"19082228"	"Topical Solution"	
"gal00113"	"colle (sol.) [ser. préremplie]"	"weefsellijm (oploss.) [voorgev. spuit]"	"19082228"	"Topical Solution"	
"gal00013"	"mèche"	"wiek"	"19082228"	"Topical Solution"	"1"
"gal00013"	"mèche"	"wiek"	"46234410"	"Topical Suspension"	"2"
"gal00744"	"mèche Filler"	"wiek Filler"	"19082228"	"Topical Solution"	"1"
"gal00744"	"mèche Filler"	"wiek Filler"	"46234410"	"Topical Suspension"	"2"
"gal00745"	"mèche T"	"wiek T"	"19082228"	"Topical Solution"	"1"
"gal00745"	"mèche T"	"wiek T"	"46234410"	"Topical Suspension"	"2"
"gal00742"	"mèche Zinc"	"wiek Zink"	"19082228"	"Topical Solution"	"1"
"gal00742"	"mèche Zinc"	"wiek Zink"	"46234410"	"Topical Suspension"	"2"
"gal00115"	"caps. molle"	"zachte caps."	"19082168"	"Oral Capsule"	"1"
"gal00115"	"caps. molle"	"zachte caps."	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00115"	"caps. molle"	"zachte caps."	"19082077"	"Extended Release Oral Capsule"	"3"
"gal00332"	"caps. molle Fastcaps"	"zachte caps. Fastcaps"	"19082168"	"Oral Capsule"	"1"
"gal00332"	"caps. molle Fastcaps"	"zachte caps. Fastcaps"	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00332"	"caps. molle Fastcaps"	"zachte caps. Fastcaps"	"19082077"	"Extended Release Oral Capsule"	"3"
"gal00089"	"caps. molle or."	"zachte caps. or."	"19082168"	"Oral Capsule"	
"gal00703"	"caps. molle à mâcher Enfants"	"zachte kauwcaps. Kinderen"	"19082168"	"Oral Capsule"	"1"
"gal00703"	"caps. molle à mâcher Enfants"	"zachte kauwcaps. Kinderen"	"19082255"	"Delayed Release Oral Capsule"	"2"
"gal00703"	"caps. molle à mâcher Enfants"	"zachte kauwcaps. Kinderen"	"19082077"	"Extended Release Oral Capsule"	"3"
"gal00552"	"caps. molle gastro-résist."	"zachte maagsapresist. caps."	"19082255"	"Delayed Release Oral Capsule"	"1"
"gal00552"	"caps. molle gastro-résist."	"zachte maagsapresist. caps."	"19082077"	"Extended Release Oral Capsule"	"2"
"gal00106"	"pommade"	"zalf"	"19082227"	"Topical Ointment"	"1"
"gal00106"	"pommade"	"zalf"	"46234410"	"Topical Suspension"	"2"
"gal00106"	"pommade"	"zalf"	"19082225"	"Topical Lotion"	"3"
"gal00020"	"pommade Baume"	"zalf Balsem"	"19082227"	"Topical Ointment"	
"gal00613"	"pommade Soluble Dressing"	"zalf Soluble Dressing"	"19082227"	"Topical Ointment"	
"gal00583"	"pommade inhal. vapeur [pot]"	"zalf voor inhalatiedamp [pot]"	"19082164"	"Nasal Ointment"	
"gal00135"	"savon"	"zeep"	"19082108"	"Medicated Bar Soap"	"1"
"gal00135"	"savon"	"zeep"	"19082109"	"Medicated Liquid Soap"	"2"
"gal00654"	"savon (unidose)"	"zeep (unidose)"	"19082109"	"Medicated Liquid Soap"	
"gal00756"	"savon (unidose) Uniwash"	"zeep (unidose) Uniwash"	"19082109"	"Medicated Liquid Soap"	
"gal00375"	"savon Germicide"	"zeep Germicide"	"19082108"	"Medicated Bar Soap"	"1"
"gal00375"	"savon Germicide"	"zeep Germicide"	"19082109"	"Medicated Liquid Soap"	"2"
"gal00187"	"supp."	"zetpil"	"19082200"	"Rectal Suppository"	
"gal00595"	"supp. GE"	"zetpil GE"	"19082200"	"Rectal Suppository"	
"gal00668"	"supp. Enfant"	"zetpil Kind"	"19082200"	"Rectal Suppository"	
"gal00019"	"supp. Enfant et Bébé"	"zetpil Kind en Zuigel."	"19082200"	"Rectal Suppository"	
"gal00331"	"supp. Enfants"	"zetpil Kinderen"	"19082200"	"Rectal Suppository"	
"gal00796"	"supp. Pédiatrique"	"zetpil Pediatrie"	"19082200"	"Rectal Suppository"	"1"
"gal00347"	"supp. Adulte"	"zetpil Volw."	"19082200"	"Rectal Suppository"	"1"
"gal00347"	"supp. Adulte"	"zetpil Volw."	"19082575"	"Urethral Suppository"	"2"
"gal00347"	"supp. Adulte"	"zetpil Volw."	"19093368"	"Vaginal Suppository"	"3"
"gal00669"	"supp. Bébé"	"zetpil Zuigel."	"19082200"	"Rectal Suppository"	
"gal00606"	"compr. à sucer"	"zuigtabl."	"19082253"	"Oral Lozenge"	
"gal00557"	"compr. à sucer (séc.)"	"zuigtabl. (deelb.)"	"19082253"	"Oral Lozenge"	
"gal00441"	"past. (sans sucre) Mint"	"zuigtabl. (zonder suiker) Mint"	"19082253"	"Oral Lozenge"	
