product_desc	form_desc	dosage	dosage_add	volume	packsize	claatc	pfc	molecule	cd_nfc_3	english	lb_nfc_3	descr_pck	strg_unit	strg_meas
OGASTORO	CPR ORODISP.	15MG	NULL	NULL	14	A02B2	3649904	LANSOPRAZOLE	AAB	Oral Solid Immediate	CPR ORODISP OR SOL INST.	CPR ORODISP. 15MG 14	15	MG
COOLMETEC	CP20MG12.5MG	NULL	NULL	NULL	30	C09D1	3721401	HYDROCHLOROTHIAZIDE+OLMESARTAN MEDOXOMIL	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CP20MG12.5MG 30	NULL	NULL
GAVISCON	CPR CRQ MENT	NULL	NULL	NULL	20	A02A1	3752103	CALCIUM+SODIUM+ALGINIC ACID	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR A CROQUER MENTHE 20	NULL	NULL
SARGENOR VIT C	CPR A CROQ	NULL	NULL	NULL	20	A13A2	2358802	ASCORBIC ACID+ARGININE	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR A CROQ 20	NULL	NULL
ORTHO-NOVUM 1/35	CPR.	NULL	NULL	NULL	63	G03A1	6245335	ETHINYLESTRADIOL+NORETHISTERONE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR. 63	NULL	NULL
FROTTIS (AUTRES)	EXAMEN	NULL	NULL	NULL	1	V99E0	9739350	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN	NULL	NULL
BETAMETHASONE DCI	LOT	0.1%	NULL	15G	1	D07A0	1144611	BETAMETHASONE	MGS	External Form	LOTION        A USA.EXT.	LOT .1% 15G	0.1	%
BETAMETHASONE DCI	TABLETTES	0.1MG	NULL	NULL	50	A01A3	1144612	BETAMETHASONE	AAE	Oral Solid Immediate	CPR BUCCAL  OR.SOL.INST.	TABLETTES .1MG 50	0.1	MG
KABIVEN 1600 KCAL	POCH PERF 3C	NULL	NULL	2053ML	1	K01D2	2232701	ACETIC ACID+GLYCINE+ALANINE+SERINE+GLYCEROPHOSPHORIC ACID+ASPARTIC ACID+THREONINE+PROLINE+GLUTAMIC ACID+VALINE+METHIONINE+HISTIDINE+GLUCOSE+ISOLEUCINE+LEUCINE+LYSINE+ARGININE+PHENYLALANINE+TYROSINE+TRYPTOPHAN+CALCIUM+MAGNESIUM+POTASSIUM+GLYCINE MAX	FQE	Parenteral Immediate	POCHES PERF PARENT.INST.	POCH PERF 3C 2053ML B284152	NULL	NULL
MONOSEPT	COLLY MONOD.	0.025%	NULL	0.4ML	30	S01G6	3660601	CETHEXONIUM	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	COLLY MONOD. .025% 30 .4ML	0.025	%
PM BILLE	ANTIPERSP FL	NULL	NULL	60ML	1	V99A0	6874802	NULL	MYM	External Form	ROLL ON STICK A USA.EXT.	ANTIPERSP FL 60ML	NULL	NULL
PARACETAMOL ALMUS	CPR	500MG	NULL	NULL	16	N02B0	3709401	PARACETAMOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 500MG 16	500	MG
OMRON M4/I AUTOTEN	AUTOM BRAS	NULL	NULL	NULL	1	V99B0	2706501	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	AUTOM BRAS	NULL	NULL
NICERGOLINE QUALI.	GELULE	10MG	NULL	NULL	90	C04A1	3087404	NICERGOLINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 10MG 90	10	MG
AC ETIDRONIQUE DCI	CPR	400MG	NULL	NULL	14	M05B3	1195203	ETIDRONIC ACID	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 400MG 14	400	MG
AMOXI AC CLAV EG	S.PDR 1G/125	NULL	ADLT	2G	8	J01C1	3089002	CLAVULANIC ACID+AMOXICILLIN	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	S.PDR 1G/125MG ADLT 8 2G	NULL	NULL
CUIVRE DCI	A.BUV	0.3MG	NULL	2ML	10	A12C2	3573901	COPPER	DGN	Oral Liquid Immediate	SOLUT.UNID. OR.LIQ.INST.	A.BUV .3MG 10 2ML	0.3	MG
COLOCARB	CPR	300MG	NULL	NULL	40	A07B0	2939401	CHARCOAL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 300MG 40	300	MG
AMOXI AC CLAV ARR.	S.PDR 1G/125	NULL	ADLT	2G	8	J01C1	2943503	CLAVULANIC ACID+AMOXICILLIN	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	S.PDR 1G/125MG ADLT 8 2G	NULL	NULL
MICROPAKINE LP	GRAN SACH	750MG	NULL	NULL	30	N03A0	2961110	VALPROIC ACID	BEP	Oral Solid Delayed	PDR DOSE     OR.SOL.RET.	GRAN SACH 750MG 30	750	MG
SIMVASTATINE ZYDUS	CPR PEL SEC	20MG	NULL	NULL	28	C10A1	3501101	SIMVASTATIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 20MG 28	20	MG
LAMICSTART	CPR	25MG	NULL	NULL	21	N03A0	3555301	LAMOTRIGINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 25MG 21	25	MG
AMOXICILLINE SANDOZ	GELULE	500MG	NULL	NULL	12	J01C1	3597102	AMOXICILLIN	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 500MG 12	500	MG
INEGY	CPR 10/20MG	NULL	NULL	NULL	30	C10C0	3645101	SIMVASTATIN+EZETIMIBE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 10MG/20MG 30	NULL	NULL
OGASTORO	CPR ORODISP.	30MG	NULL	NULL	28	A02B2	3649903	LANSOPRAZOLE	AAB	Oral Solid Immediate	CPR ORODISP OR SOL INST.	CPR ORODISP. 30MG 28	30	MG
STRONTIUM RANELATE	GRAN SACH	2G	NULL	NULL	28	M05B9	3678801	STRONTIUM RANELATE	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	GRAN SACH 2G 28	2	G
OMEPRAZOLE ALTER	GELULE	20MG	NULL	NULL	7	A02B2	3731005	OMEPRAZOLE	ACY	Oral Solid Immediate	AUTRES CAPS OR.SOL.INST.	GELULE 20MG 7	20	MG
ERDOSTEINE DCI	GELULE	300MG	NULL	NULL	20	R05C0	1964701	ERDOSTEINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 300MG 20	300	MG
SALBUTAMOL DCI	AUTOHAL 200D	0.1MG	NULL	NULL	1	R03A4	1545803	SALBUTAMOL	RHN	Pulmonary	SP.IN S.CFC A.RES PULMON.	AUTOHAL 200D .1MG	0.1	MG
SEPTIVON	SOL. NF	1.5%	NULL	250ML	1	D08A0	7840603	TRICLOCARBAN	MGA	External Form	LIQUIDE       A USA.EXT.	SOL. NF 1.5% 250ML	1.5	%
ALMOTRIPTAN DCI	CPR PELLIC	12.5MG	NULL	NULL	6	N02C1	2952001	ALMOTRIPTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 12.5MG 6	12.5	MG
AMOXI AC CLAV EG	CPR 500/62.5	NULL	NULL	NULL	16	J01C1	3089006	CLAVULANIC ACID+AMOXICILLIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 500MG/62.5MG 16	NULL	NULL
METFORMINE RATIOP.	CPR PEL SEC	1000MG	NULL	NULL	30	A10J1	2264505	METFORMIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 1000MG 30	1000	MG
TIEMONIUM METH DCI.	CPR	NULL	FORT	NULL	20	A03A0	1150606	TIEMONIUM	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR FORT 20	NULL	NULL
CAFEI+PARAC+OPIUM	SUP	NULL	NULL	NULL	10	N02B0	2913002	PARACETAMOL+CAFFEINE+OPIUM	HLA	Rectal Systemic	SUPPO V.RECTALE SYST.	SUP 10	NULL	NULL
MEDISENSE PRECIS	LECT. GLYCEM	NULL	NULL	NULL	1	V99B0	2031504	"GLUCOSE, BLOOD TESTS"	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	LECT. GLYCEM	NULL	NULL
VISCOSPOT	TALONNETTE	NULL	NULL	NULL	1	V99B0	2714901	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	TALONNETTE	NULL	NULL
METRONIDAZOLE DCI	CPR	250MG	NULL	NULL	20	G01A1	5448102	METRONIDAZOLE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 250MG 20	250	MG
RAMIPRIL DCI	CPR	1.25MG	NULL	NULL	30	C09A0	2826407	RAMIPRIL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1.25MG 30	1.25	MG
BUDESONIDE DCI	AER BUC 100D	0.2MG	NULL	NULL	1	R03D1	2827305	BUDESONIDE	RHP	Pulmonary	AEROSOL DOSE     PULMON.	AER BUC 100D .2MG /DOS	0.2	MG
SERUM PHYSIO AGUE.	AMP PERF	0.9%	NULL	20ML	10	K04B1	7881912	SODIUM	FQA	Parenteral Immediate	AMP.PERF.   PARENT.INST.	AMP PERF .9% 10 20ML	0.9	%
RESOURCE PROTEIN	TS PARFUMS	NULL	NULL	200ML	3	V06B0	3189711	GENERAL NUTRIENTS	DYG	Oral Liquid Immediate	ALIMENT PAE.OR.LIQ.INST.	TS PARFUMS 3 200ML	NULL	NULL
MAGIC MIX TARANIS	EPAISSISSANT	NULL	NULL	300G	1	V06D0	1121002	GENERAL NUTRIENTS	AYH	Oral Solid Immediate	ALIM.NON PR.OR.SOL.INST.	EPAISSISSANT 300G	NULL	NULL
PREDNISONE BIOGARAN	CPR SEC	20MG	NULL	NULL	20	H02A2	3550803	PREDNISONE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 20MG 20	20	MG
MAGNESIUM DCI	AMP INJ	NULL	NULL	10ML	5	K01A1	2752933	MAGNESIUM	FMA	Parenteral Immediate	AMP         PARENT.INST.	AMP INJ 5 10ML	NULL	NULL
RHINATHIOL PHOLCOD	SP	0.12%	ADLT	200ML	1	R05D1	2604101	PHOLCODINE	DGM	Oral Liquid Immediate	SIROP       OR.LIQ.INST.	SP .12% ADLT 200ML	0.12	%
AQUACEL AG	MECHE STER	NULL	NULL	NULL	16	D03A9	3258201	SILVER	MZK	External Form	PANS COLLOID. A USA.EXT.	MECHE STER 2.5CMX40CM 16	NULL	NULL
VISIPAQUE	FL INJ	320MG	NULL	200ML	1	T01A0	1574810	IODIXANOL	FPA	Parenteral Immediate	FLACONS INJECT..ORDIN.	FL INJ 320MG/1ML 200ML	320	MG
HYDROCH.ZOFENO DCI	CP.30/12.5MG	NULL	NULL	NULL	28	C09B1	3662601	HYDROCHLOROTHIAZIDE+ZOFENOPRIL	AAB	Oral Solid Immediate	CPR ORODISP OR SOL INST.	CPR 30MG/12.5MG 28	NULL	NULL
PARA SPECIAL POUX	SHPG	NULL	NULL	125ML	1	P03A0	6452560	BIOALLETHRIN+PIPERONYL BUTOXIDE	MGW	External Form	SAV LIQ/BAIN  A USA.EXT.	SHPG 125ML	NULL	NULL
MEDISENSE OPT.B.CET	BAND ELECTRO	NULL	NULL	NULL	8	T02D2	3059702	"GLUCOSE, BLOOD TESTS"	VZT	Non Human Usage Products	BAND. DIAG.NON US.HUMAIN	BAND ELECTRO 8	NULL	NULL
GLIMEPIRIDE BGR	CPR	2MG	NULL	NULL	30	A10H0	3742403	GLIMEPIRIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 2MG 30	2	MG
METRONIDAZOLE DCI	OVU.	500MG	NULL	NULL	10	G01A2	5448105	METRONIDAZOLE	TLS	Vaginal	OVULE           VAGINALE	OVU. 500MG 10	500	MG
DERMO MILD	GEL TOILETTE	NULL	NULL	250ML	1	V99A0	2576250	SKIN LOTION	MVA	External Form	GEL/SOL         TOPIQUE	GEL TOILETTE 250ML	NULL	NULL
VELPEAUPORE	SPARADRAP	NULL	NULL	NULL	1	V99C0	1330302	NULL	MZA	External Form	PANSEMENT SS SUBS US EXT	SPARADRAP 5MX2.5CM	NULL	NULL
XENETIX	TTES FORMES	NULL	NULL	50ML	1	T01A0	1181702	IOBITRIDOL	ZYY	Unknown	INCONNU       INCONNU	TTES FORMES 50ML	NULL	NULL
CARVEDILOL DCI	CPR SEC	25MG	NULL	NULL	28	C07A0	1189005	CARVEDILOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 25MG 28	25	MG
QUINIMAX	AMP.  INJ.	500MG	NULL	4ML	3	P01D2	7262008	CINCHONIDINE+CINCHONINE+QUININE+QUINIDINE	FMD	Parenteral Immediate	AMPOULE I.M.PARENT.INST.	AMP.  INJ. 500MG 3 4ML	500	MG
FENOFIBRATE ALMUS	GELULE	67MG	NULL	NULL	60	C10A2	3709501	FENOFIBRATE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 67MG 60	67	MG
CIPROFLOXACINE EG	CPR PELLIC	250MG	NULL	NULL	12	J01G1	3367001	CIPROFLOXACIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 250MG 12	250	MG
NISISCO	CPR 80/12.5	NULL	NULL	NULL	30	C09D1	1772811	HYDROCHLOROTHIAZIDE+VALSARTAN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR 80MG/12.5MG 30	NULL	NULL
SOTALOL RPG	CPR SEC	80MG	NULL	NULL	30	C07A0	2870201	SOTALOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 80MG 30	80	MG
PROTINUTRIL	FL PR PER IV	NULL	NULL	500ML	1	K01E1	7123860	GLYCINE+ALANINE+CYSTEINE+THREONINE+PROLINE+VALINE+METHIONINE+NICOTINAMIDE+HISTIDINE+ISOLEUCINE+LEUCINE+LYSINE+ARGININE+SORBITOL+PYRIDOXINE+PHENYLALANINE+TRYPTOPHAN+MAGNESIUM+POTASSIUM+SODIUM+ORNITHINE+INOSINE	FQC	Parenteral Immediate	FLAC PERF   PARENT.INST.	FL PR PER IV 500ML	NULL	NULL
XENETIX 300	FL INJ	300MG	NULL	150ML	1	T01A0	1181907	IOBITRIDOL	FPA	Parenteral Immediate	FLACONS INJECT..ORDIN.	FL INJ 300MG/1ML 150ML	300	MG
LEFLUNOMIDE DCI	CPR PELLIC	10MG	NULL	NULL	30	M01C0	1087402	LEFLUNOMIDE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 30	10	MG
LISURIDE DCI	CPR SEC	0.2MG	NULL	NULL	30	N04A0	2702201	LISURIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC .2MG 30	0.2	MG
DINITRATE ISOS DCI	CPR.	5MG	NULL	NULL	30	C01E0	4700708	ISOSORBIDE DINITRATE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR. 5MG 30	5	MG
ECONAZOLE QUALIMED	LP OVULE	150MG	NULL	NULL	1	G01B0	3481601	ECONAZOLE	TLS	Vaginal	OVULE           VAGINALE	LP OVULE 150MG	150	MG
ARANESP	SER PRER SEC	10Y	NULL	0.4ML	1	B03C0	2782501	DARBEPOETIN ALFA	FNA	Parenteral Immediate	SER PREREMP PARENT.INST.	SER PRER SEC 10Y .4ML	10	Y
VERTICAL	COLLANT	NULL	NULL	NULL	1	V99C0	1044802	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	COLLANT	NULL	NULL
TICOVAC	SER PRER. IM	1.2Y	ENF	0.25ML	1	J07E9	2173303	"VACCINE, TICK BORNE ENCEPHALITIS"	FND	Parenteral Immediate	SER PRE I.M.PARENT.INST.	SER PRER. IM 1.2Y ENF .25ML	1.2	Y
MORPHINE DCI	GELULES	10MG	NULL	NULL	14	N02A0	5565903	MORPHINE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULES 10MG 14	10	MG
PHOSPHALUGEL	SUSP BUV	61.9%	NULL	500G	1	A02A1	6744450	ALUMINIUM	DGK	Oral Liquid Immediate	SUSPENSION  OR.LIQ.INST.	SUSP BUV 61.9% 500G	61.9	%
ROC DERM ENYDRIAL	CR HYDRAT	NULL	NULL	40ML	1	V99A0	1841901	CREAMS (BASIS)	MGL	External Form	EMULSION      A USA.EXT.	CR HYDRAT 40ML	NULL	NULL
PROPOFAN	SUP	NULL	NULL	NULL	10	N02B0	7073460	PARACETAMOL+CAFFEINE+LIDOCAINE+DEXTROPROPOXYPHENE	HLB	Rectal Systemic	SUPPO AD V.RECTALE SYST.	SUP 10	NULL	NULL
METFORMINE ZENTIVA	CPR PELLIC	850MG	NULL	NULL	30	A10J1	3600301	METFORMIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 850MG 30	850	MG
POCONEOL N20	GTTES	NULL	NULL	15ML	1	R05D2	6869902	ANACARDIUM+CUSCUTA+CECROPIA HOLOLEUCA	DGB	Oral Liquid Immediate	GOUTTE      OR.LIQ.INST.	GTTES 15ML	NULL	NULL
SURFORTAN	A.BUV	NULL	NULL	10ML	20	A13A2	8428320	LYSINE+PYRIDOXINE+PHOSPHORIC ACID	DGN	Oral Liquid Immediate	SOLUT.UNID. OR.LIQ.INST.	A.BUV 20 10ML	NULL	NULL
EXFOLIAC	CR HYD MATIF	NULL	NULL	40ML	1	V99A0	1054410	NULL	MTA	External Form	CREME         A USA.EXT.	CR HYD MATIF 40ML	NULL	NULL
MAPROTILINE DCI	CPR PELLIC	25MG	NULL	NULL	50	N06A9	1348703	MAPROTILINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 25MG 50	25	MG
CIMETIDINE RPG	CPR EFFVT	800MG	NULL	NULL	15	A02B1	1425305	CIMETIDINE	AAH	Oral Solid Immediate	CPR EFFERV. OR.SOL.INST.	CPR EFFVT 800MG 15	800	MG
CITR BETAINE DCI	CPR EFFVT	1.89G	NULL	NULL	20	A05B0	1983506	BETAINE	AAH	Oral Solid Immediate	CPR EFFERV. OR.SOL.INST.	CPR EFFVT 1.89G 20	1.89	G
TIELLE S PANS	HYDROC S/ADH	NULL	NULL	NULL	10	D03A9	2258003	DRESSING STRIPS	MYT	External Form	MOUSSE        A USA.EXT.	HYDROC S/ADH 15CMX20CM 10	NULL	NULL
NUTRIVISC	COLLY UNIDOS	5%	NULL	0.4ML	5	S01K0	2758001	POVIDONE	NGN	Ophthalmological	SOLUT.UNIDOSE  OPHTALMO.	COLLY UNIDOS 5% 5 .4ML	5	%
PARACETAMOL GNR	GELULE	500MG	NULL	NULL	16	N02B0	1252804	PARACETAMOL	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 500MG 16	500	MG
GLIMEPIRIDE DCI	CPR	1MG	NULL	NULL	30	A10H0	2826101	GLIMEPIRIDE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 1MG 30	1	MG
DOLKO	CPR	1000MG	ADLT	NULL	8	N02B0	2887011	PARACETAMOL	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR ADLT 1000MG 8	1000	MG
CELLCEPT	GELULE	250MG	NULL	NULL	100	L04X0	1520405	MYCOPHENOLATE MOFETIL	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 250MG 100	250	MG
DOXYCYCLINE ARROW	CPR PELLIC	100MG	NULL	NULL	15	J01A0	3163703	DOXYCYCLINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 100MG 15	100	MG
CHROMARGON	SOL.  EXT.	NULL	NULL	125ML	1	D08A0	1938960	8-QUINOLINOL+ACRIFLAVINIUM+MAGNESIUM	MGA	External Form	LIQUIDE       A USA.EXT.	SOL.  EXT. 125ML	NULL	NULL
CETIRIZINE MYLAN	CPR PEL SEC	10MG	NULL	NULL	15	R06A0	3386601	CETIRIZINE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 15	10	MG
SORBITOL MENTHE	PDR SOL BUV	5000MG	NULL	5G	12	A06A6	2023901	SORBITOL	DEP	Oral Liquid Immediate	PDR DOSE    OR.LIQ.INST.	PDR SOL BUV 5000MG 12 5G	5000	MG
HYALUGEL	SPRAY BUCC	NULL	NULL	50ML	1	V07A2	2518901	HYALURONIC ACID	KGC	Oral Topic	SPRAY SS GAZ ORAL TOPIQ	SPRAY BUCC 50ML	NULL	NULL
METOCLOPRAMIDE DCI	SOL	0.1%	NULL	200ML	1	A03F0	5443009	METOCLOPRAMIDE	DGA	Oral Liquid Immediate	LIQUIDE     OR.LIQ.INST.	SOL .1% 200ML	0.1	%
ROSIGLITAZONE DCI	CPR PELLIC	4MG	NULL	NULL	28	A10K1	2943802	ROSIGLITAZONE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 4MG 28	4	MG
L H	EXAMEN SANG	NULL	NULL	NULL	1	V99D1	9751250	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	EXAMEN SANG	NULL	NULL
ZOLPIDEM G GAM	CPR PEL SEC	10MG	NULL	NULL	14	N05B1	3281102	ZOLPIDEM	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 14	10	MG
LOCABIOTAL	POM.	NULL	NULL	15G	1	R01A4	5123270	FUSAFUNGINE	MSA	External Form	ONGUENT       A USA.EXT.	POM. 15G	NULL	NULL
GAMMA TETANOS	SERINGUE	500IU	NULL	4ML	1	J06G1	3699925	IMMUNOGLOBULIN ANTI-CLOSTRIDIUM TETANI T	FND	Parenteral Immediate	SER PRE I.M.PARENT.INST.	SERINGUE 500IU 4ML	500	IU
MYOGLOBINEMIE	DOSAGE SANG.	NULL	NULL	NULL	1	V99D2	1310302	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	DOSAGE SANG.	NULL	NULL
SERUM PHYSIO AGUE.	AMP PERF	0.9%	NULL	5ML	10	K04B1	7881904	SODIUM	FQA	Parenteral Immediate	AMP.PERF.   PARENT.INST.	AMP PERF .9% 10 5ML	0.9	%
SERUM PHYSIO FRES.	FL PR PER IV	0.9%	NULL	250ML	1	K01B1	7882094	SODIUM	FQC	Parenteral Immediate	FLAC PERF   PARENT.INST.	FL PR PER IV .9% 250ML B230311	0.9	%
LOPRAZOLAM DCI	CPR SEC	1MG	NULL	NULL	20	N05B1	1322902	LOPRAZOLAM	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 1MG 20	1	MG
FIXICAL VIT D3	C S 1000/800	NULL	NULL	NULL	30	A12A0	2096703	COLECALCIFEROL+CALCIUM	ADE	Oral Solid Immediate	TABLETTE    OR.SOL.INST.	CPR A SUCER 1000MG/800IU 30	NULL	NULL
DYDROGESTERONE DCI	CPR PELLIC	10MG	NULL	NULL	10	G03D0	2836301	DYDROGESTERONE	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 10	10	MG
ALPRAZOLAM TEVA	CPR SEC	0.25MG	NULL	NULL	30	N05C0	3181501	ALPRAZOLAM	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC .25MG 30	0.25	MG
ZOLPIDEM TEVA	CPR PEL SEC	10MG	NULL	NULL	14	N05B1	3280903	ZOLPIDEM	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PEL SEC 10MG 14	10	MG
NICORETTE	GOM SSUC.MEN	2MG	NULL	NULL	96	N07B0	5934526	NICOTINE	ADF	Oral Solid Immediate	CHEW.GUM    OR.SOL.INST.	GOM SSUC.MEN 2MG 96	2	MG
MECLOZINE DCI	CPR.	25MG	NULL	NULL	15	N07C0	1363302	MECLOZINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR. 25MG 15	25	MG
HIBIDIL	SACHET	0.05%	NULL	15ML	25	D08A0	4308703	CHLORHEXIDINE	MGN	External Form	SOLUT.UNIDOS. A USA.EXT.	SACHET .05% 25 15ML	0.05	%
TERAZOSINE TEVA	CPR	5MG	NULL	NULL	28	G04C2	2709501	TERAZOSIN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 5MG 28	5	MG
DISOPYRAMIDE DCI	GELULE	125MG	NULL	NULL	20	C01B0	1368704	DISOPYRAMIDE	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 125MG 20	125	MG
LAROSCORB SS SUCRE	CPR A CROQ	500MG	NULL	NULL	30	A11G1	4944207	ASCORBIC ACID	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR A CROQ 500MG 30	500	MG
HYDROCHL+TELMISART	CPR 8/12.5MG	NULL	NULL	NULL	28	C09D1	3246602	HYDROCHLOROTHIAZIDE+TELMISARTAN	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 8/12.5MG 28	NULL	NULL
PHARNEA	CEINT. LOMB.	NULL	NULL	NULL	1	V99B0	3388501	NULL	VZY	Non Human Usage Products	AUTRE PARA.NON US.HUMAIN	CEINT. LOMB.	NULL	NULL
PROSURE	TTES FORMES	NULL	NULL	NULL	1	V06B0	2924304	NUTRITIONAL SUPPLEMENTS	ZYX	Unknown	PROMOTIONNEL  INCONNU	TTES FORMES	NULL	NULL
AMOXICILLINE QUALI	GELULE	500MG	NULL	NULL	12	J01C1	2716704	AMOXICILLIN	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	GELULE 500MG 12	500	MG
TRINITRAN	GELULE	2.5MG	NULL	NULL	60	C01E0	8967040	NITROGLYCERIN	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	GELULE 2.5MG 60	2.5	MG
MOLSIDOMINE GGAM	CPR SEC	2MG	NULL	NULL	90	C01D0	2666304	MOLSIDOMINE	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR SEC 2MG 90	2	MG
HUILE DE HAARLEM	CAPS	NULL	NULL	NULL	32	V07A2	4361602	SULFUR+LINUM USITATISSIMUM+TURPENTINE OIL	ACA	Oral Solid Immediate	CAPSULES    OR.SOL.INST.	CAPS 32	NULL	NULL
THEOPHYLLINE TEVA	LP GELULES	400MG	NULL	NULL	30	R03B2	2102104	THEOPHYLLINE	BCA	Oral Solid Delayed	CAPSULES     OR.SOL.RET.	LP GELULES 400MG 30	400	MG
LAMICTAL	CPR DISPERS	50MG	NULL	NULL	30	N03A0	1293315	LAMOTRIGINE	AAG	Oral Solid Immediate	CPR MACHER  OR.SOL.INST.	CPR DISPERS 50MG 30	50	MG
BECLOMETASONE DCI	GEL.PDR+INHA	400Y	NULL	NULL	60	R03D1	2685113	BECLOMETASONE	RCT	Pulmonary	CAPS INHAL.      PULMON.	GEL.PDR+INHA 400Y 60	400	Y
ETIDRONATE NA DCI	CPR	400MG	NULL	NULL	14	M05B3	2913402	ETIDRONIC ACID	AAA	Oral Solid Immediate	COMPRIME    OR.SOL.INST.	CPR 400MG 14	400	MG
MIANSERINE GNR	CPR PELLIC	10MG	NULL	NULL	30	N06A9	2752201	MIANSERIN	ABC	Oral Solid Immediate	CPR PELLIC. OR.SOL.INST.	CPR PELLIC 10MG 30	10	MG
INSECT ECRAN	TTES FORMES	NULL	NULL	NULL	1	V99A0	3418601	INSECT REPELLENTS (TOPICAL)	ZYX	Unknown	PROMOTIONNEL  INCONNU	TTES FORMES	NULL	NULL
