FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
PROSTAGLANDIN D2	RXY07S6CZ2	(5E,13E)-9,15-DIHYDROXY-11-OXOPROSTA-5,13-DIEN-1-OICACID	DB02056		
PROTRIPTYLINE	4NDU154T12	PROTRIPTYLINE	DB00344	8886	IN
PSEUDOEPHEDRINE	7CUC9DDI9F	PSEUDOEPHEDRINE	DB00852	8896	IN
PSEUDOTROPINE	L9Q7Z9D09L	PSEUDOTROPINE	DB04026		
PTEROIC ACID	8258W48TBZ	PTEROIC ACID	DB04196		
P-TOLUENESULFONIC ACID	QGV5ZG5741	PARA-TOLUENE SULFONATE	DB03120		
PUROMYCIN	4A6ZS6Q2CL	PUROMYCIN	DB08437		
PUTRESCINE	V10TVZ52E4	PUTRESCINE	DB01917		
P-XYLENE	6WAC1O477V	PARA-XYLENE	DB03463		
PYRAZINAMIDE	2KNI5N06TI	PYRAZINAMIDE	DB00339	8987	IN
PYRAZOLE	3QD5KJZ7ZJ	PYRAZOLE	DB02757		
PYRIDOSTIGMINE	19QM69HH21	PYRIDOSTIGMINE	DB00545	9000	IN
PYRIDOXAL	3THM379K8A	PYRIDOXAL	DB00147	9002	IN
PYRIDOXAL PHOSPHATE	5V5IOJ8338	PYRIDOXAL PHOSPHATE	DB00114	9004	PIN
PYRIDOXAL PHOSPHATE ANHYDROUS	F06SGE49M6	PYRIDOXAL PHOSPHATE	DB00114		
PYRIDOXAMINE PHOSPHATE ANHYDROUS	Q05R77UO7P	PYRIDOXAMINE-5'-PHOSPHATE	DB02142		
PYRIDOXINE	KV2JZ1BI6Z	PYRIDOXINE	DB00165	684879	IN
PYRIDOXINE PHOSPHATE	RG20W8WYLS	PYRIDOXINE-5'-PHOSPHATE	DB02209		
PYRILAMINE	HPE317O9TL	MEPYRAMINE	DB06691	9009	IN
PYRIMETHAMINE	Z3614QOX8W	PYRIMETHAMINE	DB00205	9010	IN
PYROCATECHOL	LF3AJ089DQ	1,2-DIHYDROXYBENZENE	DB02232		
PYROMELLITIC ACID	D9UXG2U6ZU	PYROMELLITIC ACID	DB02749		
PYROQUILON	WS195Z0WJH	1,2,5,6-TETRAHYDRO-4H-PYRROLO(3,2,1-IJ)QUINOLIN-4-ONE	DB02756		
PYRUVALDEHYDE	722KLD7415	PYRUVOYL GROUP	DB03587	1373350	IN
PYRUVIC ACID	8558G7RUTR	PYRUVIC ACID	DB00119	35161	PIN
QS-21	61H83WZX3U	QS-21	DB05400		
QUAZEPAM	JF8V0828ZI	QUAZEPAM	DB01589	35185	IN
QUERCETIN	9IKM0I5T1E	QUERCETIN	DB04216	9060	IN
QUETIAPINE	BGL0JSY5SI	QUETIAPINE	DB01224	51272	IN
QUETIAPINE FUMARATE	2S3PL1B6UJ	QUETIAPINE	DB01224	221153	PIN
QUINALDIC ACID	P90NWT719R	QUINALDIC ACID	DB02428		
QUINALIZARIN	6D43C3LYSG	1,2,5,8-TETRAHYDROXYANTHRACENE-9,10-DIONE	DB08660		
QUINAPRIL	RJ84Y44811	QUINAPRIL	DB00881	35208	IN
QUINESTROL	JR0N7XD5GZ	QUINESTROL	DB04575	9066	IN
QUINIDINE	ITX08688JL	QUINIDINE	DB00908	9068	IN
QUININE	A7V27PHC7A	QUININE	DB00468	9071	IN
QUINOLINIC ACID	F6F0HK1URN	QUINOLINIC ACID	DB01796		
QUINOVOSE	O654621E3T	L-RHAMNOSE	DB02961		
QUINUPRISTIN	23OW28RS7P	QUINUPRISTIN	DB01369	229367	IN
QUISQUALIC ACID	8OC22C1B99	QUISQUALATE	DB02999		
R-82913	4FOI87E52P	4-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	DB08598		
RABEXIMOD	J4D3K58W3Z	ROB 803	DB05772		
RADIUM RA-223 DICHLORIDE	RJ00KV3VTG	RADIUM RA 223 DICHLORIDE	DB08913		
RALOXIFENE	YX9162EO3I	RALOXIFENE	DB00481	72143	IN
RALTEGRAVIR	22VKV8053U	RALTEGRAVIR	DB06817	719872	IN
RALTITREXED	FCB9EGG971	RALTITREXED	DB00293	196239	IN
RAMELTEON	901AS54I69	RAMELTEON	DB00980	596205	IN
RAMIPRIL	L35JN3I7SJ	RAMIPRIL	DB00178	35296	IN
RANIRESTAT	Z26P56GFTV	AS-3201	DB05327		
RANITIDINE	884KT10YB7	RANITIDINE	DB00863	9143	IN
RAPACURONIUM BROMIDE	65Q4QDG4KC	RAPACURONIUM	DB04834	228530	PIN
RAPACURONIUM	GG1LBM463S	RAPACURONIUM	DB04834	262100	IN
RASAGILINE	003N66TS6T	RASAGILINE	DB01367	134748	IN
REGADENOSON	2XLN4Y044H	REGADENOSON	DB06213	640062	IN
REGADENOSON ANHYDROUS	7AXV542LZ4	REGADENOSON	DB06213	1546015	PIN
REGORAFENIB	24T2A1DOYB	REGORAFENIB	DB08896	1312397	IN
REMIFENTANIL	P10582JYYK	REMIFENTANIL	DB00899	73032	IN
REMIKIREN	LC7FBL96A4	REMIKIREN	DB00212		
REMOXIPRIDE	0223RD59PE	REMOXIPRIDE	DB00409	35350	IN
REPAGLINIDE	668Z8C33LU	REPAGLINIDE	DB00912	73044	IN
RESCINNAMINE	Q6W1F7DJ2D	RESCINNAMINE	DB01180	9259	IN
RESERPINE	8B1QWR724A	RESERPINE	DB00206	9260	IN
RESVERATROL	Q369O8926L	RESVERATROL	DB02709	1000492	IN
RETAPAMULIN	4MG6O8991R	RETAPAMULIN	DB01256	642274	IN
RETINOL	G2SH0XKK91	VITAMIN A	DB00162	11246	IN
REVERSINE	Z499CLJ023	N~6~-CYCLOHEXYL-N~2~-(4-MORPHOLIN-4-YLPHENYL)-9H-PURINE-2,6-DIAMINE	DB07340		
RH-1	IJ5CEP760Y	2,5-DIAZIRIDIN-1-YL-3-(HYDROXYMETHYL)-6-METHYLCYCLOHEXA-2,5-DIENE-1,4-DIONE	DB04090		
RHAMNOSE	QN34XC755A	L-RHAMNOSE	DB02961		
RIBAVIRIN	49717AWG6K	RIBAVIRIN	DB00811	9344	IN
RIBOFLAVIN	TLM2976OFR	RIBOFLAVIN	DB00140	9346	IN
RIBOSE, D-	681HV46001	RIBOSE	DB01936	1314858	IN
RIBOSTAMYCIN	2Q5JOU7T53	RIBOSTAMYCIN	DB03615		
RIBOSTAMYCIN SULFATE	QFN1QU7PEN	RIBOSTAMYCIN	DB03615		
RICINOLEIC ACID	I2D0F69854	RICINOLEIC ACID	DB02955	35605	PIN
RIDOGREL	QTS5QOO42O	RIDOGREL	DB01207		
RIFABUTIN	1W306TDA6S	RIFABUTIN	DB00615	55672	IN
RIFAMPIN	VJT6J7R4TR	RIFAMPICIN	DB01045	9384	IN
RIFAPENTINE	XJM390A33U	RIFAPENTINE	DB01201	35617	IN
RIFAXIMIN	L36O5T016N	RIFAXIMIN	DB01220	35619	IN
RILAPLADIB	O14CWE893Z	RILAPLADIB	DB05119		
RILPIVIRINE	FI96A8X663	4-{[4-({4-[(E)-2-CYANOETHENYL]-2,6-DIMETHYLPHENYL}AMINO)PYRIMIDIN-2-YL]AMINO}BENZONITRILE	DB08592	1102270	IN
RILUZOLE	7LJ087RS6F	RILUZOLE	DB00740	35623	IN
RIMEXOLONE	O7M2E4264D	RIMEXOLONE	DB00896	55681	IN
RIMONABANT	RML78EN3XE	RIMONABANT	DB06155		
RISEDRONIC ACID	KM2Z91756Z	RISEDRONATE	DB00884	55685	IN
RISPERIDONE	L6UH7ZF8HC	RISPERIDONE	DB00734	35636	IN
RITONAVIR	O3J8G9O825	RITONAVIR	DB00503	85762	IN
RIVANICLINE	6H35LF645A	TC-2403-12	DB05855		
RIVAROXABAN	9NDF7JZ4M3	RIVAROXABAN	DB06228	1114195	IN
RIVASTIGMINE	PKI06M3IW0	RIVASTIGMINE	DB00989	183379	IN
RIZATRIPTAN	51086HBW8G	RIZATRIPTAN	DB00953	88014	IN
RIZATRIPTAN BENZOATE	WR978S7QHH	RIZATRIPTAN	DB00953	237082	PIN
RO-31-7549	Y6197FQK8I	3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1-METHYL-1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE	DB01946		
RO-4584820	T61871RKRI	(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE	DB08094		
ROCURONIUM	WRE554RFEZ	ROCURONIUM	DB00728	68139	IN
ROFECOXIB	0QTW8Z7MCR	ROFECOXIB	DB00533	232158	IN
ROFLUMILAST	0P6C6ZOP5U	ROFLUMILAST	DB01656	1091836	IN
ROLICYCLIDINE	183O9O9JE3	ROLICYCLIDINE	DB01549		
ROLIPRAM, (-)-	DPX51KUP08	(R)-ROLIPRAM	DB04149		
ROLIPRAM, (+)-	H6G4VMQ24K	(S)-ROLIPRAM	DB03606		
ROLITETRACYCLINE	GH9IW85221	ROLITETRACYCLINE	DB01301	9462	IN
RONACALERET	DIH95YP7J3	751689	DB05255		
ROPINIROLE	030PYR8953	ROPINIROLE	DB00268	72302	IN
ROPIVACAINE	7IO5LYA57N	ROPIVACAINE	DB00296	35780	IN
ROSOXACIN	3Y1OT3J4NW	ROSOXACIN	DB00817	35797	IN
ROSUVASTATIN	413KH5ZJ73	ROSUVASTATIN	DB01098	301542	IN
ROTIGOTINE	87T4T8BO2E	ROTIGOTINE	DB05271	616739	IN
ROXADUSTAT	X3O30D9YMX	FG-4592	DB04847		
ROXATIDINE ACETATE	ZUP3LSD0DO	ROXATIDINE ACETATE	DB08806	35803	PIN
ROXITHROMYCIN	21KOF230FA	ROXITHROMYCIN	DB00778	9478	IN
RUFINAMIDE	WFW942PR79	RUFINAMIDE	DB06201	69036	IN
RUPINTRIVIR	RGE5K1Q5QW	AG7088	DB05102		
RUTIN	5G06TVY3R7	RUTIN	DB01698	9500	IN
RUXOLITINIB	82S8X8XX8H	RUXOLITINIB	DB08877	1193326	IN
SAKURANETIN	3O38P61299	(2S)-5-HYDROXY-2-(4-HYDROXYPHENYL)-7-METHOXY-2,3-DIHYDRO-4H-CHROMEN-4-ONE	DB08517		
SALICYLAMIDE	EM8BM710ZC	SALICYLAMIDE	DB08797	9518	IN
SALICYLHYDROXAMIC ACID	8Q07182D0T	SALICYLHYDROXAMIC ACID	DB03819		
SALICYLIC ACID	O414PZ4LPZ	SALICYLIC ACID	DB00936	9525	IN
SALSALATE	V9MO595C9I	SALSALATE	DB01399	36108	IN
SAMARIUM SM-153 LEXIDRONAM	745X144DZY	SAMARIUM (153SM) LEXIDRONAM	DB05273		
SAPRISARTAN	HS64NG1G69	SAPRISARTAN	DB01347		
SAPROPTERIN	EGX657432I	TETRAHYDROBIOPTERIN	DB00360	753340	IN
SAQUINAVIR	L3JE09KZ2F	SAQUINAVIR	DB01232	83395	IN
SAQUINAVIR MESYLATE	UHB9Z3841A	SAQUINAVIR	DB01232	859857	PIN
SATRAPLATIN	8D7B37T28G	SATRAPLATIN	DB04996		
SAXAGLIPTIN MONOHYDRATE	9GB927LAJW	SAXAGLIPTIN	DB06335		
SCOPOLAMINE	DL48G20X8X	SCOPOLAMINE	DB00747	9601	IN
SCYLLO-INOSITOL	1VS4X81277	MYO-INOSITOL	DB03106		
SEBACIC ACID	97AN39ICTC	SEBACIC ACID	DB07645	1427068	PIN
SELEGILINE	2K1V7GP655	SELEGILINE	DB01037	9639	IN
SELENOCYSTEINE	0CH9049VIS	SELENOCYSTEINE	DB02345	1549332	IN
SELETRACETAM	RFR2CH3QZK	UCB 44212	DB05885		
SEOCALCITOL	Q0OZ0D9223	SEOCALCITOL	DB04258		
SEPROXETINE	25CO3X0R31	SEPROXETINE	DB06731		
SERINE	452VLY9402	L-SERINE	DB00133	9671	IN
SERINE, D-	1K77H2Z9B1	D-SERINE	DB03929		
SERTINDOLE	GVV4Z879SP	SERTINDOLE	DB06144	41996	IN
SERTRALINE	QUC7NX6WMB	SERTRALINE	DB01104	36437	IN
SEVOFLURANE	38LVP0K73A	SEVOFLURANE	DB01236	36453	IN
SGX-523	WH8SQN09KJ	6-{[6-(1-METHYL-1H-PYRAZOL-4-YL)[1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-3-YL]SULFANYL}QUINOLINE	DB08584		
SILDENAFIL	3M7OB98Y7H	SILDENAFIL	DB00203	136411	IN
SILODOSIN	CUZ39LUY82	SILODOSIN	DB06207	720825	IN
SILVER SULFADIAZINE	W46JY43EJR	SILVER SULFADIAZINE	DB05245	9793	IN
SIMEPREVIR	9WS5RD66HZ	SIMEPREVIR	DB06290	1482790	IN
SIMVASTATIN	AGG2FN16EV	SIMVASTATIN	DB00641	36567	IN
SINAPIC ACID	P0I60993EC	SINAPINATE	DB08587		
SIROLIMUS	W36ZG6FT64	SIROLIMUS	DB00877	35302	IN
SITAGLIPTIN PHOSPHATE	TS63EW8X6F	SITAGLIPTIN	DB01261	621590	PIN
SITAGLIPTIN	QFP0P1DV7Z	SITAGLIPTIN	DB01261	593411	IN
SITAMAQUINE	5AIJ4TGC6B	SITAMAQUINE	DB04909		
SITAXENTAN	J9QH779MEM	SITAXENTAN	DB06268		
SKF-91488	1I4LVX494H	4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	DB07106		
S-METHYLCYSTEINE	A34I1H07YM	S-METHYLCYSTEINE	DB02216		
S-METHYLGLUTATHIONE	OOW3025SR1	S-METHYL-GLUTATHIONE	DB04701		
SNS-314	802IFJ0Z8X	1-(3-CHLOROPHENYL)-3-{5-[2-(THIENO[3,2-D]PYRIMIDIN-4-YLAMINO)ETHYL]-1,3-THIAZOL-2-YL}UREA	DB07361		
SNX-5422	BF52J69Q8T	SNX-5422	DB06070		
SOBETIROME	XQ31741E9Q	{4-[4-HYDROXY-3-(1-METHYLETHYL)BENZYL]-3,5-DIMETHYLPHENOXY}ACETIC ACID	DB07425		
SODIUM BICARBONATE	8MDF5V39QO	SODIUM BICARBONATE	DB01390	36676	IN
SODIUM LAURYL SULFATE	368GB5141J	SODIUM LAURYL SULFATE	DB00815	9871	PIN
SODIUM SALICYLATE	WIQ1H85SYP	SALICYLATE-SODIUM	DB01398	9907	PIN
SODIUM STIBOGLUCONATE	V083S0159D	SODIUM STIBOGLUCONATE	DB05630	8010	IN
SOFALCONE	2B668TJX8E	SOFALCONE	DB05197		
SOFOSBUVIR	WJ6CA3ZU8B	SOFOSBUVIR	DB08934	1484911	IN
SOLIFENACIN	A8910SQJ1U	SOLIFENACIN	DB01591	322167	IN
SOLIFENACIN SUCCINATE	KKA5DLD701	SOLIFENACIN	DB01591	476588	PIN
SONECLOSAN	814H7B74XK	DICLOSAN	DB04393		
SORAFENIB	9ZOQ3TZI87	SORAFENIB	DB00398	495881	IN
SORBINIL	G4186B906P	SORBINIL	DB02712		
SORBITOL	506T60A25R	D-SORBITOL	DB01638	9945	IN
SPAGLUMIC ACID	X81L78B3RB	SPAGLUMIC ACID	DB08835		
SPARFLOXACIN	Q90AGA787L	SPARFLOXACIN	DB01208	18469	IN
SPARSOMYCIN	6C940P63E7	SPARSOMYCIN	DB04222		
SPARTEINE	298897D62S	SPARTEINE	DB06727		
SPECTINOMYCIN	93AKI1U6QF	SPECTINOMYCIN	DB00919	270	IN
SPERMIDINE	U87FK77H25	SPERMIDINE	DB03566	1483262	IN
SPERMINE	2FZ7Y3VOQX	SPERMINE	DB00127	1483263	IN
SPHINGOSINE	NGZ37HRE42	SPHINGOSINE	DB03203		
SPIRAPRIL	96U2K78I3V	SPIRAPRIL	DB01348	36908	IN
SPIRONOLACTONE	27O7W4T232	SPIRONOLACTONE	DB00421	9997	IN
SQ-109	9AU7XUV31A	SQ109	DB05186		
SR-31747	9K6U3I1UR0	SR 31747	DB05792		
STANNSOPORFIN	0KAE1U0G7Q	STANNSOPORFIN	DB04912		
STANOLONE	08J2K08A3Y	DIHYDROTESTOSTERONE	DB02901		
STANOZOLOL	4R1VB9P8V3	STANOZOLOL	DB06718	10032	IN
STAUROSPORINE	H88EPA0A3N	STAUROSPORINE	DB02010		
STAVUDINE	BO9LE4QFZF	STAVUDINE	DB00649	59763	IN
STEARIC ACID	4ELV7Z65AP	STEARIC ACID	DB03193	1310551	PIN
STREPTOMYCIN	Y45QSO73OB	STREPTOMYCIN	DB01082	10109	IN
STREPTOZOCIN	5W494URQ81	STREPTOZOCIN	DB00428	10114	IN
STYRENE OXIDE, (R)-	0HB27D5MRW	R-STYRENE OXIDE	DB04499		
SUCCIMER	DX1U2629QE	SUCCIMER	DB00566	3446	IN
SUCCINIC ACID	AB6MNQ6J6L	SUCCINIC ACID	DB00139	37255	IN
SUCCINOBUCOL	J1J54V24R4	AGI-1067	DB05399		
SUCCINYLCHOLINE	J2R869A8YF	SUCCINYLCHOLINE	DB00202	10154	IN
SUCROSE	C151H8M554	SUCROSE	DB02772	10159	IN
SUCROSOFATE	P7V86EYZ5L	SUCROSE OCTASULFATE	DB01901		
SUFENTANIL	AFE2YW0IIZ	SUFENTANIL	DB00708	56795	IN
SULFACETAMIDE	4965G3J0F5	SULFACETAMIDE	DB00634	10169	IN
SULFACYTINE	T795873AJP	SULFACYTINE	DB01298	78902	IN
SULFADIAZINE	0N7609K889	SULFADIAZINE	DB00359	10171	IN
SULFADIMETHOXINE	30CPC5LDEX	SULFADIMETHOXINE	DB06150	10172	IN
SULFADOXINE	88463U4SM5	SULFADOXINE	DB01299	10173	IN
SULFALENE	T6BL4ZC15G	SULFAMETOPYRAZINE	DB00664	10175	IN
SULFAMERAZINE	UR1SAB295F	SULFAMERAZINE	DB01581	10176	IN
SULFAMETHAZINE	48U51W007F	SULFAMETHAZINE	DB01582	10178	IN
SULFAMETHIZOLE	25W8454H16	SULFAMETHIZOLE	DB00576	10179	IN
SULFAMETHOXAZOLE	JE42381TNV	SULFAMETHOXAZOLE	DB01015	10180	IN
SULFAMOXOLE	HGG82XE020	SULFAMOXOLE	DB08798	10183	IN
SULFANILAMIDE	21240MF57M	SULFANILAMIDE	DB00259	10184	IN
SULFAPHENAZOLE	0J8L4V3F81	SULFAPHENAZOLE	DB06729		
SULFAPYRIDINE	Y5V2N1KE8U	SULFAPYRIDINE	DB00891	10188	IN
SULFASALAZINE	3XC8GUZ6CB	SULFASALAZINE	DB00795	9524	IN
SULFATHIAZOLE	Y7FKS2XWQH	SULFATHIAZOLE	DB06147	10193	IN
SULFISOXAZOLE	740T4C525W	SULFISOXAZOLE	DB00263	10207	IN
SULFOXONE	0G3C18OH4D	SULFOXONE	DB01145		
SULTHIAME	I00Q766CZ2	SULTHIAME	DB08329	10240	IN
SUMATRIPTAN	8R78F6L9VO	SUMATRIPTAN	DB00669	37418	IN
SUMATRIPTAN SUCCINATE	J8BDZ68989	SUMATRIPTAN	DB00669	67158	PIN
SUNITINIB	V99T50803M	SUNITINIB	DB01268	357977	IN
SURAMIN	6032D45BEM	SURAMIN	DB04786	10256	IN
TACRINE	4VX7YNB537	TACRINE	DB00382	10318	IN
TACROLIMUS ANHYDROUS	Y5L2157C4J	TACROLIMUS	DB00864	235991	PIN
TACROLIMUS	WM0HAQ4WNM	TACROLIMUS	DB00864	42316	IN
TADALAFIL	742SXX0ICT	TADALAFIL	DB00820	358263	IN
TAFLUPROST	1O6WQ6T7G3	TAFLUPROST	DB08819	1244607	IN
TAGATOSE	T7A20Y888Y	TAGATOSE	DB04936		
TALAMPANEL	CVS43XG1L5	TALAMPANEL	DB04982		
TALMAPIMOD	B1E00KQ6NT	SCIO-469	DB05412		
TALVIRALINE	XZ4KT6MO4X	(S)-4-ISOPROPOXYCARBONYL-6-METHOXY-3-METHYLTHIOMETHYL-3,4-DIHYDROQUINOXALIN-2(1H)-THIONE	DB07885		
TAMIBAROTENE	08V52GZ3H9	TAMIBAROTENE	DB04942		
TAMOXIFEN	094ZI81Y45	TAMOXIFEN	DB00675	10324	IN
TAMSULOSIN	G3P28OML5I	TAMSULOSIN	DB00706	77492	IN
TANAPROGET	W9F9H8GXWR	TANAPROGET	DB04787		
TANDUTINIB	E1IO3ICJ9A	MLN-518	DB05465		
TAPENTADOL	H8A007M585	TAPENTADOL	DB06204	787390	IN
TARENFLURBIL	501W00OOWA	MPC-7869	DB05289		
TARTARIC ACID, D-	RRX6A4PL3C	D-TARTARIC ACID	DB01694	1371315	PIN
TARTARIC ACID, MESO-	JQO211TF1A	D-TARTARIC ACID	DB01694		
TASOSARTAN	48G92V856H	TASOSARTAN	DB01349		
TASQUINIMOD	756U07KN1R	TASQ	DB05861		
TAUROCHOLIC ACID	5E090O0G3Z	TA-NIC	DB05445		
TAUROCHOLIC ACID	5E090O0G3Z	TAUROCHOLIC ACID	DB04348		
TAUROURSODEOXYCHOLIC ACID	60EUX8MN5X	TAUROURSODEOXYCHOLIC ACID	DB08834		
TAZAROTENE	81BDR9Y8PS	TAZAROTENE	DB00799	83947	IN
TAZOBACTAM	SE10G96M8W	TAZOBACTAM	DB01606	37617	IN
TECADENOSON	GZ1X96601Z	TECADENOSON	DB04954		
TEGASEROD	458VC51857	TEGASEROD	DB01079	139778	IN
TEGASEROD MALEATE	E5XNT3RF5A	TEGASEROD	DB01079	339270	PIN
TELAPREVIR	655M5O3W0U	TELAPREVIR	DB05521	1102261	IN
TELAVANCIN HYDROCHLORIDE	0701472ZG0	TELAVANCIN	DB06402	864624	PIN
TELAVANCIN	XK134822Z0	TELAVANCIN	DB06402	473837	IN
TELBIVUDINE	2OC4HKD3SF	TELBIVUDINE	DB01265	474128	IN
TELITHROMYCIN	KI8H7H19WL	TELITHROMYCIN	DB00976	274786	IN
TELMISARTAN	U5SYW473RQ	TELMISARTAN	DB00966	73494	IN
TEMOCAPRIL	18IZ008EU6	TEMOCAPRIL	DB08836		
TEMOZOLOMIDE	YF1K15M17Y	TEMOZOLOMIDE	DB00853	37776	IN
TEMSIROLIMUS	624KN6GM2T	TEMSIROLIMUS	DB06287	657797	IN
TENIPOSIDE	957E6438QA	TENIPOSIDE	DB00444	10362	IN
TENOCYCLIDINE	8BQ45Q6VCL	TENOCYCLIDINE	DB01520		
TENOFOVIR	99YXE507IL	TENOFOVIR	DB00300	117466	IN
TENOXICAM	Z1R9N0A399	TENOXICAM	DB00469	37790	IN
TERBINAFINE	G7RIW8S0XP	TERBINAFINE	DB00857	37801	IN
TERBUTRYN	ZXL474TLFP	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE	DB08215		
TERIFLUNOMIDE	1C058IKG3B	TERIFLUNOMIDE	DB08880	1310520	IN
TERT-BUTYL ALCOHOL	MD83SFE959	2-METHYL-2-PROPANOL	DB03900	1363061	IN
TERT-BUTYLHYDROQUINONE	C12674942B	2-TERT-BUTYLBENZENE-1,4-DIOL	DB07726	1362739	IN
TESMILIFENE	I43T3ID6G2	TESMILIFENE	DB04905		
TESTOLACTONE	6J9BLA949Q	TESTOLACTONE	DB00894	10378	IN
TESTOSTERONE	3XMK78S47O	TESTOSTERONE	DB00624	10379	IN
TESTOSTERONE PROPIONATE	WI93Z9138A	TESTOSTERONE PROPIONATE	DB01420	10382	PIN
TESTOSTERONE SUCCINATE	4114I54YIH	TESTOSTERONE HEMISUCCINATE	DB08619		
TETOMILAST	S6RXB5KF56	OPC-6535	DB05298		
TETRABUTYLAMMONIUM	CBU2X6BBJR	TETRABUTYLAMMONIUM ION	DB01851		
TETRACYCLINE	F8VB5M810T	TETRACYCLINE	DB00759	10395	IN
TETRADECANE	03LY784Y58	TETRADECANE	DB03563		
TETRAETHYLAMMONIUM	5AV7G7EIEE	TETRAETHYLAMMONIUM	DB08837		
TETRAHYDRO-2-FUROIC ACID, (+)-	7396HFQ44J	TETRAHYDROFURAN-2-CARBOXYLIC ACID	DB03051		
TETRAHYDROPYRAN	V06I3ILG6B	TETRAHYDROPYRAN	DB02412		
TETRAPHENYLPHOSPHONIUM	U9IF5Y5IND	TETRAPHENYLPHOSPHONIUM	DB02791		
TG-100801	1VZO7A0J9S	TG100801	DB05075		
THENALIDINE	6U94N2D00F	THENALIDINE	DB04826		
THENOYLTRIFLUOROACETONE	MYQ9MNW7NI	THENOYLTRIFLUOROACETONE	DB04795		
THEOBROMINE	OBD445WZ5P	THEOBROMINE	DB01412	10437	IN
THEOPHYLLINE	C137DTR5RG	THEOPHYLLINE	DB00277	10438	IN
THIABENDAZOLE	N1Q45E87DT	THIABENDAZOLE	DB00730	10450	IN
THIACLOPRID	DSV3A944A4	{(2Z)-3-[(6-CHLOROPYRIDIN-3-YL)METHYL]-1,3-THIAZOLIDIN-2-YLIDENE}CYANAMIDE	DB08620		
THIAMINE ION	4ABT0J945J	THIAMINE	DB00152	1546268	IN
THIAMINE PHOSPHORIC ACID ESTER	71F2V60NN0	THIAMIN PHOSPHATE	DB03416		
THIAMINE	X66NSO3N35	THIAMINE	DB00152	10454	IN
THIAMPHENICOL	FLQ7571NPM	THIAMPHENICOL	DB08621	10463	IN
THIETHYLPERAZINE	8ETK1WAF6R	THIETHYLPERAZINE	DB00372	10471	IN
THIMEROSAL	2225PI3MOV	THIMEROSAL	DB02731	10472	IN
THIOGUANINE ANHYDROUS	WIX31ZPX66	TIOGUANINE	DB00352	1546005	PIN
THIOPROPERAZINE MESYLATE	71P630M192	THIOPROPERAZINE	DB01622		
THIOPROPERAZINE	YJ050AQ56X	THIOPROPERAZINE	DB01622	10498	IN
THIOTEPA	905Z5W3GKH	THIOTEPA	DB04572	10473	IN
THIOTHIXENE	7318FJ13YJ	THIOTHIXENE	DB01623	10510	IN
THREONINE	2ZD004190S	L-THREONINE	DB00156	10524	IN
THYMIDINE 5'-MONOPHOSPHATE	43W3021X6C	THYMIDINE-5'-PHOSPHATE	DB01643		
THYMINE	QR26YLT7LT	THYMINE	DB03462	1368871	IN
THYMOL	3J50XA376E	5-METHYL-2-(1-METHYLETHYL)PHENOL	DB02513	10553	IN
TIAGABINE	Z80I64HMNP	TIAGABINE	DB00906	31914	IN
TICAGRELOR	GLH0314RVC	TICAGRELOR	DB08816	1116632	IN
TICARCILLIN	F93UJX4SWT	TICARCILLIN	DB01607	10591	IN
TICLOPIDINE	OM90ZUW7M1	TICLOPIDINE	DB00208	10594	IN
TICRYNAFEN	HC95205SY4	TICRYNAFEN	DB04831		
TIGAPOTIDE	1WZ6S45S94	PCK3145	DB04985		
TIGECYCLINE	70JE2N95KR	TIGECYCLINE	DB00560	384455	IN
TILUDRONIC ACID	6PNS59HP4Y	TILUDRONATE	DB01133	11476	IN
TIMOLOL	817W3C6175	TIMOLOL	DB00373	10600	IN
TINIDAZOLE	033KF7V46H	TINIDAZOLE	DB00911	10612	IN
TIOMOLIBDATE ION	91U3TGV99T	TETRATHIOMOLYBDATE	DB05088		
TIOTROPIUM	0EB439235F	TIOTROPIUM	DB01409	69120	IN
TIPIFARNIB	MAT637500A	R115777	DB04960		
TIPIRACIL	NGO10K751P	5-CHLORO-6-[(2-IMINOPYRROLIDIN-1-YL)METHYL]PYRIMIDINE-2,4(1H,3H)-DIONE	DB02631		
TIPRANAVIR	ZZT404XD09	TIPRANAVIR	DB00932	190548	IN
TIRAPAZAMINE	1UD32YR59G	TIRAPAZAMINE	DB04858		
TIRATRICOL	29OQ9EU4R1	[4-(4-HYDROXY-3-IODO-PHENOXY)-3,5-DIIODO-PHENYL]-ACETIC ACID	DB03604	13982	IN
TIROFIBAN	GGX234SI5H	TIROFIBAN	DB00775	73137	IN
