Drug_code	drug_form	form_code	ingredient	dosage	volume	ingr_nature	comp_number
65317735	granules	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65317735	pommade	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	24
65317735	poudre orale	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65317735	solution buvable en ampoules	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	25
65317735	solution buvable en gouttes	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65317895	comprimé	13112	ALPRAZOLAM	"0,25 mg"	un comprimé	SA	1
65319558	comprimé	62180	ACÉCLOFÉNAC	100 mg	un comprimé	SA	1
65319857	solution	1080	ADRÉNALINE BASE	"0,0170 mg"	une cartouche	FT	2
65319857	solution	4862	ADRÉNALINE (CHLORHYDRATE D')	"0,0204 mg"	une cartouche	SA	2
65319857	solution	16661	CHLORHYDRATE D'ARTICAÏNE	"68,0000 mg"	une cartouche	SA	1
65319857	solution	76288	ARTICAÏNE BASE	"60,2800 mg"	une cartouche	FT	1
65319985	solution	21962	COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE			SA	1
65319985	solution	34855	FER	100 mg	5 ml de solution injectable	FT	1
65320140	granulés	74694	"ISPAGHUL (GRAINE D'), TÉGUMENT DE LA"	70 g	100 g de granulés	SA	1
65320254	comprimé	10171	SIMVASTATINE	40 mg	un comprimé	SA	1
65320578	comprimé	47018	CHLORHYDRATE DE PAROXÉTINE ANHYDRE			SA	1
65320578	comprimé	51891	PAROXÉTINE BASE	20 mg	un comprimé	FT	1
65321356	solution	38741	CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ	"2,12 mg"	1 ml de solution injectable	SA	1
65321356	solution	83934	CHLORHYDRATE DE ROPIVACAÏNE	2 mg	1 ml de solution injectable	FT	1
65322216	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
65322262	comprimé	2202	PARACÉTAMOL	400 mg	un comprimé	SA	2
65322262	comprimé	74765	CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ	25 mg	un comprimé	SA	6
65322636	comprimé	11532	RAMIPRIL	10 mg	un comprimé	SA	1
65323026	comprimé	428	CARBONATE DE CALCIUM	680 mg	un comprimé	SA	2
65323026	comprimé	25360	MAGNÉSIUM (CARBONATE DE) LOURD	80 mg	un comprimé	SA	9
65323040	granules	8639	CINNABARIS POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	un comprimé	SA	17
65323040	poudre orale	8639	CINNABARIS POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	un comprimé	SA	23
65323040	solution buvable en gouttes	8639	CINNABARIS POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 8DH à 60DH	un comprimé	SA	20
65323802	solution	2045	HEXÉTIDINE	"0,100 g"	100 ml de solution pour bain de bouche	SA	1
65323802	solution	4009	SALICYLATE DE CHOLINE	"0,500 g"	100 ml de solution pour bain de bouche	SA	2
65323802	solution	27368	CHLOROBUTANOL HÉMIHYDRATÉ	"0,250 g"	100 ml de solution pour bain de bouche	SA	3
65323898	comprimé	73	BISACODYL	5 mg	un comprimé	SA	1
65324007	poudre	872	AMOXICILLINE SODIQUE			SA	1
65324007	poudre	5248	AMOXICILLINE BASE	500 mg	un flacon	FT	1
65324007	poudre	29442	CLAVULANATE DE POTASSIUM			SA	2
65324007	poudre	93286	ACIDE CLAVULANIQUE	50 mg	un flacon	FT	2
65324797	comprimé	80102	MONTÉLUKAST ACIDE	5 mg	un comprimé	FT	1
65324797	comprimé	86162	MONTÉLUKAST SODIQUE	"5,2 mg"	un comprimé	SA	1
65326798	granulés	24563	CLARITHROMYCINE	50 mg	1 ml de suspension buvable reconstituée	SA	1
65328169	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
65328888	pommade	4458	TRINITRATE DE GLYCÉRYLE	4 mg	1 g de pommade rectale	SA	1
65328906	solution	2825	PHÉNOBARBITAL	"5,40 g"	100 ml de solution	SA	1
65329253	comprimé	1099	SULFATE DE MORPHINE	"200,00 mg"	un comprimé	SA	2
65329253	comprimé	15686	MORPHINE	"150,00 mg"	un comprimé	FT	2
65329591	poudre	38422	HORMONE FOLLICULOSTIMULANTE RECOMBINANTE ALFA 	87 microgrammes	un flacon	SA	1
65330362	gélule	86571	CHLORHYDRATE DE TRAMADOL	50 mg	une gélule	SA	1
65330992	comprimé	3225	HYDROGÉNOSUCCINATE DE DOXYLAMINE	15 mg	un comprimé	SA	1
65333974	comprimé	7055	DOXYCYCLINE HYDRATÉE	100 mg	un comprimé	FT	1
65333974	comprimé	19414	DOXYCYCLINE (HYCLATE DE)			SA	1
65335053	comprimé	73594	CANDÉSARTAN CILEXÉTIL	4 mg	un comprimé	SA	1
65335345	comprimé	37430	RISPÉRIDONE	2 mg	un comprimé	SA	1
65335733	comprimé	18827	DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ			SA	1
65335733	comprimé	47554	PRAMIPEXOLE BASE	"0,7 mg"	un comprimé	FT	1
65335854	comprimé	39306	EXÉMESTANE	25 mg	un comprimé	SA	1
65335982	gélule	2202	PARACÉTAMOL	"500,0 mg"	une gélule	SA	1
65336041	comprimé	33342	RABÉPRAZOLE SODIQUE MONOHYDRATÉ	10 mg	un comprimé	SA	1
65336041	comprimé	67549	RABÉPRAZOLE BASE	"9,42 mg"	un comprimé	FT	1
65336568	poudre	1983	IMIPÉNEM MONOHYDRATÉ			SA	1
65336568	poudre	9129	CILASTATINE SODIQUE			SA	2
65336568	poudre	49385	IMIPÉNEM ANHYDRE	500 mg	un flacon	FT	1
65336568	poudre	59700	CILASTATINE ANHYDRE	500 mg	un flacon	FT	2
65337271	comprimé	66219	CHLORHYDRATE DE FEXOFÉNADINE	"180,000 mg"	un comprimé	SA	1
65338028	comprimé	5334	CITRATE DE CLOMIFÈNE	50 mg	un comprimé	SA	1
65338359	poudre	31269	DEXRAZOXANE	20 mg	1 ml de solution reconstituée	FT	1
65338359	poudre	44152	CHLORHYDRATE DE DEXRAZOXANE			SA	1
65339379	comprimé	78975	ZOLMITRIPTAN	"2,5 mg"	un comprimé	SA	1
65339742	gélule	361	TROXÉRUTINE	200 mg	une gélule	SA	1
65339742	gélule	388	VINCAMINE	20 mg	une gélule	SA	2
65340488	comprimé	10091	MÉTOPROLOL (SUCCINATE DE)	"95,00 mg"	un comprimé	SA	1
65340755	solution	29076	MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA 	120 microgrammes	une seringue préremplie	SA	1
65341775	comprimé	823	KÉTOPROFÈNE	75 mg	un comprimé	SA	1
65343420	gel	52310	CARBOMÈRE 974P	"0,250 g"	100 g	SA	1
65343573	comprimé	21888	CHLORHYDRATE DE BUPRÉNORPHINE			SA	1
65343573	comprimé	54459	BUPRÉNORPHINE	4 mg	un comprimé	FT	1
65344586	solution	80114	ADALIMUMAB 	40 mg	"0,8 ml"	SA	1
65345179	comprimé	10171	SIMVASTATINE	10 mg	un comprimé	SA	1
65346765	comprimé	975	SPIRAMYCINE	"1,5 M.U.I."	un comprimé	SA	1
65346765	comprimé	2382	MÉTRONIDAZOLE	250 mg	un comprimé	SA	2
65347251	comprimé	19809	ATORVASTATINE	40 mg	un comprimé	FT	1
65347251	comprimé	92464	ATORVASTATINE CALCIQUE TRIHYDRATÉE	"43,38 mg"	un comprimé	SA	1
65347326	sirop	25681	LACOSAMIDE	10 mg	1 ml	SA	1
65347714	comprimé	34251	CITRATE DE SILDÉNAFIL			SA	1
65347714	comprimé	67717	SILDÉNAFIL	100 mg	un comprimé	FT	1
65347828	comprimé	842	NIFÉDIPINE	20 mg	un comprimé	SA	1
65347924	collyre	473	CROMOGLICATE DE SODIUM	"2,00 g"	100 ml	SA	1
65348481	solution	45082	RITUXIMAB 	100 mg	un flacon	SA	7
65348773	gélule	93657	RACÉCADOTRIL	100 mg	une gélule	SA	1
65352330	comprimé	20890	TOPIRAMATE	100 mg	un comprimé	SA	1
65353140	comprimé	86571	CHLORHYDRATE DE TRAMADOL	150 mg	un comprimé	SA	1
65353585	comprimé	557	MÉDROXYPROGESTÉRONE (ACÉTATE DE)	500 mg	un comprimé	SA	1
65353845	comprimé	4752	CITRATE DE BÉTAÏNE MONOHYDRATÉ			SA	1
65353845	comprimé	29205	CITRATE DE BÉTAÏNE ANHYDRE	"1,89 g"	un comprimé	FT	1
65354096	comprimé	3009	ATOVAQUONE	250 mg	un comprimé	SA	1
65354096	comprimé	30216	CHLORHYDRATE DE PROGUANIL	100 mg	un comprimé	SA	2
65355223	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65355223	comprimé	31416	IRBÉSARTAN	300 mg	un comprimé	FT	1
65355223	comprimé	54231	CHLORHYDRATE D'IRBÉSARTAN	"344,43  mg"	un comprimé	SA	1
65355789	gélule	93467	STAVUDINE	20 mg	une gélule	SA	12
65357943	comprimé	196	LÉVONORGESTREL	1500 microgrammes	un comprimé	SA	1
65358251	solution	51868	MIDAZOLAM (CHLORHYDRATE DE)	1 mg	1 ml	SA	1
65358301	gélule	19698	MYCOPHÉNOLATE MOFÉTIL	250 mg	une gélule	SA	1
65358326	comprimé	10171	SIMVASTATINE	20 mg	un comprimé	SA	1
65360359	gélule	43970	MARRONNIER D'INDE (ÉCORCE DE) (EXTRAIT SEC D')	200 mg	une gélule	SA	1
65361009	gélule	915	CHLORHYDRATE DE DILTIAZEM	"120,00 mg"	une gélule	SA	1
65361703	solution	60929	DICHLORHYDRATE DE CÉTIRIZINE	10 mg	1 ml de solution buvable	SA	1
65364681	comprimé	19809	ATORVASTATINE	10 mg	un comprimé	FT	2
65364681	comprimé	39727	AMLODIPINE	10 mg	un comprimé	FT	1
65364681	comprimé	92464	ATORVASTATINE CALCIQUE TRIHYDRATÉE			SA	2
65364681	comprimé	93748	BÉSILATE D'AMLODIPINE			SA	1
65365566	comprimé	55485	RÉPAGLINIDE	1 mg	un comprimé	SA	1
65365616	comprimé	4511	CHLORURE DE TROSPIUM	20 mg	un comprimé	SA	1
65366337	poudre	30925	CEFTRIAXONE SODIQUE	"539,635 mg"	un flacon de poudre	SA	1
65366337	poudre	35232	CEFTRIAXONE BASE	500 mg	un flacon de poudre	FT	1
65366472	comprimé	762	ATÉNOLOL	50 mg	un comprimé	SA	1
65366508	suppositoire	532	GLYCÉROL	"1,20 g"	un suppositoire	SA	1
65367122	solution	34	CHLORHYDRATE DE BUPIVACAÏNE	"5,26 mg"	1 ml	SA	1
65367122	solution	42227	CHLORHYDRATE DE BUPIVACAÏNE ANHYDRE	"5,00 mg"	1 ml	FT	1
65367581	collyre	19476	POVIDONE	6 mg	un récipient unidose	SA	1
65368480	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65368480	comprimé	73594	CANDÉSARTAN CILEXÉTIL	8 mg	un comprimé	SA	1
65369123	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	3
65369123	comprimé	15734	VALSARTAN	160 mg	un comprimé	SA	2
65369123	comprimé	39727	AMLODIPINE	5 mg	un comprimé	FT	1
65369123	comprimé	93748	BÉSILATE D'AMLODIPINE	"6,94 mg"	un comprimé	SA	1
65369582	poudre	26569	VÉLAGLUCÉRASE ALFA 	400 unités	un flacon	SA	1
65370047	comprimé	15304	LISINOPRIL ANHYDRE	20 mg	un comprimé	FT	1
65370047	comprimé	60255	LISINOPRIL DIHYDRATÉ	"21,780 mg"	un comprimé	SA	1
65370563	comprimé	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
65370780	suppositoire	155	EUCALYPTUS (HUILE ESSENTIELLE D')	"0,044 g"	un suppositoire	SA	1
65370780	suppositoire	5667	THÉNOATE SODIQUE	"0,095 g"	un suppositoire	SA	2
65371195	comprimé	36746	CHLORHYDRATE DE LERCANIDIPINE	10 mg	un comprimé	SA	1
65371633	granulés	374	ÉRYTHROMYCINE (ÉTHYLSUCCINATE D')			SA	1
65371633	granulés	1785	ÉRYTHROMYCINE	125 mg	"un sachet de 1,1875 g"	FT	1
65372144	comprimé	4129	ACÉTYLLEUCINE	500 mg	un comprimé	SA	1
65372863	comprimé	18827	DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ	"0,25 mg"	un comprimé	SA	1
65372863	comprimé	47554	PRAMIPEXOLE BASE	"0,18 mg"	un comprimé	FT	1
65373164	comprimé	86571	CHLORHYDRATE DE TRAMADOL	50 mg	un comprimé	SA	1
65373285	comprimé	2171	PREDNISONE	5 mg	un comprimé	SA	1
65373851	poudre	15487	TICARCILLINE BASE	5 g	un flacon	FT	1
65373851	poudre	28408	TICARCILLINE SODIQUE			SA	1
65373901	crème	3929	NITRATE D'ÉCONAZOLE	1 g	100 g	SA	1
65374654	solution	2019	HALOPÉRIDOL	5 mg	une ampoule	SA	1
65374679	poudre	28021	BIFONAZOLE	1 g	100 g de poudre	SA	1
65374992	comprimé	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 g de poudre	SA	17
65374992	granules	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 g de poudre	SA	19
65374992	pommade	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	100 g de poudre	SA	25
65374992	poudre orale	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 g de poudre	SA	18
65374992	solution buvable en ampoules	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 g de poudre	SA	23
65374992	solution buvable en gouttes	9629	EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 g de poudre	SA	20
65375101	comprimé	1807	ÉTHINYLESTRADIOL	"0,020 mg"	un comprimé	SA	1
65375101	comprimé	8237	GESTODÈNE	"0,075 mg"	un comprimé	SA	2
65376662	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65376662	comprimé	31416	IRBÉSARTAN	150 mg	un comprimé	SA	1
65376705	solution	626	SALBUTAMOL	"2,50 mg"	"un récipient unidose de 2,5 ml"	FT	1
65376705	solution	3559	SULFATE DE SALBUTAMOL	"3,00 mg"	"un récipient unidose de 2,5 ml"	SA	1
65376801	comprimé	2754	OFLOXACINE	200 mg	un comprimé	SA	1
65378211	gélule	3226	ACÉTATE DE FLÉCAÏNIDE	50 mg	une gélule	SA	1
65378446	poudre	3158	AMPICILLINE SODIQUE			SA	2
65378446	poudre	84525	AMPICILLINE BASE	2 g	un flacon	FT	2
65378663	compresse	86251	ÉTHANOL À 70 POUR CENT	100 ml	100 ml de solution	SA	1
65379402	comprimé	382	LÉVOTHYROXINE SODIQUE	125 microgrammes	un comprimé	SA	1
65380148	comprimé	15711	RIBAVIRINE	200 mg	un comprimé	SA	1
65381905	comprimé	1988	CARBUTAMIDE	"500,00 mg"	un comprimé	SA	1
65384335	comprimé	19809	ATORVASTATINE	40 mg	un comprimé	FT	1
65384335	comprimé	50091	ATORVASTATINE CALCIQUE	"41,44 mg"	un comprimé	SA	1
65384417	comprimé	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65384417	granules	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65384417	pommade	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
65384417	poudre orale	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65384417	solution buvable en ampoules	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65384417	solution buvable en gouttes	4409	AMMONIUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
65386717	compresse	86251	ÉTHANOL À 70 POUR CENT	100 ml	100 ml de solution	SA	1
65386749	comprimé	37011	LAMOTRIGINE	100 mg	un comprimé	SA	1
65387616	comprimé	264	TRIHEXYPHÉNIDYLE (CHLORHYDRATE DE)	5 mg	un comprimé	SA	1
65387769	comprimé	86571	CHLORHYDRATE DE TRAMADOL	50 mg	un comprimé	SA	1
65387858	solution	60159	FILGRASTIM 	120 microgrammes	"0,2 ml de solution"	SA	1
65390295	solution	52	CHLORHYDRATE D'APOMORPHINE	10 mg	1 ml	SA	1
65390338	comprimé	16849	GABAPENTINE	"600,00 mg"	un comprimé	SA	1
65391080	comprimé	2825	PHÉNOBARBITAL	50 mg	un comprimé	SA	1
65391283	comprimé	25715	ACICLOVIR	800 mg	un comprimé	SA	1
65393373	solution	39318	FOLLITROPINE BÊTA 	50 UI	un flacon	SA	1
65393793	suspension	27109	"VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/CALIFORNIA/7/2009 (H1N1)PDM09 - SOUCHE ANALOGUE (A/CALIFORNIA/7/2009, NYMC X-179A) "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	1
65393793	suspension	80725	"VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/SWITZERLAND/9715293/2013 (H3N2) - SOUCHE ANALOGUE (A/SOUTH AUSTRALIA/55/2014, IVR-175) "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	2
65393793	suspension	98865	"VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 "	15 microgrammes d'hémagglutinine	"une dose de 0,5 ml"	SA	3
65393957	comprimé	5621	ROXITHROMYCINE	150 mg	un comprimé	SA	1
65394112	gélule	17407	ÉSOMÉPRAZOLE	20 mg	une gélule	FT	1
65394112	gélule	96973	ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ			SA	1
65394265	comprimé	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	17
65394265	granules	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	19
65394265	pommade	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	une gélule	SA	25
65394265	poudre orale	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	18
65394265	solution buvable en ampoules	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	23
65394265	solution buvable en gouttes	8212	NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	une gélule	SA	20
65394660	solution	20030	PACLITAXEL	6 mg	1 ml de solution à diluer pour perfusion	SA	1
65394952	comprimé	16951	CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ	10 mg	un comprimé	SA	1
65394952	comprimé	42537	ONDANSÉTRON	8 mg	un comprimé	FT	1
65395036	poudre	5	ACÉTYLSALICYLIQUE (ACIDE)	100 mg	un sachet-dose	FT	1
65395036	poudre	3107	DL-LYSINE (ACÉTYLSALICYLATE DE)	180 mg	un sachet-dose	SA	1
65395919	solution	4150	SULFATE D'ATROPINE	1 mg	une ampoule	SA	1
65396526	solution	40054	VINORELBINE BASE	10 mg	1 ml de solution à diluer pour perfusion	FT	1
65396526	solution	66304	TARTRATE DE VINORELBINE			SA	1
65397471	gélule	4168	LEVURE	"47,7 mg"	une gélule	SA	3
65397471	gélule	4204	CHARBON ACTIVÉ	48 mg	une gélule	SA	4
65398438	comprimé	2169	PREDNISOLONE	20 mg	un comprimé	FT	1
65398438	comprimé	3981	MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE			SA	1
65399052	comprimé	80102	MONTÉLUKAST ACIDE	5 mg	un comprimé	FT	1
65399052	comprimé	86162	MONTÉLUKAST SODIQUE	"5,2 mg"	un comprimé	SA	1
65399173	comprimé	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65399173	granules	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65399173	pommade	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
65399173	poudre orale	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65399173	solution buvable en ampoules	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65399173	solution buvable en gouttes	25848	SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
65400896	comprimé	987	ACÉTATE DE CYPROTÉRONE	"100,00 mg"	un comprimé	SA	1
65401076	solution	988	ALFACALCIDOL	"0,002 mg"	1 ml	SA	1
65401119	comprimé	39727	AMLODIPINE	10 mg	un comprimé	FT	2
65401119	comprimé	52431	PÉRINDOPRIL	"6,79 mg"	un comprimé	FT	1
65401119	comprimé	69916	PÉRINDOPRIL ARGININE	10 mg	un comprimé	SA	1
65401119	comprimé	93748	BÉSILATE D'AMLODIPINE	"13,87 mg"	un comprimé	SA	2
65401375	solution	549	IODE	12 g	100 ml de solution	FT	1
65401375	solution	5131	IOXITALAMATE DE SODIUM	"21,00 g"	"100,00 ml de solution injectable"	SA	1
65402235	comprimé	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"100,00 ml de solution injectable"	SA	18
65402235	granules	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"100,00 ml de solution injectable"	SA	17
65402235	pommade	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	"100,00 ml de solution injectable"	SA	24
65402235	poudre orale	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"100,00 ml de solution injectable"	SA	23
65402235	solution buvable en ampoules	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"100,00 ml de solution injectable"	SA	25
65402235	solution buvable en gouttes	4611	FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"100,00 ml de solution injectable"	SA	19
65403440	collyre	3088	PHÉNYLÉPHRINE (CHLORHYDRATE DE)	10 g	100 ml de collyre	SA	1
65407232	émulsion	7603	PROPOFOL	10 mg	1 ml	SA	1
65407652	collyre	200	MALÉATE DE TIMOLOL	"6,8 mg"	1 ml de solution	SA	2
65407652	collyre	15009	TIMOLOL BASE	5 mg	1 ml de solution	FT	2
65407652	collyre	33474	LATANOPROST	50 microgrammes	1 ml de solution	SA	1
65407702	sirop	38315	ALFA-AMYLASE 	200 unités CEIP	1 ml	SA	1
65407780	pastille	594	FLURBIPROFÈNE	"8,75 mg"	une pastille	SA	1
65408195	solution	18012	FLUORURE (18F) DE SODIUM	2 GBq à la date et à l'heure de calibration	1 ml	SA	1
65409532	dispositif	17477	FENTANYL	"16,8 mg"	un dispositif	SA	1
65410050	crème	532	GLYCÉROL	15 g	100 g	SA	1
65410050	crème	676	VASELINE	8 g	100 g	SA	2
65410050	crème	19236	PARAFFINE LIQUIDE	2 g	100 g	SA	3
65410278	poudre	2751	THIOTÉPA	100 mg	un flacon	SA	1
65410328	comprimé	38524	PANTOPRAZOLE	20 mg	un comprimé	FT	1
65410328	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"22,55 mg"	un comprimé	SA	1
65410876	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65410876	comprimé	31416	IRBÉSARTAN	150 mg	un comprimé	SA	1
65410940	émulsion	3929	NITRATE D'ÉCONAZOLE	1 g	100 g	SA	1
65411280	comprimé	8215	TIANEPTINE SODIQUE	"12,500 mg"	un comprimé	SA	1
65412304	comprimé	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65412304	granules	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65412304	pommade	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	24
65412304	poudre orale	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65412304	solution buvable en ampoules	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	25
65412304	solution buvable en gouttes	10313	MENYANTHES TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65412966	comprimé	2171	PREDNISONE	1 mg	un comprimé	SA	1
65413922	vernis à ongles	26590	AMOROLFINE BASE	5 g	100 ml	FT	1
65413922	vernis à ongles	53732	CHLORHYDRATE D'AMOROLFINE	"5,574 g"	100 ml	SA	1
65415275	solution	2345	MÉTHOTREXATE	25 mg	1 ml de solution injectable	FT	1
65415275	solution	30849	MÉTHOTREXATE DISODIQUE			SA	1
65416644	comprimé	16849	GABAPENTINE	600 mg	un comprimé	SA	1
65417835	gélule	11279	FLUCONAZOLE	100 mg	une gélule	SA	1
65417881	solution	4475	CHLORHYDRATE DE PAPAVÉRINE	40 mg	une ampoule	SA	1
65418129	gélule	2202	PARACÉTAMOL	"500,00 mg"	une gélule	SA	1
65418143	compartiment : solution d'acides aminés	6	ACIDE ASPARTIQUE	"1,80 g"	500 ml	SA	11
65418143	compartiment : solution d'acides aminés	31	ALANINE	"5,82 g"	500 ml	SA	9
65418143	compartiment : solution d'acides aminés	430	CHLORURE DE CALCIUM	"0,588 g"	500 ml	SA	22
