source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"mp4952-2097"	"Cerezyme"	"Sanofi Belgium"	"Brand Name"	"19048390"	"Cerezyme"			
"mp2725-1818"	"Azilect"	"Teva"	"Brand Name"	"19089083"	"Azilect"			
"mp38216-1446"	"Ibrance"	"Pfizer"	"Brand Name"	"45892079"	"Ibrance"			
"mp9803-828"	"Excedryn"	"GSK"	"Brand Name"	"19065004"	"Excedrin"			
"mp29744-406"	"Yervoy"	"Bristol-Myers Squibb"	"Brand Name"	"40238070"	"Yervoy"			
"mp75-2501"	"Abilify"	"Otsuka"	"Brand Name"	"19031636"	"Abilify"			
"mp10702-216"	"Flunatop"	"Apotex"	"Brand Name"	"36256286"	"Flunatop"			
"mp646-2014"	"Affusine"	"Will-Pharma"	"Brand Name"	"36256682"	"Affusine"			
"mp8557-1347"	"Duratears"	"Novartis Pharma"	"Brand Name"	"43252862"	"Duratears"			
"mp33407-67"	"Palonosetron Accord"	"Accord"	"Brand Name"	"35406586"	"PALONOSETRON ACCORD"			
"mp33183-612"	"Rasagiline EG"	"Eurogenerics"	"Brand Name"	"36256689"	"Rasagiline EG"			
"mp2345-1636"	"Atenolol Sandoz"	"Sandoz"	"Brand Name"	"43127648"	"ATENOLOL SANDOZ"			
"mp28068-1958"	"Uro-Vaxom"	"Vifor"	"Brand Name"	"40819325"	"Uro Vaxom"			
"mp17178-1545"	"Millepertuis Sint-Janskruid Pierre Fabre Medicament"	"Pierre Fabre Medicament"	"Brand Name"	"36256743"	"Millepertuis Sint-Janskruid Pierre Fabre Medicament"			
"mp21592-1529"	"Plavix"	"PI-Pharma"	"Brand Name"	"19030328"	"Plavix"			
"mp15388-836"	"Lipiodol Ultra Fluide"	"Guerbet"	"Brand Name"	"42906155"	"LIPIODOL ULTRA"			
"mp31583-612"	"APO-GO-AMP"	"Eurogenerics"	"Brand Name"	"43565782"	"Apo-Go Ampullen"			
"mp23515-612"	"Risperidone EG"	"Eurogenerics"	"Brand Name"	"43130483"	"RISPERIDONE EG"			
"mp9787-935"	"Evra"	"Janssen-Cilag"	"Brand Name"	"21017873"	"Evra"			
"mp25833-1636"	"Tamsulosine Sandoz"	"Sandoz"	"Brand Name"	"40818191"	"Tamsulosin Sandoz"			
"mp15040-91"	"Levetiracetam Actavis"	"Actavis"	"Brand Name"	"43128651"	"LEVETIRACETAM ACTAVIS"			
"mp23085-612"	"Repaglinide EG"	"Eurogenerics"	"Brand Name"	"43129978"	"REPAGLINIDE EG"			
"mp15271-1222"	"Levosert"	"Mithra"	"Brand Name"	"21016557"	"Levosert"			
"mp19414-1354"	"NovoSeven"	"Novo Nordisk"	"Brand Name"	"19023205"	"Novoseven"			
"mp13094-1628"	"Inhibace"	"Roche"	"Brand Name"	"44018138"	"Inhibace"			
"mp25486-1289"	"Sumatriptan Mylan"	"Mylan"	"Brand Name"	"44016995"	"Mylan-Sumatriptan"			
"mp19992-265"	"Ondansetron B. Braun"	"B. Braun"	"Brand Name"	"43573446"	"Ondansetron B.Braun"			
"mp29140-1396"	"Vitamon K"	"Omega"	"Brand Name"	"36256746"	"Vitamon K"			
"mp6338-927"	"Colofort"	"Ipsen"	"Brand Name"	"36256463"	"Colofort"			
"mp10694-265"	"Flumazenil B. Braun"	"B. Braun"	"Brand Name"	"43570171"	"Flumazenil B. Braun"			
"mp31724-885"	"Steovit"	"Impexeco"	"Brand Name"	"36256197"	"Steovit"			
"mp38430-1040"	"Enstilum"	"Leo"	"Brand Name"	"42914063"	"ENSTILOOM"			
"mp39461-828"	"Voltaren Emulgel"	"GSK"	"Brand Name"	"43575778"	"Voltaren Emulgel"			
"mp15776-612"	"Lorazepam EG"	"Eurogenerics"	"Brand Name"	"36256709"	"Lorazepam EG"			
"mp8847-1115"	"Elidel"	"Meda Pharma"	"Brand Name"	"19011353"	"Elidel"			
"mp10017-1529"	"Feldene"	"PI-Pharma"	"Brand Name"	"19039185"	"Feldene"			
"mp29728-299"	"Yaz"	"Bayer"	"Brand Name"	"40756248"	"Yaz"			
"mp513-2097"	"Adenocor"	"Sanofi Belgium"	"Brand Name"	"21014315"	"Adenocor"			
"mp273-1636"	"Aciclovir Sandoz"	"Sandoz"	"Brand Name"	"43126869"	"ACICLOVIR SANDOZ"			
"mp38463-570"	"Lartruvo"	"Eli Lilly"	"Brand Name"	"1718351"	"Lartruvo"			
"mp4705-711"	"Cefepim Fresenius Kabi"	"Fresenius Kabi"	"Brand Name"	"36256790"	"Cefepim Fresenius Kabi"			
"mp20933-1453"	"Paracodine"	"Pharma Logistics"	"Brand Name"	"43572572"	"Paracodin"			
"mp14712-1818"	"Lavinia"	"Teva"	"Brand Name"	"36256776"	"Lavinia"			
"mp1727-299"	"Angeliq"	"Bayer"	"Brand Name"	"19058478"	"Angeliq"			
"mp21014-612"	"Paroxetine EG"	"Eurogenerics"	"Brand Name"	"43128397"	"PAROXETINE EG"			
"mp16758-1818"	"Mesalazine Teva"	"Teva"	"Brand Name"	"36256688"	"Mesalazine Teva"			
"mp20701-2022"	"Panotile"	"Zambon"	"Brand Name"	"43128050"	"PANOTILE"			
"mp8375-554"	"Droseffik"	"Effik"	"Brand Name"	"36256644"	"Droseffik"			
"mp25775-1818"	"Tamoplex"	"Teva"	"Brand Name"	"44022405"	"Tamoplex"			
"mp17723-1636"	"Montelukast Sandoz"	"Sandoz"	"Brand Name"	"43130427"	"MONTELUKAST SANDOZ"			
"mp5389-299"	"Ciproxine"	"Bayer"	"Brand Name"	"19013875"	"Ciproxin"			
"mp21378-273"	"Phenylephrine hydrochloride Minims"	"Bausch & Lomb"	"Brand Name"	"43253709"	"Phenylephrine Hydrochloride Minims"			
"mp17624-1743"	"Monoclarium"	"SMB"	"Brand Name"	"36256783"	"Monoclarium"			
"mp9274-1818"	"Epirubicine Teva"	"Teva"	"Brand Name"	"43128896"	"EPIRUBICINE TEVA"			
"mp13904-141"	"Jext"	"ALK"	"Brand Name"	"21015575"	"Jext"			
"mp28936-1818"	"Vincrisin"	"Teva"	"Brand Name"	"36256780"	"Vincrisin"			
"mp17939-1636"	"Moxonidine Sandoz"	"Sandoz"	"Brand Name"	"43573679"	"Moxonidin Sandoz"			
"mp22475-232"	"Puri-Nethol"	"Aspen"	"Brand Name"	"40814547"	"Puri Nethol"			
"mp14456-1289"	"Lamivudine / Zidovudine Mylan"	"Mylan"	"Brand Name"	"43128029"	"LAMIVUDINE/ZIDOVUDINE MYLAN"			
"mp23531-1636"	"Rivastigmin Sandoz"	"Sandoz"	"Brand Name"	"43130504"	"RIVASTIGMINE SANDOZ"			
"mp15560-2386"	"Lodixal"	"Mylan EPD"	"Brand Name"	"36256827"	"Lodixal"			
"mp4465-1818"	"Carbosin"	"Teva"	"Brand Name"	"36256235"	"Carbosin"			
"mp24935-1446"	"Sostilar"	"Pfizer"	"Brand Name"	"36256806"	"Sostilar"			
"mp7930-1289"	"Dobutrexmylan"	"Mylan"	"Brand Name"	"40756392"	"Dobutrex"			
"mp24521-1289"	"Sildenafil Mylan"	"Mylan"	"Brand Name"	"43130959"	"SILDENAFIL MYLAN"			
"mp16790-1172"	"Metformax"	"Menarini"	"Brand Name"	"36256363"	"Metformax"			
"mp17509-2097"	"Mizollen"	"Sanofi Belgium"	"Brand Name"	"19018090"	"Mizollen"			
"mp7922-612"	"Dobutamine EG"	"Eurogenerics"	"Brand Name"	"36256551"	"Dobutamine EG"			
"mp18762-1636"	"Nevirapine Sandoz"	"Sandoz"	"Brand Name"	"43130879"	"NEVIRAPINE SANDOZ"			
"mp14043-604"	"Keforal"	"Eurocept"	"Brand Name"	"43127708"	"KEFORAL"			
"mp13045-1263"	"Inegy"	"MSD"	"Brand Name"	"21018288"	"Inegy"			
"mp10488-1529"	"Flixonase Aqua"	"PI-Pharma"	"Brand Name"	"40756281"	"Flixonase"			
"mp11445-1636"	"Galantamin Sandoz"	"Sandoz"	"Brand Name"	"43130582"	"GALANTAMINE SANDOZ"			
"mp1909-521"	"Apranax"	"CSP Benelux"	"Brand Name"	"43127546"	"APRANAX"			
"mp5496-612"	"Citalopram EG"	"Eurogenerics"	"Brand Name"	"43127121"	"CITALOPRAM EG"			
"mp17962-1271"	"MS Contin"	"Mundipharma"	"Brand Name"	"19045914"	"MS Contin"			
"mp2113-281"	"Artiss"	"Baxter"	"Brand Name"	"19027456"	"Artiss"			
"mp33357-273"	"Dexamgel"	"Bausch & Lomb"	"Brand Name"	"36256150"	"Dexamgel"			
"mp32672-1727"	"Buccolam"	"Shire"	"Brand Name"	"21015066"	"Buccolam"			
"mp23549-1289"	"Rivastigmine Mylan"	"Mylan"	"Brand Name"	"43130502"	"RIVASTIGMINE MYLAN"			
"mp37416-1818"	"Pramipexole Teva"	"Teva"	"Brand Name"	"43129072"	"PRAMIPEXOLE TEVA"			
"mp29108-1784"	"Vitamine B1 Sterop"	"Sterop"	"Brand Name"	"36256298"	"Vitamine B1 Sterop"			
"mp8599-927"	"Dysport"	"Ipsen"	"Brand Name"	"19021621"	"Dysport"			
"mp10504-828"	"Flolan"	"GSK"	"Brand Name"	"19011041"	"Flolan"			
"mp13144-562"	"Inovelon"	"Eisai"	"Brand Name"	"21014848"	"Inovelon"			
"mp19364-1354"	"NovoMix 30"	"Novo Nordisk"	"Brand Name"	"44020986"	"Novomix"			
"mp22608-1909"	"Qvar"	"UCB"	"Brand Name"	"19088004"	"Qvar"			
"mp19034-1172"	"Nobiten"	"Menarini"	"Brand Name"	"36256808"	"Nobiten"			
"mp29553-935"	"Xeplion"	"Janssen-Cilag"	"Brand Name"	"21018230"	"Xeplion"			
"mp14654-612"	"Latanoprost EG"	"Eurogenerics"	"Brand Name"	"43128333"	"LATANOPROST EG"			
"mp27631-1966"	"Trizivir"	"ViiV"	"Brand Name"	"19006139"	"Trizivir"			
"mp4770-1636"	"Ceftriaxone Sandoz"	"Sandoz"	"Brand Name"	"43127326"	"CEFTRIAXONE SANDOZ"			
"mp3715-612"	"Bromhexine EG"	"Eurogenerics"	"Brand Name"	"36256812"	"Bromhexine EG"			
"mp33365-1347"	"Entresto"	"Novartis Pharma"	"Brand Name"	"46275726"	"Entresto"			
"mp31005-331"	"Plegridy"	"Biogen"	"Brand Name"	"45775150"	"Plegridy"			
"mp25270-2097"	"Stilnoct"	"Sanofi Belgium"	"Brand Name"	"19015450"	"Stilnoct"			
"mp7146-232"	"Deca-Durabolin"	"Aspen"	"Brand Name"	"19047480"	"Deca-Durabolin"			
"mp9134-323"	"Enterol"	"Biocodex"	"Brand Name"	"36256596"	"Enterol"			
"mp18341-1636"	"Naproxen Sandoz"	"Sandoz"	"Brand Name"	"40812649"	"Naproxen Sandoz"			
"mp19885-1529"	"Omeprazole Mylan"	"PI-Pharma"	"Brand Name"	"43131695"	"OMEPRAZOLE MYLAN"			
"mp33076-190"	"Repatha"	"Amgen"	"Brand Name"	"46287488"	"Repatha"			
"mp14993-1818"	"Letrozole Teva"	"Teva"	"Brand Name"	"43128645"	"LETROZOLE TEVA"			
"mp19851-1529"	"Omeprazol Sandoz"	"PI-Pharma"	"Brand Name"	"43131705"	"OMEPRAZOLE SANDOZ"			
"mp4077-1982"	"Calmiplant"	"VSM"	"Brand Name"	"36256243"	"Calmiplant"			
"mp32771-570"	"Abasaglar"	"Eli Lilly"	"Brand Name"	"21018121"	"Abasaglar"			
"mp4648-1800"	"Cedocard"	"Takeda"	"Brand Name"	"19013263"	"Cedocard"			
"mp22152-1628"	"Prolopa 125"	"Roche"	"Brand Name"	"40814523"	"Prolopa"			
"mp22053-1784"	"Procaine HCl Sterop"	"Sterop"	"Brand Name"	"36256595"	"Procaine.HCl Sterop"			
"mp31856-2303"	"Aripiprazol Krka"	"KRKA"	"Brand Name"	"43565715"	"Aripiprazol Krka"			
"mp28217-1933"	"Valdispert Stress"	"Vemedia"	"Brand Name"	"43576059"	"Valdispert"			
"mp20230-1636"	"Orlistat Sandoz"	"Sandoz"	"Brand Name"	"36256346"	"Orlistat Sandoz"			
"mp3426-1289"	"Bisoprolol Mylan"	"Mylan"	"Brand Name"	"43126296"	"BISOPROLOL MYLAN"			
"mp15479-1065"	"Litak"	"Lipomed"	"Brand Name"	"21014853"	"Litak"			
"mp32623-1636"	"Aripiprazol Sandoz"	"Sandoz"	"Brand Name"	"43127559"	"ARIPIPRAZOLE SANDOZ"			
"mp20644-612"	"Pamidronate EG"	"Eurogenerics"	"Brand Name"	"36256413"	"Pamidronate EG"			
"mp38265-1222"	"Noranelle 30/150"	"Mithra"	"Brand Name"	"36256371"	"Noranelle"			
"mp20222-232"	"Orgaran"	"Aspen"	"Brand Name"	"19080845"	"Orgaran"			
"mp4341-1412"	"Carbaglu"	"Orphan Europe"	"Brand Name"	"40173747"	"Carbaglu"			
"mp25437-612"	"Sulfarlem S25"	"Eurogenerics"	"Brand Name"	"43131736"	"SULFARLEM"			
"mp25122-1404"	"Stalevo"	"Orion"	"Brand Name"	"43525499"	"Stalevo"			
"mp19091-760"	"Levorichter 30"	"Gedeon Richter"	"Brand Name"	"36777131"	"Levorichter 30"			
"mp19125-1354"	"Norditropin"	"Novo Nordisk"	"Brand Name"	"19044015"	"Norditropin"			
"mp24620-1289"	"Simvastatine Mylan"	"Mylan"	"Brand Name"	"43131202"	"SIMVASTATINE MYLAN"			
"mp8235-1982"	"Dormiplant Mono"	"VSM"	"Brand Name"	"36256164"	"Dormiplant Mono"			
"mp9605-1636"	"Etoposid Sandoz"	"Sandoz"	"Brand Name"	"40805637"	"Etoposid Sandoz"			
"mp21782-1743"	"Pravafenix"	"SMB"	"Brand Name"	"40815047"	"Pravafenix"			
"mp9944-414"	"Factane"	"C.A.F. - D.C.F."	"Brand Name"	"43129534"	"FACTANE"			
"mp32276-1818"	"Aripiprazole Teva"	"Teva"	"Brand Name"	"43127560"	"ARIPIPRAZOLE TEVA"			
"mp29033-943"	"Visine"	"Johnson & Johnson Consumer"	"Brand Name"	"19088883"	"Visine"			
"mp20974-1115"	"Parlodel"	"Meda Pharma"	"Brand Name"	"19041783"	"Parlodel"			
"mp28241-612"	"Valproate EG"	"Eurogenerics"	"Brand Name"	"43129135"	"VALPROATE DE SODIUM EG"			
"mp5579-828"	"Clamoxyl"	"GSK"	"Brand Name"	"43127148"	"CLAMOXYL"			
"mp11767-1636"	"Gliclazide Sandoz"	"Sandoz"	"Brand Name"	"43130810"	"GLICLAZIDE SANDOZ"			
"mp19331-1115"	"Novolizer Budesonide"	"Meda Pharma"	"Brand Name"	"36256503"	"Novolizer Budesonide"			
"mp2253-1552"	"Astrexine"	"Pierre Fabre Sante"	"Brand Name"	"36256832"	"Astrexine"			
"mp5876-1073"	"Clopixol"	"Lundbeck"	"Brand Name"	"19026952"	"Clopixol"			
"mp14431-828"	"Lamisil"	"GSK"	"Brand Name"	"19070961"	"Lamisil"			
"mp8938-1446"	"Elvorine"	"Pfizer"	"Brand Name"	"43128621"	"ELVORINE"			
"mp23705-1289"	"Ropinirole Mylan"	"Mylan"	"Brand Name"	"43130528"	"ROPINIROLE MYLAN"			
"mp14225-1321"	"Klean-Prep"	"Norgine"	"Brand Name"	"21017788"	"Klean-Prep"			
"mp7773-1529"	"Diovane"	"PI-Pharma"	"Brand Name"	"40804316"	"Diovane"			
"mp6635-1263"	"Cozaar"	"MSD"	"Brand Name"	"19021364"	"Cozaar"			
"mp13854-1263"	"Januvia"	"MSD"	"Brand Name"	"19089883"	"Januvia"			
"mp32706-745"	"Curanail"	"Galderma"	"Brand Name"	"21018575"	"Loceryl Curanail"			
"mp40311-562"	"Zonegran"	"Eisai"	"Brand Name"	"19100328"	"Zonegran"			
"mp33571-2303"	"Donepezil Krka"	"KRKA"	"Brand Name"	"43127961"	"DONEPEZIL KRKA"			
"mp29306-661"	"Vytaros"	"Ferring"	"Brand Name"	"36777168"	"Vytaros"			
"mp18267-1032"	"Naglazyme"	"LCA"	"Brand Name"	"19079782"	"Naglazyme"			
"mp32318-1826"	"Dualkopt"	"Thea"	"Brand Name"	"43128253"	"DUALKOPT"			
"mp12583-2097"	"Hyperlipen"	"Sanofi Belgium"	"Brand Name"	"36256825"	"Hyperlipen"			
"mp32565-257"	"Duaklir"	"AstraZeneca"	"Brand Name"	"21018511"	"Duaklir"			
"mp24265-257"	"Selozok"	"AstraZeneca"	"Brand Name"	"40816653"	"Selozok"			
"mp18663-1180"	"Nesivine"	"Merck"	"Brand Name"	"36256835"	"Nesivine"			
"mp26419-612"	"Terbinafine EG"	"Eurogenerics"	"Brand Name"	"43127833"	"TERBINAFINE EG"			
"mp32979-67"	"Bendamustine Accord"	"Accord"	"Brand Name"	"35406636"	"BENDAMUSTINE ACCORD"			
"mp24182-1867"	"Sedistress"	"Tilman"	"Brand Name"	"36256626"	"Sedistress"			
"mp29876-1446"	"Zarontin"	"Pfizer"	"Brand Name"	"19044630"	"Zarontin"			
"mp33308-1636"	"Tramadol / Paracetamol Sandoz"	"Sandoz"	"Brand Name"	"43128484"	"TRAMADOL/PARACETAMOL SANDOZ"			
"mp13938-1784"	"Kali-Sterop"	"Sterop"	"Brand Name"	"36256769"	"Kali-Sterop"			
"mp4168-1636"	"Candesartan Sandoz"	"Sandoz"	"Brand Name"	"43126527"	"CANDESARTAN SANDOZ"			
"mp16261-232"	"Marcaine"	"Aspen"	"Brand Name"	"40227194"	"Marcaine"			
"mp39206-2303"	"Ivabradine Krka"	"KRKA"	"Brand Name"	"36777175"	"Ivabradine Krka"			
"mp11015-927"	"Forlax"	"Ipsen"	"Brand Name"	"43130320"	"FORLAX"			
"mp32821-1636"	"Rasagilin Sandoz"	"Sandoz"	"Brand Name"	"36256493"	"Rasagilin Sandoz"			
"mp27615-1529"	"Tritace"	"PI-Pharma"	"Brand Name"	"40756475"	"Tritace"			
"mp24737-935"	"Sirturo"	"Janssen-Cilag"	"Brand Name"	"43012940"	"Sirturo"			
"mp20610-1271"	"Palladone"	"Mundipharma"	"Brand Name"	"19087876"	"Palladone"			
"mp32763-67"	"Accofil"	"Accord"	"Brand Name"	"21018532"	"Accofil"			
"mp28225-1701"	"Valdoxan"	"Servier"	"Brand Name"	"21014411"	"Valdoxan"			
"mp27854-232"	"Ultiva"	"Aspen"	"Brand Name"	"19023534"	"Ultiva"			
"mp25130-2097"	"Stamaril"	"Sanofi Belgium"	"Brand Name"	"1593654"	"Stamaril"			
"mp37390-1818"	"Caspofungin Teva"	"Teva"	"Brand Name"	"36256480"	"Caspofungin Teva"			
"mp7450-554"	"Desopop"	"Effik"	"Brand Name"	"43131837"	"DESOPOP"			
"mp26427-1289"	"Terbinafine Mylan"	"Mylan"	"Brand Name"	"43127836"	"TERBINAFINE MYLAN"			
"mp1149-1636"	"Almotriptan Sandoz"	"Sandoz"	"Brand Name"	"43127219"	"ALMOTRIPTAN SANDOZ"			
"mp14886-612"	"Lercanidipine EG"	"Eurogenerics"	"Brand Name"	"43128366"	"LERCANIDIPINE EG"			
"mp18465-299"	"Nebido"	"Bayer"	"Brand Name"	"21017555"	"Nebido"			
"mp15016-935"	"Leustatin"	"Janssen-Cilag"	"Brand Name"	"36777193"	"Leustatin"			
"mp22228-612"	"Propranolol EG"	"Eurogenerics"	"Brand Name"	"43129427"	"PROPRANOLOL EG"			
"mp26898-1347"	"Tobi"	"Novartis Pharma"	"Brand Name"	"19082884"	"Tobi"			
"mp2089-1529"	"Arteoptic"	"PI-Pharma"	"Brand Name"	"43565591"	"Arteoptic"			
"mp15396-885"	"Lipitor"	"Impexeco"	"Brand Name"	"19023381"	"Lipitor"			
"mp943-1743"	"Algocod"	"SMB"	"Brand Name"	"36256356"	"Algocod"			
"mp455-166"	"Aculare"	"Allergan"	"Brand Name"	"19023202"	"Acular"			
"mp9100-281"	"Endoxan"	"Baxter"	"Brand Name"	"19026309"	"Endoxana"			
"mp22590-240"	"Qutenza"	"Astellas"	"Brand Name"	"40168120"	"Qutenza"			
"mp38992-2998"	"Tymaki"	"Amophar"	"Brand Name"	"36777117"	"Tymaki"			
"mp27193-661"	"Tractocile"	"Ferring"	"Brand Name"	"21017246"	"Tractocile"			
"mp8862-1289"	"Elisamylan"	"Mylan"	"Brand Name"	"36256378"	"Elisamylan"			
"mp3368-1818"	"Bisacodyl Teva"	"Teva"	"Brand Name"	"36256848"	"Bisacodyl Teva"			
"mp29827-2097"	"Zaltrap"	"Sanofi Belgium"	"Brand Name"	"42874109"	"Zaltrap"			
"mp6502-1818"	"Copaxone"	"Teva"	"Brand Name"	"19016114"	"Copaxone"			
"mp26625-1784"	"Thermo Cream"	"Sterop"	"Brand Name"	"36256230"	"Thermo Cream"			
"mp26690-1636"	"Tibolinia"	"Sandoz"	"Brand Name"	"36256384"	"Tibolinia"			
"mp30551-828"	"Anoro"	"GSK"	"Brand Name"	"44785563"	"Anoro"			
"mp24927-2097"	"Sorbitol Delalande"	"Sanofi Belgium"	"Brand Name"	"43131245"	"SORBITOL DELALANDE"			
"mp23358-1347"	"Riamet"	"Novartis Pharma"	"Brand Name"	"21018068"	"Riamet"			
"mp23689-1636"	"Ropinirol Sandoz"	"Sandoz"	"Brand Name"	"43130530"	"ROPINIROLE SANDOZ"			
"mp10769-273"	"Natriumfluoresceine Minims"	"Bausch & Lomb"	"Brand Name"	"43253029"	"Fluorescein Sodium Minims"			
"mp30338-661"	"Zomacton"	"Ferring"	"Brand Name"	"46221378"	"Zomacton"			
"mp1693-299"	"Androcur"	"Bayer"	"Brand Name"	"21018407"	"Androcur"			
"mp25155-1115"	"Staurodorm"	"Meda Pharma"	"Brand Name"	"40817075"	"Staurodorm N Mpa"			
"mp29488-2097"	"Xatral"	"Sanofi Belgium"	"Brand Name"	"40756338"	"Xatral"			
"mp4655-2485"	"Cedur"	"Aurobindo"	"Brand Name"	"43568373"	"Cedur"			
"mp5595-299"	"Clarinase"	"Bayer"	"Brand Name"	"43252525"	"Clarinase"			
"mp30239-612"	"Zolmitriptan EG"	"Eurogenerics"	"Brand Name"	"43131025"	"ZOLMITRIPTAN EG"			
"mp33761-67"	"Imatinib Accord"	"Accord"	"Brand Name"	"35406722"	"IMATINIB ACCORD"			
"mp16576-612"	"Memantine EG"	"Eurogenerics"	"Brand Name"	"43129846"	"MEMANTINE EG"			
"mp19869-1818"	"Omeprazol Teva"	"Teva"	"Brand Name"	"43131707"	"OMEPRAZOLE TEVA"			
"mp3582-1636"	"Bradley"	"Sandoz"	"Brand Name"	"36256517"	"Bradley"			
"mp26781-1826"	"Timabak"	"Thea"	"Brand Name"	"43128136"	"TIMABAK"			
"mp14415-1529"	"Lambipol"	"PI-Pharma"	"Brand Name"	"36256650"	"Lambipol"			
"mp23895-2444"	"Saflutan"	"Santen"	"Brand Name"	"21014930"	"Saflutan"			
"mp28142-2097"	"Vaccin Tegen Rabiës Merieux HDCV"	"Sanofi Belgium"	"Brand Name"	"43253317"	"Merieux Inactivated Rabies Vaccine"			
"mp8573-2386"	"Duspatalin"	"Mylan EPD"	"Brand Name"	"43128264"	"DUSPATALIN"			
"mp28704-240"	"Vesicare"	"Astellas"	"Brand Name"	"19069986"	"Vesicare"			
"mp19471-1610"	"Nurofen"	"Reckitt Benckiser"	"Brand Name"	"21016480"	"Nurofen"			
"mp27979-1115"	"Uralyt U"	"Meda Pharma"	"Brand Name"	"43576486"	"Uralyt-U"			
"mp19273-1933"	"Nosca-Mereprine"	"Vemedia"	"Brand Name"	"36256633"	"Nosca Mereprine"			
"mp11148-1727"	"Fosrenol"	"Shire"	"Brand Name"	"19036269"	"Fosrenol"			
"mp31112-2303"	"Losartan Krka"	"KRKA"	"Brand Name"	"43129307"	"LOSARTAN KRKA"			
"mp25015-1172"	"Spasmomen"	"Menarini"	"Brand Name"	"36256632"	"Spasmomen"			
"mp7021-943"	"Daktacort"	"Johnson & Johnson Consumer"	"Brand Name"	"21015485"	"Daktacort"			
"mp10173-935"	"Fentanyl"	"Janssen-Cilag"	"Brand Name"	"43129572"	"FENTANYL JANSSEN"			
"mp10454-1180"	"Flexagile"	"Merck"	"Brand Name"	"36256763"	"Flexagile"			
"mp21055-1602"	"Pe-Tam"	"Qualiphar"	"Brand Name"	"36256810"	"Pe-Tam"			
"mp27813-1347"	"Tyverb"	"Novartis Pharma"	"Brand Name"	"21017610"	"Tyverb"			
"mp29439-1040"	"Xamiol"	"Leo"	"Brand Name"	"21014985"	"Xamiol"			
"mp11197-2097"	"Frisium"	"Sanofi Belgium"	"Brand Name"	"19014190"	"Frisium"			
"mp33563-2485"	"Rasagiline AB"	"Aurobindo"	"Brand Name"	"36256690"	"Rasagiline AB"			
"mp10058-1529"	"Femara"	"PI-Pharma"	"Brand Name"	"19048060"	"Femara"			
"mp6114-1818"	"Co-Losartan Teva"	"Teva"	"Brand Name"	"36256181"	"Co-Losartan Teva"			
"mp28258-1289"	"Valproate Mylan"	"Mylan"	"Brand Name"	"43129137"	"VALPROATE DE SODIUM MYLAN"			
"mp31435-2337"	"Xogel"	"Septodont"	"Brand Name"	"43130980"	"XOGEL ADULTE"			
"mp19430-2097"	"Nozinan"	"Sanofi Belgium"	"Brand Name"	"21015465"	"Nozinan"			
"mp12633-216"	"Ibandronate Apotex"	"Apotex"	"Brand Name"	"36256380"	"Ibandronate Apotex"			
"mp24703-1073"	"Sipralexa"	"Lundbeck"	"Brand Name"	"36256307"	"Sipralexa"			
"mp26864-2923"	"Tiorfix"	"Bioprojet Benelux"	"Brand Name"	"36777181"	"Tiorfix"			
"mp33555-935"	"Trevicta"	"Janssen-Cilag"	"Brand Name"	"35406483"	"TREVICTA"			
"mp29561-190"	"Xgeva"	"Amgen"	"Brand Name"	"40230509"	"Xgeva"			
"mp26641-2097"	"Thymoglobuline"	"Sanofi Belgium"	"Brand Name"	"43254229"	"Thymoglobuline"			
"mp11239-1446"	"FSME Immun"	"Pfizer"	"Brand Name"	"40806877"	"Fsme Immun"			
"mp38919-1826"	"Softacor"	"Thea"	"Brand Name"	"40756405"	"Softacort"			
"mp539-1636"	"Adoport"	"Sandoz"	"Brand Name"	"21018594"	"Adoport"			
"mp34157-661"	"Nocdurna"	"Ferring"	"Brand Name"	"1559838"	"Nocdurna"			
"mp22566-1289"	"Quetiapine Mylan"	"Mylan"	"Brand Name"	"43574680"	"Quetiapin Mylan"			
"mp17350-1628"	"Mircera"	"Roche"	"Brand Name"	"45775167"	"Mircera"			
"mp20420-1289"	"Oxcarbazepine Mylan"	"Mylan"	"Brand Name"	"43132004"	"OXCARBAZEPINE MYLAN"			
"mp10355-323"	"Flammacerium"	"Biocodex"	"Brand Name"	"21016208"	"Flammacerium"			
"mp10645-2097"	"Fludara"	"Sanofi Belgium"	"Brand Name"	"36416849"	"Fludara"			
"mp6775-2428"	"Cyanokit"	"SERB"	"Brand Name"	"19005509"	"Cyanokit"			
"mp25007-1115"	"Spasmine"	"Meda Pharma"	"Brand Name"	"43131410"	"SPASMINE"			
"mp8268-1446"	"Dostinex"	"Pfizer"	"Brand Name"	"19015777"	"Dostinex"			
"mp12302-943"	"Hextril"	"Johnson & Johnson Consumer"	"Brand Name"	"43131312"	"HEXTRIL"			
"mp33779-612"	"Imatinib EG"	"Eurogenerics"	"Brand Name"	"35406507"	"IMATINIB EG"			
"mp9985-1172"	"Fastum"	"Menarini"	"Brand Name"	"36256734"	"Fastum"			
"mp13656-2386"	"Isoptine"	"Mylan EPD"	"Brand Name"	"19046636"	"Isoptin"			
"mp38109-1271"	"Truxima"	"Mundipharma"	"Brand Name"	"1355786"	"Truxima"			
"mp10629-1529"	"Fluconazole Sandoz"	"PI-Pharma"	"Brand Name"	"43129994"	"FLUCONAZOLE SANDOZ"			
"mp4929-1966"	"Celsentri"	"ViiV"	"Brand Name"	"21015218"	"Celsentri"			
