concept_code,note
M08.0,"Juvenile rheumatoid arthritis with or without rheumatoid factor"
M08.2,"Still's disease NOS"
M08.3,"Chronic juvenile polyarthritis"
M10.0,"Gouty bursitis"
M10.0,"Primary gout"
M10.0,"Urate tophus of heart+ (I43.8*)"
M11.2,"Chondrocalcinosis NOS"
M12.8,"Transient arthropathy"
M13.8,"Allergic arthritis"
M13.9,"Arthropathy NOS"
M14.0,"Gouty arthropathy in Lesch-Nyhan syndrome (E79.1+)"
M14.0,"Gouty arthropathy in sickle-cell disorders (D57.-+)"
M14.1,"Crystal arthropathy in hyperparathyroidism (E21.-+)"
M14.5,"Arthropathy in acromegaly and pituitary gigantism (E22.0+)"
M14.5,"Arthropathy in haemochromatosis (E83.1+)"
M14.5,"Arthropathy in hypothyroidism (E00-E03+)"
M14.5,"Arthropathy in thyrotoxicosis [hyperthyroidism] (E05.-+)"
M14.6,"Charcot's or tabetic arthropathy (A52.1+)"
M14.6,"Diabetic neuropathic arthropathy (E10-E14+"
M14.8,"&nbsp;&nbsp;&middot; multiforme (L51.-+)"
M14.8,"&nbsp;&nbsp;&middot; nodosum (L52+)"
M14.8,"&nbsp;&nbsp;&middot; nodosum sarcoidosis (D86.8+)"
M14.8,"&nbsp;&nbsp;&middot; nodosum Whipple's disease (K90.8+)"
,"Disorders affecting predominantly peripheral (limb) joints"
,"osteoarthritis of spine (M47.-)"
M15.3,"Post-traumatic polyarthrosis"
M15.9,"Generalized osteoarthritis NOS"
M16.1,"Primary coxarthrosis NOS"
M16.1,"Primary coxarthrosis unilateral"
M16.3,"Dysplastic coxarthrosis NOS"
M16.3,"Dysplastic coxarthrosis unilateral"
M16.5,"Post-traumatic coxarthrosis NOS"
M16.5,"Post-traumatic coxarthrosis unilateral"
M16.7,"Secondary coxarthrosis NOS"
M16.7,"Secondary coxarthrosis unilateral"
M17.1,"Primary gonarthrosis NOS"
M17.1,"Primary gonarthrosis unilateral"
M17.3,"Post-traumatic gonarthrosis NOS"
M17.3,"Post-traumatic gonarthrosis unilateral"
M17.5,"Secondary gonarthrosis NOS"
M17.5,"Secondary gonarthrosis unilateral"
M18.1,"Primary arthrosis of first carpometacarpal joint NOS"
M18.1,"Primary arthrosis of first carpometacarpal joint unilateral"
M18.3,"Post-traumatic arthrosis of first carpometacarpal joint NOS"
M18.3,"Post-traumatic arthrosis of first carpometacarpal joint unilateral"
M18.5,"Secondary arthrosis of first carpometacarpal joint NOS"
M18.5,"Secondary arthrosis of first carpometacarpal joint unilateral"
M19.0,"Primary arthrosis NOS"
M19.1,"Post-traumatic arthrosis NOS"
M19.2,"Secondary arthrosis NOS"
,"Disorders affecting predominantly peripheral (limb) joints"
,"joints of the spine (M40-M54)"
M20.0,"Boutonni&egrave;re and swan-neck deformities"
M20.1,"Bunion"
M20.3,"Hallux varus"
The,"ankylosis (M24.6)"
The,"current injury - see injury to the knee and lower leg (S80-S89)"
The,"deformity of knee (M21.-)"
The,"disorders of patella (M22.-)"
The,"osteochondritis dissecans (M93.2)"
The,"recurrent dislocation or subluxation (M24.4)"
The,"recurrent dislocation or subluxation patella (M22.0-M22.1)"
M23.2,"Old bucket-handle tear"
M23.8,"Laxity of ligament of knee"
M23.8,"Snapping knee"
M24.2,"Instability secondary to old ligament injury"
M24.2,"Ligamentous laxity NOS"
M24.8,"Irritable hip"
,"autoimmune disease NOS"
,"autoimmune disease systemic"
,"collagen (vascular) disease NOS"
,"collagen (vascular) disease systemic"
,"autoimmune disease, single organ or single cell-type (code to relevant condition category)"
M30.1,"Allergic granulomatous angiitis"
M30.8,"Polyangiitis overlap syndrome"
M31.0,"Goodpasture's syndrome"
M31.1,"Thrombotic thrombocytopenic purpura"
M31.3,"Necrotizing respiratory granulomatosis"
M31.8,"Hypocomplementaemic vasculitis"
M32.1,"Libman-Sacks disease (I39.-*)"
M32.1,"Lupus pericarditis (I32.8*)"
M32.1,"Systemic lupus erythematosus with kidney involvement (N08.5*, N16.4*)"
M32.1,"Systemic lupus erythematosus with lung involvement (J99.1*)"
M34.8,"Systemic sclerosis with lung involvement+ (J99.1*)"
M34.8,"Systemic sclerosis with myopathy+ (G73.7*)"
M35.0,"Sj&ouml;gren's syndrome with keratoconjunctivitis+ (H19.3*)"
M35.0,"Sj&ouml;gren's syndrome with lung involvement+ (J99.1*)"
M35.0,"Sj&ouml;gren's syndrome with myopathy+ (G73.7*)"
M35.0,"Sj&ouml;gren's syndrome with renal tubulo-interstitial disorders+ (N16.4*)"
M35.1,"Mixed connective tissue disease"
M35.7,"Familial ligamentous laxity"
M35.9,"Autoimmune disease (systemic) NOS"
M35.9,"Collagen (vascular) disease NOS"
M36.1,"Arthropathy in leukaemia (C91-C95+)"
M36.1,"Arthropathy in malignant histiocytosis (C96.1+)"
M36.1,"Arthropathy in multiple myeloma (C90.0+)"
M36.4,"Arthropathy in Henoch(-Sch&ouml;nlein) purpura (D69.0+)"
M36.8,"Systemic disorders of connective tissue in hypogammaglobulinaemia (D80.-+)"
M36.8,"Systemic disorders of connective tissue in ochronosis (E70.2+)"
,"kyphoscoliosis (M41.-)"
,"kyphosis and lordosis congenital (Q76.4)"
,"kyphosis and lordosis postprocedural (M96.-)"
M40.4,"Lordosis acquired"
M40.4,"Lordosis postural"
M41.1,"Adolescent scoliosis"
M42.0,"Calv&eacute;'s disease"
M42.0,"Scheuermann's disease"
M43.2,"Ankylosis of spinal joint"
M43.9,"Curvature of spine NOS"
,"Rheumatoid arthritis of spine"
,"arthropathy in Reiter's disease (M02.3)"
,"Beh&ccedil;et's disease (M35.2)"
,"juvenile (ankylosing) spondylitis (M08.1)"
M46.0,"Disorder of ligamentous or muscular attachments of spine"
M47.1,"Spondylogenic compression of spinal cord+ (G99.2*)"
M48.0,"Caudal stenosis"
M48.1,"Diffuse idiopathic skeletal hyperostosis [DISH]"
M48.4,"Stress fracture of vertebra"
M48.5,"Collapsed vertebra NOS"
M48.5,"Wedging of vertebra NOS"
M48.8,"Ossification of posterior longitudinal ligament"
M49.0,"Pott's curvature"
M49.4,"Neuropathic spondylopathy in syringomyelia and syringobulbia (G95.0+)"
M49.4,"Neuropathic spondylopathy in tabes dorsalis (A52.1+)"
M49.5,"Metastatic fracture of vertebra (C79.5+)"
,"current injury - see injury of spine by body region"
," discitis NOS (M46.4)"
M51.1,"Sciatica due to intervertebral disc disorder"
M51.2,"Lumbago due to displacement of intervertebral disc"
M53.0,"Posterior cervical sympathetic syndrome"
M53.3,"Coccygodynia"
M54.1,"Neuritis or radiculitis brachial NOS"
M54.1,"Neuritis or radiculitis lumbar NOS"
M54.1,"Neuritis or radiculitis lumbosacral NOS"
M54.1,"Neuritis or radiculitis thoracic NOS"
M54.1,"Radiculitis NOS"
M54.5,"Loin pain"
M54.5,"Low back strain"
M54.5,"Lumbago NOS"
M54.9,"Backache NOS"
,"dermatopolymyositis (M33.-)"
,"muscular dystrophies and myopathies (G71-G72)"
,"myopathy in amyloidosis (E85.-)"
,"myopathy in polyarteritis nodosa (M30.0)"
,"myopathy in rheumatoid arthritis (M05.3)"
,"myopathy in scleroderma (M34.-)"
,"myopathy in Sj&ouml;gren's syndrome (M35.0)"
,"myopathy in systemic lupus erythematosus (M32.-)"
M60.0,"Tropical pyomyositis"
M61.1,"Fibrodysplasia ossificans progressiva"
M61.2,"Myositis ossificans associated with quadriplegia or paraplegia"
M61.3,"Myositis ossificans associated with burns"
M62.5,"Disuse atrophy NEC"
M62.8,"Muscle (sheath) hernia"
M63.0,"Myositis in leprosy [Hansen's disease] (A30.-+)"
M63.0,"Myositis in syphilis (A51.4+, A52.7+)"
M63.1,"Myositis in cysticercosis (B69.8+)"
M63.1,"Myositis in schistosomiasis [bilharziasis] (B65.-+)"
M63.1,"Myositis in toxoplasmosis (B58.8+)"
M63.1,"Myositis in trichinellosis (B75+)"
M63.2,"Myositis in mycosis (B35-B49+)"
M65.3,"Nodular tendinous disease"
M66.1,"Rupture of synovial cyst"
M66.5,"Rupture at musculotendinous junction, nontraumatic"
M67.3,"Toxic synovitis"
M67.4,"Ganglion of joint or tendon (sheath)"
M68.0,"Synovitis or tenosynovitis in gonorrhoea (A54.4+)"
M68.0,"Synovitis or tenosynovitis in syphilis (A52.7+)"
M68.0,"Synovitis or tenosynovitis in tuberculosis (A18.0+)"
M70.6,"Trochanteric tendinitis"
M70.7,"Ischial bursitis"
M71.3,"Synovial cyst NOS"
M71.9,"Bursitis NOS"
M72.2,"Plantar fasciitis"
M72.4,"Nodular fasciitis"
M72.8,"Abscess of fascia"
M72.9,"Fasciitis NOS"
M72.9,"Fibromatosis NOS"
M75.0,"Frozen shoulder"
M75.0,"Periarthritis of shoulder"
M75.1,"Rotator cuff or supraspinatus tear or rupture (complete)(incomplete), not specified as traumatic"
M75.1,"Supraspinatus syndrome"
M75.3,"Calcified bursa of shoulder"
M76.6,"Achilles bursitis"
M76.8,"Anterior tibial syndrome"
M76.8,"Posterior tibial tendinitis"
M77.1,"Tennis elbow"
M77.9,"Bone spur NOS"
M77.9,"Capsulitis NOS"
M77.9,"Periarthritis NOS"
M77.9,"Tendinitis NOS"
M79.0,"Fibromyalgia"
M79.0,"Fibrositis"
M81.8,"Senile osteoporosis"
M83.2,"Postsurgical malabsorption osteomalacia in adults"
M84.3,"Stress fracture NOS"
M84.4,"Pathological fracture NOS"
M85.8,"Hyperostosis of bones, except skull"
,"postprocedural osteopathies (M96.-)"
M86.8,"Brodie's abscess"
M86.9,"Infection of bone NOS"
M86.9,"Periostitis without mention of osteomyelitis"
M89.0,"Shoulder-hand syndrome"
M89.0,"Sudeck's atrophy"
M89.0,"Sympathetic reflex dystrophy"
M89.4,"Marie-Bamberger disease"
M89.4,"Pachydermoperiostosis"
M89.8,"Infantile cortical hyperostoses"
M89.8,"Post-traumatic subperiosteal ossification"
M90.1,"Secondary syphilitic periostitis (A51.4+)"
M90.2,"Osteomyelitis echinococcal (B67.2+)"
M90.2,"Osteomyelitis gonococcal (A54.4+)"
M90.2,"Osteomyelitis salmonella (A02.2+)"
M90.2,"Syphilitic osteopathy or osteochondropathy (A50.5+, A52.7+)"
M90.6,"Osteitis deformans in malignant neoplasm of bone (C40-C41+)"
M90.8,"Osteopathy in renal osteodystrophy (N25.0+)"
,"postprocedural chondropathies (M96.-)"
M91.0,"Osteochondrosis (juvenile) of acetabulum"
M91.0,"Osteochondrosis (juvenile) of iliac crest [Buchanan]"
M91.0,"Osteochondrosis (juvenile) of ischiopubic synchondrosis [van Neck]"
M91.0,"Osteochondrosis (juvenile) of symphisis pubis [Pierson]"
M91.2,"Hip deformity due to previous juvenile osteochondrosis"
M91.8,"Juvenile osteochondrosis after reduction of congenital dislocation of hip"
M92.0,"Osteochondrosis (juvenile) of capitulum of humerus [Panner]"
M92.0,"Osteochondrosis (juvenile) of head of humerus [Haas]"
M92.1,"Osteochondrosis (juvenile) of lower ulna [Burns]"
M92.1,"Osteochondrosis (juvenile) of radial head [Brailsford]"
M92.2,"Osteochondrosis (juvenile) of carpal lunate [Kienb&ouml;ck]"
M92.2,"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire]"
M92.4,"Osteochondrosis (juvenile) of primary patellar centre [K&ouml;hler]"
M92.4,"Osteochondrosis (juvenile) of secondary patellar centre [Sinding-Larsen]"
M92.5,"Osteochondrosis (juvenile) of proximal tibia [Blount]"
M92.5,"Osteochondrosis (juvenile) of tibial tubercle [Osgood-Schlatter]"
M92.5,"Tibia vara"
M92.6,"Osteochondrosis (juvenile) of calcaneum [Sever]"
M92.6,"Osteochondrosis (juvenile) of os tibiale externum [Haglund]"
M92.6,"Osteochondrosis (juvenile) of talus [Diaz]"
M92.6,"Osteochondrosis (juvenile) of tarsal navicular [K&ouml;hler]"
M92.7,"Osteochondrosis (juvenile) of fifth metatarsus [Iselin]"
M92.7,"Osteochondrosis (juvenile) of second metatarsus [Freiberg]"
M92.8,"Calcaneal apophysitis"
M93.1,"Adult osteochondrosis of carpal lunate"
M96.8,"Instability of joint secondary to removal of joint prosthesis"
,"hypertensive renal disease (I12.-)"
The,"Minimal change lesion"
The,"Focal and segmental hyalinosis"
The,"Focal and segmental sclerosis"
The,"Focal glomerulonephritis"
The,"Membranoproliferative glomerulonephritis, types 1 and 3, or NOS"
The,"Membranoproliferative glomerulonephritis, type 2"
The,"Extracapillary glomerulonephritis"
The,"Proliferative glomerulonephritis NOS"
N08.0,"Glomerular disorders in Plasmodium malariae malaria (B52.0+)"
N08.0,"Glomerular disorders in mumps (B26.8+)"
N08.0,"Glomerular disorders in schistosomiasis [bilharziasis] (B65.-+)"
N08.0,"Glomerular disorders in septicaemia (A40-A41+)"
N08.0,"Glomerular disorders in strongyloidiasis (B78.-+)"
N08.0,"Glomerular disorders in syphilis (A52.7+)"
N08.1,"Glomerular disorders in multiple myeloma (C90.0+)"
N08.1,"Glomerular disorders in Waldenstr&ouml;m's macroglobulinaemia (C88.0+)"
N08.2,"Glomerular disorders in cryoglobulinaemia (D89.1+)"
N08.2,"Glomerular disorders in disseminated intravascular coagulation [defibrination syndrome] (D65+)"
N08.2,"Glomerular disorders in haemolytic-uraemic syndrome (D59.3+)"
N08.2,"Glomerular disorders in Henoch(-Sch&ouml;nlein) purpura (D69.0+)"
N08.2,"Glomerular disorders in sickle-cell disorders (D57.-+)"
N08.4,"Glomerular disorders in amyloidosis (E85.-+)"
N08.4,"Glomerular disorders in Fabry(-Anderson) disease (E75.2+)"
N08.4,"Glomerular disorders in lecithin cholesterol acyltransferase deficiency (E78.6+)"
N08.5,"Glomerular disorders in Goodpasture's syndrome (M31.0+)"
N08.5,"Glomerular disorders in polyarteritis nodosa (M30.0+)"
N08.5,"Glomerular disorders in systemic lupus erythematosus (M32.1+)"
N08.5,"Glomerular disorders in thrombotic thrombocytopenic purpura (M31.1+)"
N08.5,"Glomerular disorders in Wegener's granulomatosis (M31.3+)"
N08.8,"Glomerular disorders in subacute bacterial endocarditis (I33.0+)"
,"pyelonephritis"
,"pyeloureteritis cystica (N28.8)"
N10,"Acute infectious interstitial nephritis"
N10,"Acute pyelitis"
N10,"Acute pyelonephritis"
N11.0,"Pyelonephritis (chronic) associated with (vesicoureteral) reflux"
N11.8,"Nonobstructive chronic pyelonephritis NOS"
N11.9,"Chronic interstitial nephritis NOS"
N11.9,"Chronic pyelitis NOS"
N11.9,"Chronic pyelonephritis NOS"
N12,"Interstitial nephritis NOS"
N12,"Pyelitis NOS"
N12,"Pyelonephritis NOS"
N13.6,"Conditions in N13.0-N13.5 with infection"
N13.6,"Obstructive uropathy with infection"
N13.7,"Vesicoureteral reflux NOS"
N13.7,"Vesicoureteral reflux with scarring"
N13.9,"Urinary tract obstruction NOS"
N15.0,"Balkan endemic nephropathy"
N15.9,"Infection of kidney NOS"
N16.0,"Renal tubulo-interstitial disorders (due to)(in) brucellosis (A23.-+)"
N16.0,"Renal tubulo-interstitial disorders (due to)(in) diphtheria (A36.8+)"
N16.0,"Renal tubulo-interstitial disorders (due to)(in) salmonella infection (A02.2+)"
N16.0,"Renal tubulo-interstitial disorders (due to)(in) septicaemia (A40-A41+)"
N16.0,"Renal tubulo-interstitial disorders (due to)(in) toxoplasmosis (B58.8+)"
N16.1,"Renal tubulo-interstitial disorders in leukaemia (C91-C95+)"
N16.1,"Renal tubulo-interstitial disorders in lymphoma (C81-C85+, C96.-+)"
N16.1,"Renal tubulo-interstitial disorders in multiple myeloma (C90.0+)"
N16.2,"Renal tubulo-interstitial disorders in mixed cryoglobulinaemia (D89.1+)"
N16.2,"Renal tubulo-interstitial disorders in sarcoidosis (D86.-+)"
N16.3,"Renal tubulo-interstitial disorders in cystinosis (E72.0+)"
N16.3,"Renal tubulo-interstitial disorders in glycogen storage disease (E74.0+)"
N16.3,"Renal tubulo-interstitial disorders in Wilson's disease (E83.0+)"
N16.4,"Renal tubulo-interstitial disorders in sicca syndrome [Sj&ouml;gren] (M35.0+)"
N16.4,"Renal tubulo-interstitial disorders in systemic lupus erythematosus (M32.1+)"
,"congenital renal failure (P96.0)"
,"drug- and heavy-metal-induced tubulo-interstitial and tubular conditions (N14.-)"
,"extrarenal uraemia (R39.2)"
,"haemolytic-uraemic syndrome (D59.3)"
,"hepatorenal syndrome (K76.7)"
,"hepatorenal syndrome postpartum (O90.4)"
,"prerenal uraemia (R39.2)"
,"renal failure complicating abortion or ectopic or molar pregnancy (O00-O07, O08.4)"
,"renal failure following labour and delivery (O90.4)"
,"renal failure postprocedural (N99.0)"
N17.0,"Tubular necrosis NOS"
N17.0,"Tubular necrosis acute"
N17.0,"Tubular necrosis renal"
N17.1,"Cortical necrosis NOS"
N17.1,"Cortical necrosis acute"
N17.1,"Cortical necrosis renal"
N17.2,"Medullary [papillary] necrosis NOS"
N17.2,"Medullary [papillary] necrosis acute"
N17.2,"Medullary [papillary] necrosis renal"
N18.8,"Uraemic neuropathy+ (G63.8*)"
N18.8,"Uraemic pericarditis+ (I32.8*)"
N19,"Uraemia NOS"
N20.0,"Nephrolithiasis NOS"
N20.0,"Renal calculus or stone"
N20.0,"Staghorn calculus"
N20.0,"Stone in kidney"
N20.1,"Ureteric stone"
N20.9,"Calculous pyelonephritis"
N21.0,"Calculus in diverticulum of bladder"
N21.0,"Urinary bladder stone"
,"with urolithiasis (N20-N23)"
N25.0,"Azotaemic osteodystrophy"
N25.0,"Phosphate-losing tubular disorders"
N25.0,"Renal rickets"
N25.0,"Renal short stature"
N25.8,"Lightwood-Albright syndrome"
N25.8,"Renal tubular acidosis NOS"
N25.8,"Secondary hyperparathyroidism of renal origin"
N26,"Atrophy of kidney (terminal)"
N26,"Renal sclerosis NOS"
N28.0,"Renal artery embolism"
N28.0,"Renal artery obstruction"
N28.0,"Renal artery occlusion"
N28.0,"Renal artery thrombosis"
N28.0,"Renal infarct"
N28.1,"Cyst (multiple)(solitary) of kidney, acquired"
N28.8,"Hypertrophy of kidney"
N28.8,"Megaloureter"
N28.8,"Nephroptosis"
N28.8,"Ureterocele"
N28.9,"Nephropathy NOS"
N28.9,"Renal disease NOS"
N29.1,"Disorders of kidney and ureter in schistosomiasis [bilharziasis] (B65.-+)"
N29.1,"Disorders of kidney and ureter in tuberculosis (A18.1+)"
,"urinary infection (complicating) abortion or ectopic or molar pregnancy (O00-O07, O08.8)"
,"urinary infection (complicating) pregnancy, childbirth and the puerperium (O23.-, O75.3, O86.2)"
,"urinary infection (complicating) with urolithiasis (N20-N23)"
N30.3,"Urethrotrigonitis"
N30.8,"Abscess of bladder"
N31.2,"Neuropathic bladder atonic (motor)(sensory)"
N31.2,"Neuropathic bladder autonomous"
N31.2,"Neuropathic bladder nonreflex"
N31.9,"Neurogenic bladder dysfunction NOS"
N32.0,"Bladder-neck stenosis (acquired)"
N32.1,"Vesicorectal fistula"
N32.3,"Diverticulitis of bladder"
N32.8,"Bladder calcified"
N32.8,"Bladder contracted"
N33.8,"Bladder disorder in schistosomiasis [bilharziasis] (B65.-+)"
N34.0,"Abscess (of) Cowper's gland"
N34.0,"Abscess (of) Littr&eacute;'s gland"
N34.0,"Abscess (of) periurethral"
N34.0,"Abscess (of) urethral (gland)"
N34.1,"Urethritis nongonococcal"
N34.1,"Urethritis nonvenereal"
N34.2,"Meatitis, urethral"
N34.2,"Ulcer of urethra (meatus)"
N34.2,"Urethritis NOS"
N34.2,"Urethritis postmenopausal"
N35.0,"Stricture of urethra as a sequela of childbirth"
N35.0,"Stricture of urethra as a sequela of injury"
N35.9,"Pinhole meatus NOS"
N36.0,"False urethral passage"
N36.0,"Fistula urethroperineal"
N36.0,"Fistula urethrorectal"
N36.0,"Fistula urinary NOS"
N36.3,"Prolapse of urethra"
N36.3,"Urethrocele, male"
N37.0,"Candidal urethritis (B37.4+)"
N40,"Median bar (prostate)"
N40,"Prostatic obstruction NOS"
N41.9,"Prostatitis NOS"
N42.0,"Prostatic stone"
N44,"Torsion of epididymis"
N44,"Torsion of spermatic cord"
N44,"Torsion of testicle"
N45.0,"Abscess of epididymis or testis"
N45.9,"Epididymitis NOS"
N45.9,"Orchitis NOS"
N46,"Azoospermia NOS"
N46,"Oligospermia NOS"
N47,"Adherent prepuce"
N47,"Tight foreskin"
N48.0,"Balanitis xerotica obliterans"
N48.0,"Kraurosis of penis"
N48.1,"Balanitis"
N48.2,"Cavernitis (penis)"
N48.3,"Painful erection"
N48.6,"Peyronie's disease"
N48.6,"Plastic induration of penis"
N49.0,"Vesiculitis NOS"
N49.1,"Vasitis"
N49.8,"Inflammation of multiple sites in male genital organs"
N50.8,"Chylocele, tunica vaginalis (nonfilarial) NOS"
N50.8,"Fistula, urethroscrotal"
N50.8,"Stricture of spermatic cord"
N50.8,"Stricture of tunica vaginalis"
N50.8,"Stricture of vas deferens"
N51.0,"Prostatitis gonococcal (A54.2+)"
N51.0,"Prostatitis trichomonal (A59.0+)"
N51.0,"Prostatitis tuberculous (A18.1+)"
N51.1,"Chlamydial epididymitis (A56.1+)"
N51.1,"Chlamydial orchitis (A56.1+)"
N51.1,"Gonococcal epididymitis (A54.2+)"
N51.1,"Gonococcal orchitis (A54.2+)"
N51.1,"Mumps orchitis (B26.0+)"
N51.1,"Tuberculosis of epididymis (A18.1+)"
N51.1,"Tuberculosis of testis (A18.1+)"
N51.2,"Balanitis amoebic (A06.8+)"
N51.2,"Balanitis candidal (B37.4+)"
N51.8,"Filarial chylocele, tunica vaginalis (B74.-+)"
N51.8,"Herpesviral [herpes simplex] infection of male genital tract (A60.0+)"
N51.8,"Tuberculosis of seminal vesicle (A18.1+)"
,"disorders of breast associated with childbirth (O91-O92)"
N60.0,"Cyst of breast"
N60.1,"Cystic breast"
N60.3,"Cystic mastopathy with epithelial proliferation"
N61,"Abscess (acute)(chronic)(nonpuerperal) of areola"
N61,"Abscess (acute)(chronic)(nonpuerperal) of breast"
N61,"Carbuncle of breast"
N61,"Mastitis (acute)(subacute)(nonpuerperal) NOS"
N61,"Mastitis (acute)(subacute)(nonpuerperal) infective"
N62,"Gynaecomastia"
N62,"Hypertrophy of breast NOS"
N62,"Hypertrophy of breast massive pubertal"
N63,"Nodule(s) NOS in breast"
N64.1,"Fat necrosis (segmental) of breast"
N64.5,"Induration of breast"
N64.5,"Nipple discharge"
N64.5,"Retraction of nipple"
N64.8,"Galactocele"
N64.8,"Subinvolution of breast (postlactational)"
,"those complicating abortion or ectopic or molar pregnancy (O00-O07, O08.0)"
,"those complicating pregnancy, childbirth and the puerperium (O23.-, O75.3, O85, O86.-)"
N70.1,"Hydrosalpinx"
N73.1,"Any condition in N73.0 specified as chronic"
N73.2,"Any condition in N73.0 unspecified whether acute or chronic"
N73.9,"Female pelvic infection or inflammation NOS"
N74.1,"Tuberculous endometritis"
N75.8,"Bartholinitis"
N76.0,"Vaginitis NOS"
N76.0,"Vulvovaginitis NOS"
N76.0,"Vulvovaginitis acute"
N76.1,"Vulvovaginitis chronic"
N76.1,"Vulvovaginitis subacute"
N76.2,"Vulvitis NOS"
N76.4,"Furuncle of vulva"
N77.0,"Ulceration of vulva in herpesviral [herpes simplex] infection (A60.0+)"
N77.0,"Ulceration of vulva in tuberculosis (A18.1+)"
N77.1,"Vaginitis, vulvitis and vulvovaginitis in candidiasis (B37.3+)"
N77.1,"Vaginitis, vulvitis and vulvovaginitis in herpesviral [herpes simplex] infection (A60.0+)"
N77.1,"Vaginitis, vulvitis and vulvovaginitis in pinworm infection (B80+)"
