concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Endoscopic biopsy respiratory organs Kryobiopsie"		"OPS"			"1-430.31"			
"Therapeutic drainage of other organs and tissues retroperitoneal"		"OPS"			"8-148.1"			
"Transposition of a straight eye muscle muscle part"		"OPS"			"5-10d.1"			
"Other operations on conjunctiva Operations on the cornea"		"OPS"			"5-12"			
"Excision and destruction of (diseased) tissues of the conjunctiva by thermocoagulation"		"OPS"			"5-112.00"			
"Therapeutic percutaneous puncture of organs of thorax lung"		"OPS"			"8-152.2"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively not otherwise specified"		"OPS"			"1-695.y"			
"diagnostic arthroscopy Joint at the spinal column"		"OPS"			"1-697.5"			
"retroequatorial myopexia (Fadenoperation), Combined with other measures on the same muscle"		"OPS"			"5-10c.1"			
"Corneal transplantation and keratoprosthetics not otherwise specified"		"OPS"			"5-125.y"			
"Association for large-scale and serious skin diseases 3000 cm² to 3500 cm² under the body surface"		"OPS"			"8-191.76"			
"Stapesplasty, With implantation of a prosthetic alloplastic (e.g. Piston)"		"OPS"			"5-197.2"			
"cardiac mapping left atrium"		"OPS"			"1-268.1"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques Not otherwise specified"		"OPS"			"1-442.y"			
"Tympanoplasty Type II bis V, other"		"OPS"			"5-195.9x"			
"Manipulation of the urinary bladder Flushing, intermittent"		"OPS"			"8-132.2"			
"Corneal transplantation and keratoprosthetics HLA-typed"		"OPS"			"5-125.11"			
"Capsule endoscopy of the small intestine"		"OPS"			"1-63a"			
"Lowering of intraocular pressure by filtering operations not otherwise specified"		"OPS"			"5-131.y"			
"Biopsy in other parts of the eye through the incision"		"OPS"			"1-529"			
"Endosonographic biopsy of endocrine organs adrenal"		"OPS"			"1-408.0"			
"Electroencephalography [EEG] Portable cassette EEG (10/20 electrodes)"		"OPS"			"1-207.3"			
"Lowering of intraocular pressure by filtering operations Without adjuvant drug therapy"		"OPS"			"5-131.00"			
"Stereotactic biopsy of intracranial tissue Basal ganglia"		"OPS"			"1-511.1"			
"Therapeutic percutaneous puncture of organs of the abdominal cavity other"		"OPS"			"8-154.x"			
"Exenteration of the orbita with preservation of the eyelid skin, Without introduction of tissue or alloplastic material"		"OPS"			"5-164.30"			
"Surgical removal of a foreign body from the anterior chamber with magnet"		"OPS"			"5-130.0"			
"Other operations on the choroid not otherwise specified"		"OPS"			"5-157.y"			
"Other operations on the eye muscles"		"OPS"			"5-10m"			
"Foreign body removal by endoscopy other"		"OPS"			"8-100.x"			
"Reconstruction of the orbital wall, not otherwise specified"		"OPS"			"5-167.y"			
"Cardiac catheterization at functional / morphological univentricular heart"		"OPS"			"1-277"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones cerebrum"		"OPS"			"1-510.0"			
"Closed reduction of joint dislocation without internal fixation acromioclavicular"		"OPS"			"8-201.1"			
"diagnostic Embryofetoscopy"		"OPS"			"1-674"			
"Biopsy on other parts of the ear by incision"		"OPS"			"1-532"			
"Debilitating interventions at an oblique eye muscle Partial tenotomy and / or myotomy"		"OPS"			"5-10g.3"			
"diagnostic Jejunoscopy In an anastomosis of esophagus, stomach and / or small intestine"		"OPS"			"1-635.1"			
"Other diagnostic catheterization to heart and blood vessels Densitometry of the myocardium"		"OPS"			"1-279.3"			
"Combined operations on the eye muscles Operation on at least 2 straight and at least 2 oblique muscles"		"OPS"			"5-10k.4"			
"Electrophysiological examination of the heart, not catheter-based other"		"OPS"			"1-266.x"			
"Diagnostic thoracoscopy and mediastinoscopy Mediastinoscopy"		"OPS"			"1-691.1"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, paraaortal"		"OPS"			"1-425.4"			
"Endoscopic biopsy respiratory organs forceps biopsy"		"OPS"			"1-430.00"			
"Refractive keratoplasty and other reconstruction of the cornea Implantation of intrastromal ring segment"		"OPS"			"5-126.7"			
"Therapeutic percutaneous puncture of a joint not otherwise specified"		"OPS"			"8-158.y"			
"Right heart catheterization"		"OPS"			"1-273"			
"Biopsy of other organs and tissues by incision chest wall"		"OPS"			"1-589.0"			
"Standardized palliative basic medical assessment (PBA)"		"OPS"			"1-774"			
"Lowering of intraocular pressure by filtering operations goniotomy"		"OPS"			"5-131.8"			
"Therapeutic percutaneous puncture of urinary organs kidney"		"OPS"			"8-155.0"			
"Therapeutic percutaneous puncture of organs of thorax pleural cavity"		"OPS"			"8-152.1"			
"Lowering of intraocular pressure by not filtering operations other"		"OPS"			"5-134.x"			
"gastric lavage"		"OPS"			"8-120"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques thymus"		"OPS"			"1-426.9"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Excision of diseased tissue of the sclera"		"OPS"			"5-135.2"			
"Extracorporeal shock wave therapy on the musculoskeletal system not otherwise specified"		"OPS"			"8-115.y"			
"Electrophysiological examination of the heart catheter-based, In tachycardia with wide QRS complex"		"OPS"			"1-265.6"			
"Biopsy on joints and bursae by incision Temporomandibular joint"		"OPS"			"1-504.0"			
"urodynamic investigation other"		"OPS"			"1-334.x"			
"Other operations on the iris Solution posterior synechiae (between the iris and lens)"		"OPS"			"5-137.4"			
"Other lens extractions not otherwise specified"		"OPS"			"5-145.y"			
"Biopsy of the nasopharynx by incision"		"OPS"			"1-548"			
"Operations on the sclera with magnet"		"OPS"			"5-138.00"			
"cardiac mapping common atrium"		"OPS"			"1-268.2"			
"Spiroergometry"		"OPS"			"1-712"			
"Pars plana vitrectomy"		"OPS"			"5-158"			
"magnetocardiography Diagnostic catheterization of heart and circulation"		"OPS"			"1-27"			
"Closed reduction of fracture or joint dislocation of the spine without internal fixation Forced correction of adhesions and deformities"		"OPS"			"8-21"			
"Other operations on the cornea Removal of a corneal suture"		"OPS"			"5-129.4"			
"Other operations for fixation of the retina not otherwise specified"		"OPS"			"5-154.y"			
"Tympanoplasty Type II bis V"		"OPS"			"5-195.9"			
"Pars plana vitrectomy Front vitrectomy via pars plana"		"OPS"			"5-158.0"			
"Foreign body removal by endoscopy"		"OPS"			"8-100"			
"diagnostic rectoscopy With flexible instrument"		"OPS"			"1-654.0"			
"Fixation of the retina by scleral buckling surgery by cerclage"		"OPS"			"5-152.2"			
"Therapeutic percutaneous puncture of a joint Thorakoskapulargelenk"		"OPS"			"8-158.2"			
"Removing a foreign body from the back of the eye"		"OPS"			"5-150"			
"diagnostic pharyngoscopy"		"OPS"			"1-611"			
"Instrumental 3D function analysis of the spine not otherwise specified"		"OPS"			"1-799.y"			
"Other diagnostic catheterization to heart and blood vessels angioscopy"		"OPS"			"1-279.9"			
"Early Rehabilitation Assessment of patients with head and neck cancer  Duration of more than 90 minutes"		"OPS"			"1-775.1"			
"Diagnostic endoscopy of the upper gastrointestinal tract over a stoma diagnostic esophagogastroduodenoscopy"		"OPS"			"1-638.1"			
"Preparation and adjustment of facial prostheses with adhesive or glasses fixation not otherwise specified"		"OPS"			"8-220.y"			
"Therapeutic lavage (lavage) of the ear middle ear"		"OPS"			"8-171.1"			
"Foreign body removal by endoscopy By colonial / Rectoscopy with rigid instrument"		"OPS"			"8-100.a"			
"Pneumological functional examinations"		"OPS"			"1-71"			
"Biopsy without incision of conjunctiva and cornea cornea"		"OPS"			"1-413.1"			
"Change and removal of a Nephrostomiekatheters distance"		"OPS"			"8-138.1"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body Operations on the lens"		"OPS"			"5-14"			
"Other operations on the cornea Cover the cornea by conjunctiva"		"OPS"			"5-129.1"			
"Other lens extractions Removal of a dislocated lens from the anterior chamber"		"OPS"			"5-145.1"			
"Closed reduction of fracture without internal fixation femoral neck"		"OPS"			"8-200.e"			
"Other biopsy without incision of other digestive organs Biopsy without incision of urinary organs and male sex organs"		"OPS"			"1-46"			
"Biopsy of mediastinal and other intrathoracic organs by incision, mediastinum"		"OPS"			"1-581.0"			
"Biopsy of lymph nodes by incision"		"OPS"			"1-586"			
"Transrectal biopsy at the male sex organs with control by imaging techniques 20 or more cylinders"		"OPS"			"1-466.01"			
"diagnostic esophagogastroduodenoscopy In an anastomosis of esophagus, stomach and / or duodenum"		"OPS"			"1-632.1"			
"Biopsy on the larynx by incision subglottis"		"OPS"			"1-549.2"			
"Therapeutic percutaneous puncture of a joint Carpal joint"		"OPS"			"8-158.a"			
"Excision and destruction of (diseased) tissue of the cornea other"		"OPS"			"5-123.2x"			
"redressing procedures"		"OPS"			"8-211"			
"Conjunctivoplasty Transplantation of nasal mucosa"		"OPS"			"5-113.1"			
"Diagnostic endoscopy of urinary diversion not otherwise specified"		"OPS"			"1-666.y"			
"Clinical examination"		"OPS"			"1-10"			
"Transurethral biopsy of urinary organs and prostate prostate"		"OPS"			"1-460.4"			
"Other operations on the retina Removal of a radiant applicator"		"OPS"			"5-156.8"			
"Therapeutic lavage of the abdominal cavity in case of laying drainage and temporary abdominal closure other"		"OPS"			"8-176.x"			
"Reconstruction of the orbital wall, With alloplastic material"		"OPS"			"5-167.2"			
"Enhancing operations on a straight eye muscle preliminary storage"		"OPS"			"5-10a.2"			
"Biopsy of other urinary organs by incision"		"OPS"			"1-562"			
"Biopsy of pituitary and pineal by incision Pituitary transseptally / transsphenoidal"		"OPS"			"1-514.0"			
"Therapeutic percutaneous puncture of female sex organs other"		"OPS"			"8-157.x"			
"Diagnostic endoscopy of the intestine through a stoma not otherwise specified"		"OPS"			"1-652.y"			
"urethral calibration Biopsy without incision of the nervous system and endocrine organs"		"OPS"			"1-40"			
"Change and removal of a Nephrostomiekatheters Changes without operative dilatation"		"OPS"			"8-138.0"			
"Diagnostic intestinoscopy (endoscopy of the deep jejunum and ileum) other"		"OPS"			"1-636.x"			
"Angiokardiographie as an independent measure pulmonary angiography"		"OPS"			"1-276.0"			
"Other operations on orbita, eye and eyeball"		"OPS"			"5-169"			
"Biopsy of other organs by incision"		"OPS"			"1-58"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques"		"OPS"			"1-442"			
"Therapeutic purging of the retroperitoneal space in case of laying drainage and temporary abdominal closure"		"OPS"			"8-177"			
"orbitotomy Transcutaneous anterior approach"		"OPS"			"5-160.3"			
"diagnostic esophagoscopy"		"OPS"			"1-630"			
"Biopsy of muscles and soft tissues by incision Forearm and hand"		"OPS"			"1-502.3"			
"Extracorporeal shock wave therapy on the musculoskeletal system"		"OPS"			"8-115"			
"Diagnostic thoracoscopy and mediastinoscopy"		"OPS"			"1-691"			
"urodynamic investigation Bladder pressure measurement"		"OPS"			"1-334.1"			
"Biopsy of lymph nodes by incision supraclavicular"		"OPS"			"1-586.1"			
"Biopsy without incision on the external ear"		"OPS"			"1-410"			
"Removal of a foreign body from orbit and eyeball not otherwise specified Orbita, with magnet"		"OPS"			"5-161.0"			
"Lowering of intraocular pressure by not filtering operations Without the introduction of drugs to inhibit fibrosis"		"OPS"			"5-134.00"			
"Foreign body removal by endoscopy By esophagoscopy with rigid instrument"		"OPS"			"8-100.7"			
"Other diagnostic catheterization to heart and blood vessels Not otherwise specified"		"OPS"			"1-279.y"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate prostate"		"OPS"			"1-462.4"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques Not otherwise specified"		"OPS"			"1-432.y"			
"diagnostic urethroscopy"		"OPS"			"1-660"			
"Tympanoplasty with atticotomy or atticoantrotomy, Without implantation of a prosthesis"		"OPS"			"5-195.a0"			
"Operations on the optic nerve"		"OPS"			"5-168"			
"diagnostic Tracheobronchoscopy Without further measures,"		"OPS"			"1-620.00"			
"Therapeutic percutaneous puncture of female sex organs ovary"		"OPS"			"8-157.0"			
"Measurement of the intraocular pressure Day and night pressure measurement over 24 hours"		"OPS"			"1-220.0"			
"Other operations on the iris not otherwise specified"		"OPS"			"5-137.y"			
"Revision of a stapedectomy, Without implantation of a prosthesis"		"OPS"			"5-192.10"			
"Electroencephalography [EEG] Not otherwise specified"		"OPS"			"1-207.y"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques needle biopsy"		"OPS"			"1-442.30"			
"Biopsy without incision on the nose Not otherwise specified"		"OPS"			"1-414.y"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques lung"		"OPS"			"1-432.0"			
"Other iridectomy and iridotomy not otherwise specified"		"OPS"			"5-136.y"			
"(Percutaneous) (needle) biopsy of female sex organs other"		"OPS"			"1-470.x"			
"Excision and destruction of diseased tissue of the outer ear, other"		"OPS"			"5-181.x"			
"diagnostic esophagogastroduodenoscopy not otherwise specified"		"OPS"			"1-632.y"			
"Foreign body removal by endoscopy with cryoprobe"		"OPS"			"8-100.41"			
"Other diagnostic catheterization to heart and blood vessels Quantitative analysis of regional function"		"OPS"			"1-279.1"			
"Intracapsular extraction of the lens About sclero-corneal access"		"OPS"			"5-143.0"			
"Percutaneous biopsy nephroskopische of urinary organs renal pelvis"		"OPS"			"1-461.0"			
"Temporary intraocular pressure increase"		"OPS"			"5-169.4"			
"Extracapsular extraction of the lens [ECCE] Lens core liquefaction [phacoemulsification] on sclero-corneal access"		"OPS"			"5-144.3"			
"Removal of diseased tissue of skin and subcutaneous tissue without anesthesia (as part of a dressing change) in the presence of a wound small areas"		"OPS"			"8-192.0"			
"Transrectal biopsy at the male sex organs with control by imaging techniques, Not otherwise specified"		"OPS"			"1-466.y"			
"Reconstruction of the orbital wall, With metal plates or implants"		"OPS"			"5-167.1"			
"Other therapeutic catheterization and insert cannula Catheterization of the fallopian tube by hysteroscopy"		"OPS"			"8-149.2"			
"Electroencephalography [EEG] Routine EEG (10/20 electrodes)"		"OPS"			"1-207.0"			
